id,name,city,slug,website
8723,Groundwork Counseling & Cognitive Behavioral Therapy (CBT) Orlando,Maitland,groundwork-counseling-cognitive-behavioral-therapy-cbt-orlando-maitland-fl-8723,http://www.groundworkcounseling.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb
7142,Vibewell Therapy – EMDR for Trauma & Gottman Couples Therapist,North Miami Beach,vibewell-therapy-emdr-for-trauma-gottman-couples-therapist-north-miami-beach-fl-7142,https://www.vibewelltherapy.com/
7117,Let's Talk Counseling and Services LLC,Orlando,lets-talk-counseling-and-services-llc-orlando-fl-7117,https://www.letstalkcounselingandservices.com/
8810,OceanVista Counseling Associates,Ormond Beach,oceanvista-counseling-associates-ormond-beach-fl-8810,https://oceanvistacounsel.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12162111783729789385
6914,Ormond By The Sea Counseling,Ormond Beach,ormond-by-the-sea-counseling-ormond-beach-fl-6914,http://ormondbytheseacounseling.com/
9096,Presbyterian Counseling Center,Ormond Beach,presbyterian-counseling-center-ormond-beach-fl-9096,https://presbyteriancounseling.com/
9083,"EMDR, Trauma & Couples Therapy Intensive in South Florida & South Carolina-Renew Your Mind Counseling-Roxana Carmenate, LCSW",Pembroke Pines,emdr-trauma-couples-therapy-intensive-in-south-florida-south-carolina-renew-your-mind-counseling-roxana-carmenate-lcsw-pembroke-pines-fl-9083,https://www.renewyourmindcounseling.com/
6752,Counseling-Therapy New Smyrna-Port Orange Daytona,Port Orange,counseling-therapy-new-smyrna-port-orange-daytona-port-orange-fl-6752,https://counseling-therapy.org/
7321,"Looking Forward Counseling, LLC",Port Orange,looking-forward-counseling-llc-port-orange-fl-7321,https://lookingforwardcounseling.clientsecure.me/
7449,A Better Tomorrow Counseling,Port St. Lucie,a-better-tomorrow-counseling-port-st-lucie-fl-7449,https://www.abettertomorrowcounseling.net/
7335,"Experience Matters Counseling, LLC",Port St. Lucie,experience-matters-counseling-llc-port-st-lucie-fl-7335,https://www.experiencematterscounseling.com/
6911,Mind + Body Counseling Institute Inc.,Port St. Lucie,mind-body-counseling-institute-inc-port-st-lucie-fl-6911,null
7077,"Starting Pointe Counseling Services, LLC",Port St. Lucie,starting-pointe-counseling-services-llc-port-st-lucie-fl-7077,http://www.startingpointecounseling.com/
7490,True Counseling,Port St. Lucie,true-counseling-port-st-lucie-fl-7490,http://truecounseling.net/
7048,"Clemente Counseling, Helen “Elena” Clemente LMHC",Spring Hill,clemente-counseling-helen-elena-clemente-lmhc-spring-hill-fl-7048,null
6870,creative path counseling llc,Spring Hill,creative-path-counseling-llc-spring-hill-fl-6870,null
6891,In Community Counseling,Spring Hill,in-community-counseling-spring-hill-fl-6891,http://www.incommunitycounseling.com/
7064,The Mary Welsh Foundation Counseling Center,Spring Hill,the-mary-welsh-foundation-counseling-center-spring-hill-fl-7064,null
6586,Trauma and Counseling Solutions,Spring Hill,trauma-and-counseling-solutions-spring-hill-fl-6586,http://www.traumaandcounselingsolutions.com/
6611,"A Time To Change Counseling Center, P.A.",Tallahassee,a-time-to-change-counseling-center-pa-tallahassee-fl-6611,https://www.atimetochangecounselingcenter.com/
6787,"ABLE Counseling, Coaching and Consulting",Tallahassee,able-counseling-coaching-and-consulting-tallahassee-fl-6787,http://www.ablountifulexp.com/
7160,Anew Life Counseling and Consulting Group,Tallahassee,anew-life-counseling-and-consulting-group-tallahassee-fl-7160,http://anewlifeccgroup.com/
6604,"Canopy Counseling & Consulting, LLC",Tallahassee,canopy-counseling-consulting-llc-tallahassee-fl-6604,https://www.canopy-counseling.com/
6781,Gulf Wind Counseling,Tallahassee,gulf-wind-counseling-tallahassee-fl-6781,http://www.gulfwindcounseling.com/
7393,"Lang Counseling and Consulting Group, LLC",Tallahassee,lang-counseling-and-consulting-group-llc-tallahassee-fl-7393,null
7364,"Red Hills Counseling Center, Inc.",Tallahassee,red-hills-counseling-center-inc-tallahassee-fl-7364,http://redhillscounselingcenter.com/
8863,Renaissance Somatic Counseling,Tallahassee,renaissance-somatic-counseling-tallahassee-fl-8863,http://www.rensocounseling.com/
7372,SG Mental Health Counseling,Tallahassee,sg-mental-health-counseling-tallahassee-fl-7372,https://sgmentalhealthservices.com/
6534,Tallahassee Counseling Center,Tallahassee,tallahassee-counseling-center-tallahassee-fl-6534,http://www.tallahasseecounselingcenter.com/
6495,Whitney Owens Counseling,Tallahassee,whitney-owens-counseling-tallahassee-fl-6495,http://www.whitneyowenscounseling.com/
9068,"SOS Counseling Center, Inc",Tamarac,sos-counseling-center-inc-tamarac-fl-9068,https://www.soscounselingcenter.com/
6975,Loving Life Today: Therapy & Counseling,Tampa,loving-life-today-therapy-counseling-tampa-fl-6975,https://www.lovinglifetoday.com/
7260,Serene Mind Counseling + Evaluations,Tampa,serene-mind-counseling-evaluations-tampa-fl-7260,http://www.serenemindpsych.com/
6890,Total Life Counseling Center Tampa,Tampa,total-life-counseling-center-tampa-tampa-fl-6890,https://www.totallifecounseling.com/
9045,"The Healing Path, Family Counseling Center",West Melbourne,the-healing-path-family-counseling-center-west-melbourne-fl-9045,null
6774,"Multilingual Psychotherapy Centers, Inc",West Palm Beach,multilingual-psychotherapy-centers-inc-west-palm-beach-fl-6774,https://www.mpcipbc.com/
