id,name,city,phone,website,verified
6897,"Black Swan Counseling Services, LLC",Lakeland,(863) 272-9137,https://www.blackswancounseling.com/,true
8803,Counseling and Testing Services,Lakeland,(863) 398-6748,http://www.counselingandtesting.com/,false
7233,Creative Community Counseling,Lakeland,(888) 502-7186,https://www.cathyghent.com/contact-me,false
9116,Cue Counseling Center,Lakeland,(863) 937-3943,http://cuecounseling.com/,false
6768,Family Life Counseling Center,Lakeland,(352) 708-6283,https://www.familylifecounselingcenter.com/,true
7060,Floret Counseling,Lakeland,(813) 445-3313,https://www.floretcounseling.com/,false
9109,Hope Counseling Centers,Lakeland,(863) 709-8110,https://hopecounselingeap.com/?y_source=1_MzA2MTE0OS03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,false
7465,"KINTI COUNSELING, LLC",Lakeland,(813) 714-7944,https://daniela-suarez-ms.clientsecure.me/,false
9030,Masterpiece Counseling LLC,Lakeland,(863) 410-2095,http://masterpiececounseling.org/,false
9097,Meadowbrook Psychiatric & Counseling Centre,Lakeland,(863) 709-8543,https://meadowbrookcentre.org/,false
7182,New Directions Counseling Center LLC,Lakeland,(863) 606-5922,http://www.ndcclakeland.com/,false
8828,Perspective A Counseling Center LLC,Lakeland,(863) 853-0705,null,false
6492,Renewed Integrative Counseling,Lakeland,(863) 904-1541,http://www.renewedic.com/lakeland,true
7276,"Serenity Counseling, Michael Trabulsy, LMHC",Lakeland,(863) 220-6358,null,false
8886,SILVER LINING COUNSELING,Lakeland,(863) 607-6088,https://silverliningfl.com/,false
7899,Stoa Life Counseling,Lakeland,(863) 450-6333,https://stoalife.com/,false
7040,Thoughtful Counseling LLC,Lakeland,(863) 701-5127,https://www.thoughtfulcounseling.net/,false
8723,Groundwork Counseling & Cognitive Behavioral Therapy (CBT) Orlando,Maitland,(407) 378-3000,http://www.groundworkcounseling.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,false
7142,Vibewell Therapy – EMDR for Trauma & Gottman Couples Therapist,North Miami Beach,(786) 361-8227,https://www.vibewelltherapy.com/,false
7117,Let's Talk Counseling and Services LLC,Orlando,(407) 603-6132,https://www.letstalkcounselingandservices.com/,false
6709,Mosaic Psychiatry,Ormond Beach,(407) 906-3755,https://www.mosaicpsychiatry.com/,true
8810,OceanVista Counseling Associates,Ormond Beach,(386) 449-8600,https://oceanvistacounsel.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=12162111783729789385,false
6914,Ormond By The Sea Counseling,Ormond Beach,(386) 871-0365,http://ormondbytheseacounseling.com/,true
9096,Presbyterian Counseling Center,Ormond Beach,(386) 258-1618,https://presbyteriancounseling.com/,false
9083,"EMDR, Trauma & Couples Therapy Intensive in South Florida & South Carolina-Renew Your Mind Counseling-Roxana Carmenate, LCSW",Pembroke Pines,(754) 223-9949,https://www.renewyourmindcounseling.com/,false
6752,Counseling-Therapy New Smyrna-Port Orange Daytona,Port Orange,(386) 416-9767,https://counseling-therapy.org/,true
7321,"Looking Forward Counseling, LLC",Port Orange,(386) 310-4043,https://lookingforwardcounseling.clientsecure.me/,false
7449,A Better Tomorrow Counseling,Port St. Lucie,(772) 353-2485,https://www.abettertomorrowcounseling.net/,false
7335,"Experience Matters Counseling, LLC",Port St. Lucie,(561) 888-9500,https://www.experiencematterscounseling.com/,false
6911,Mind + Body Counseling Institute Inc.,Port St. Lucie,(772) 233-6295,null,true
7077,"Starting Pointe Counseling Services, LLC",Port St. Lucie,(772) 224-3235,http://www.startingpointecounseling.com/,false
7490,True Counseling,Port St. Lucie,(772) 446-0906,http://truecounseling.net/,false
7048,"Clemente Counseling, Helen “Elena” Clemente LMHC",Spring Hill,(352) 848-4642,null,false
6870,creative path counseling llc,Spring Hill,(352) 515-0000,null,true
6891,In Community Counseling,Spring Hill,(352) 293-4376,http://www.incommunitycounseling.com/,true
7064,The Mary Welsh Foundation Counseling Center,Spring Hill,(352) 204-1169,null,false
6586,Trauma and Counseling Solutions,Spring Hill,(813) 328-6034,http://www.traumaandcounselingsolutions.com/,true
6611,"A Time To Change Counseling Center, P.A.",Tallahassee,(850) 926-1900,https://www.atimetochangecounselingcenter.com/,true
6787,"ABLE Counseling, Coaching and Consulting",Tallahassee,(850) 212-6582,http://www.ablountifulexp.com/,true
7160,Anew Life Counseling and Consulting Group,Tallahassee,(850) 508-4624,http://anewlifeccgroup.com/,false
6604,"Canopy Counseling & Consulting, LLC",Tallahassee,(850) 443-3048,https://www.canopy-counseling.com/,true
6848,ERICA MILLER COUNSELING GROUP LLC,Tallahassee,(850) 508-3306,http://www.ericamillercounseling.com/,true
6781,Gulf Wind Counseling,Tallahassee,(850) 597-7833,http://www.gulfwindcounseling.com/,true
7393,"Lang Counseling and Consulting Group, LLC",Tallahassee,(850) 665-0027,null,false
7278,Living Free Counseling,Tallahassee,(850) 738-4470,null,false
7364,"Red Hills Counseling Center, Inc.",Tallahassee,(850) 404-2159,http://redhillscounselingcenter.com/,false
8863,Renaissance Somatic Counseling,Tallahassee,(850) 270-3370,http://www.rensocounseling.com/,false
7372,SG Mental Health Counseling,Tallahassee,(850) 405-3639,https://sgmentalhealthservices.com/,false
6534,Tallahassee Counseling Center,Tallahassee,(850) 385-9046,http://www.tallahasseecounselingcenter.com/,true
6495,Whitney Owens Counseling,Tallahassee,(850) 692-9985,http://www.whitneyowenscounseling.com/,true
9068,"SOS Counseling Center, Inc",Tamarac,(954) 323-4827,https://www.soscounselingcenter.com/,false
6975,Loving Life Today: Therapy & Counseling,Tampa,(813) 609-6946,https://www.lovinglifetoday.com/,false
7260,Serene Mind Counseling + Evaluations,Tampa,(813) 321-8280,http://www.serenemindpsych.com/,false
6890,Total Life Counseling Center Tampa,Tampa,(813) 725-2714,https://www.totallifecounseling.com/,true
9045,"The Healing Path, Family Counseling Center",West Melbourne,(321) 506-4625,null,false
6774,"Multilingual Psychotherapy Centers, Inc",West Palm Beach,(561) 712-8821,https://www.mpcipbc.com/,true
