id,name,city,canonical_city,address,phone,website,subcategory,verified
8572,Early Steps at CDTC - 1401 Federal Hwy,Fort Lauderdale,FORT LAUDERDALE,1401 FEDERAL HWY,(954) 728-8080,http://www.childrensdiagnostic.org/,Therapy Services,false
8573,Life Developmental Center - Miramar - 6700 Sw 13th St,Miramar,MIRAMAR,6700 SW 13TH ST,(954) 445-6797,http://lifedevelopmentalcenter.org/,Therapy Services,false
8582,Children's Behavioral Intervention - Palm Springs,Palm Springs,PALM SPRINGS,1601 BELVEDERE RD E-300,(561) 410-8225,https://childrensbehavioralint.com/,Therapy Services,false
8589,Dr. Tripp & Associates - Port Saint Lucie,Port St. Lucie,PORT ST. LUCIE,540 NW UNIVERSITY BLVD STE 204,(772) 494-7770,https://www.drtrippandassociates.com/get-matched,Therapy Services,false
8597,"Leslie Danner, EdS, LSP - 1555 Matthew Dr",Fort Myers,FORT MYERS,1555 MATTHEW DR,(239) 533-9860,https://www.gulfshorebh.com/,Therapy Services,false
8603,"Maximum Achievers, LLC - Palm Springs",Palm Springs,PALM SPRINGS,1495 FOREST HILL BLVD,(561) 529-0899,http://maximumachieversllc.com/,Therapy Services,false
9167,South Florida Speech Partners - 20197 Ne 16th Pl,North Miami Beach,NORTH MIAMI BEACH,20197 NE 16TH PL,1 305.502.6837,https://www.southfloridaspeechpartners.com/contact,Speech Therapy,false
9178,"SpeechNow, LLC - Pembroke Pines",Pembroke Pines,PEMBROKE PINES,14380 SW 11TH ST,(305) 785-1851,https://www.speechnow.info/,Speech Therapy,false
9180,UF Health Rehab Center for Autism and Neurodevelopment - 4101 Nw 89 Blvd,Gainesville,GAINESVILLE,4101 NW 89 BLVD,(352) 265-8960,https://ufhealth.org/locations/uf-health-rehab-center-for-autism-and-neurodevelopment?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,Speech Therapy,false
9181,Little Angels PPEC - Longwood,Longwood,LONGWOOD,1400 W STATE RD 434 STE 1000,(407) 403-5822,http://littleangelsppec.com/,Speech Therapy,false
9216,Thrive Academy - 3301 Chiquita Blvd S,Cape Coral,CAPE CORAL,3301 CHIQUITA BLVD S,(239) 910-0712,https://www.thriveacademyfl.org/,Speech Therapy,false
9221,Speech Language & More - Boynton Beach,Boynton Beach,BOYNTON BEACH,9819 S MILITARY TRL SUITE D,(561) 200-4343,http://www.slmspeech.com/,Speech Therapy,false
9226,Grove Communication Therapy - 7650 Live Oak Dr,Coral Springs,CORAL SPRINGS,7650 LIVE OAK DR,(754) 444-1180,http://www.grovecommunicationtherapy.com/contact,Speech Therapy,false
9240,Children's Love Corp - 2929 E Commercial Blvd Ph-B,Fort Lauderdale,FORT LAUDERDALE,2929 E COMMERCIAL BLVD PH-B,(954) 508-1256,https://childrenslove.care/,Speech Therapy,false
9241,SunnySteps Therapy - 701 Promenade Dr,Hollywood,HOLLYWOOD,701 PROMENADE DR,(954) 648-8136,http://www.sunnystepstherapy.org/,Speech Therapy,false
9242,Speech Language & More - Sunrise,Sunrise,SUNRISE,10286 NW 47TH ST,(954) 665-6717,http://www.slmspeech.com/,Speech Therapy,false
9245,"SpeechNow, LLC - Weston",Weston,WESTON,15081 SW 41ST ST,(305) 785-1851,https://www.speechnow.info/,Speech Therapy,false
9263,Equanimity Behavioral Services - Hollywood - 701 Promenade Dr,Hollywood,HOLLYWOOD,701 PROMENADE DR,(954) 399-2637,http://equanimitytherapy.com/,Speech Therapy,false
9264,Equanimity Behavioral Services - Hollywood - 1800 N Douglas Rd,Hollywood,HOLLYWOOD,1800 N DOUGLAS RD,(954) 399-2637,http://equanimitytherapy.com/,Speech Therapy,false
9266,First Words Pediatric Therapy - Palm Springs,Palm Springs,PALM SPRINGS,1850 FOREST HILL BLVD STE 100,(561) 328-8312,http://firstwordspediatrictherapy.com/,Speech Therapy,false
9275,Little Angels PPEC - Orlando,Orlando,ORLANDO,222 NEIGHBORHOOD MARKET RD,(407) 403-5822,https://littleangelsppec.com/,Speech Therapy,false
9277,Matter of Speech - Hollywood,Cooper City,COOPER CITY,10620 Griffin Rd Suite 106,(786) 651-8140,https://matterofspeechtherapy.com/,Speech Therapy,false
9282,Life Skills Kids Therapy - Hollywood - 9050 Pines Blvd,Hollywood,HOLLYWOOD,9050 PINES BLVD #450-10,(954) 237-1903,https://lifeskillskidstherapy.com/,Occupational Therapy,false
9297,Beaches Nature Therapy - 1682 Penman Rd,Jacksonville Beach,JACKSONVILLE BEACH,1682 PENMAN RD,(904) 720-6472,https://www.beachesnaturetherapy.com/,Occupational Therapy,false
9317,A Touch of Hope Occupational Therapy - Miami,Miami,MIAMI,19400 TURNBERRY WAY APT 812,(786) 277-9497,https://www.atouchofhopeot.com/,Occupational Therapy,false
9324,"Holistic Family Occupational Therapy, LLC - Palm Springs",Palm Springs,PALM SPRINGS,2290 10TH AVE N,(561) 386-4756,http://www.holisticfamilyot.com/,Occupational Therapy,false
9330,"Stepping Stone Kids Therapy, LLC - Fort Myers",Fort Myers,FORT MYERS,3880 COLONIAL BLVD,(239) 351-3715,https://sskidstherapy.com/,"Occupational Therapy, Speech Therapy",false
9363,"Stepping Stone Kids Therapy, LLC - Naples",Naples,NAPLES,708 GOODLETTE RD N,(239) 351-0675,http://www.sskidstherapy.com/,"Occupational Therapy, Speech Therapy",false
9395,Speech and Language Connection Services LLC - Hialeah,Hialeah,HIALEAH,10550 NW 77TH CT,(305) 456-8031,http://www.speechtherapy305.com/,"Occupational Therapy, Speech Therapy",false
9408,Always Keep Progressing - North Miami Beach - 16800 Nw 2nd Ave,Miami Gardens,MIAMI GARDENS,16800 NW 2ND AVE,(786) 206-4151,https://alwayskeepprogressing.com/,"Occupational Therapy, Speech Therapy",false
9409,Just Right Pediatric Therapy - 9725 Selten Way,Orlando,ORLANDO,9725 SELTEN WAY SUITE B,863-535-5691,https://www.jrpediatrics.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
9411,Breakthrough Pediatric Therapy Services | Satellite - 8075 Nw 15th Manor,Plantation,PLANTATION,8075 NW 15TH MANOR,(954) 474-8048,http://www.breakthroughtherapyservices.com/,"Occupational Therapy, Speech Therapy",false
9412,Bilingual Key Therapy - Port Saint Lucie,Port St. Lucie,PORT ST. LUCIE,1631 ST LUCIE W BLVD STE 208,(772) 672-0897,http://www.bilingualkeytherapy.com/,"Occupational Therapy, Speech Therapy",false
9417,Therapy Alliance Inc. - Miami Lakes,Miami Lakes,MIAMI LAKES,5979 NW 151ST ST STE 208,(305) 362-3300,http://www.therapy-alliance.com/,"Occupational Therapy, Speech Therapy",false
9419,Therapies 4 Kids - Hollywood,Hollywood,HOLLYWOOD,1311 N PALM AVE,(954) 719-6280,http://www.therapies4kids.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
9420,Jaguar Therapeutics - Fort Lauderdale,Fort Lauderdale,FORT LAUDERDALE,1925 CORDOVA RD,(954) 909-0899,http://jaguartherapy.com/,Physical Therapy,false
9436,Saylor Physical Therapy - West Palm Beach,West Palm Beach,WEST PALM BEACH,2090 Palm Beach Lakes Blvd Suite 900,(561) 335-5965,http://www.saylorpt.com/,Physical Therapy,false
9445,Apex Physical Therapy - Cape Coral,Cape Coral,CAPE CORAL,900 SW PINE ISLAND RD,(239) 573-8658,https://apexptflorida.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,Physical Therapy,false
9447,Pelletier Rickert Physical Therapy - Cape Coral,Cape Coral,CAPE CORAL,1240 SE 8TH TERRACE,(239) 772-3335,https://pelletier-rickertphysicaltherapy.com/,Physical Therapy,false
9457,SFR PHYSICAL THERAPY SOUTH MIAMI - 6812 Sw 81st St,Miami,MIAMI,6812 SW 81ST ST,(305) 905-4188,http://www.southfloridacenters.com/,Physical Therapy,false
9460,Integrated Physical Therapy - 2142 Ne 123rd St,North Miami,NORTH MIAMI,2142 NE 123RD ST,(305) 967-8976,https://www.iptmiami.com/,Physical Therapy,false
9476,Kinetix Physical Therapy - Newberry,Newberry,NEWBERRY,13559 NW 1ST LN,(352) 251-3476,https://kinetixpt.com/physical-therapy-clinic/kinetix-physical-therapy-clinic-newberry-fl/,Physical Therapy,false
9482,Kinetix Physical Therapy - Gainesville,Gainesville,GAINESVILLE,2839 SW 87TH DR,(352) 558-3266,https://kinetixpt.com/physical-therapy-clinic/physical-therapy-gainesville-fl/,Physical Therapy,false
9525,"H2T PT, LLC - North Miami Beach",North Miami Beach,NORTH MIAMI BEACH,1875 NE 163RD ST,(786) 786-9986,http://www.h2tpt.com/,Physical Therapy,false
9539,BASE Physical Therapy - 3361 Raymond Diehl Business Ln Rd,Tallahassee,TALLAHASSEE,3361 RAYMOND DIEHL BUSINESS LANE RD,(850) 727-5406,http://basephysicaltherapy.com/,Physical Therapy,false
9552,Physical Therapy Services - Jacksonville,Jacksonville,JACKSONVILLE,7001 MERRILL RD,(904) 744-0277,http://jaxtherapy.com/,Physical Therapy,false
9572,Palm Rehabilitation Center Inc. - Hollywood,Hollywood,HOLLYWOOD,9900 STIRLING RD,(954) 432-8872,http://palmrehabcenter.com/,Physical Therapy,false
9577,Palm Rehabilitation Center Inc. - Hallandale Beach,Hallandale Beach,HALLANDALE BEACH,2500 E Hallandale Beach Blvd,(954) 458-2202,https://palmrehabcenter.com/,Physical Therapy,false
9581,XL Physical Therapy & Sports Rehab - 2001 Ne 48th St,Fort Lauderdale,FORT LAUDERDALE,2001 NE 48TH ST,(954) 491-6620,https://xlphysicaltherapy.com/,Physical Therapy,false
9588,XL Physical Therapy & Sports Rehab - 4022 N Ocean Blvd,Fort Lauderdale,FORT LAUDERDALE,4022 N OCEAN BLVD,(954) 566-2400,https://www.xlphysicaltherapy.com/,Physical Therapy,false
9667,Premier Physical Therapy & Sports Performance - 1661 Rainbow Dr,Clearwater,CLEARWATER,1661 RAINBOW DR,(727) 442-7500,http://www.ptandsportstherapy.com/?utm_source=google-gmb-maps&utm_medium=gmb-website-button&utm_campaign=locl.io&utm_content=7b3bb8c2-f730-47ca-808b-e57653ab5dc7,Physical Therapy,false
9713,Focus Physical Therapy Inc - 869 Stockton St,Jacksonville,JACKSONVILLE,869 STOCKTON ST,(904) 388-1300,http://www.focusptjax.com/,Physical Therapy,false
9717,Focus Physical Therapy Inc - 8301 Cypress Plaza Dr,Jacksonville,JACKSONVILLE,8301 CYPRESS PLAZA DR,(904) 551-9880,http://www.focusptjax.com/,Physical Therapy,false
9755,Pelletier Rickert Physical Therapy - Bokeelia,Bokeelia,BOKEELIA,5990 MACKEREL RD,(239) 283-1716,https://pelletier-rickertphysicaltherapy.com/,Physical Therapy,false
9756,Allied Physical Therapy Wellness Community - 1469 Sw 4th Ter,Cape Coral,CAPE CORAL,1469 SW 4TH TERRACE,(239) 242-0070,http://alliedpt.com/,Physical Therapy,false
9770,Jaguar Therapeutics - Miami,Miami,MIAMI,3305 RICE ST,(305) 792-8393,http://www.jaguartherapy.com/,Physical Therapy,false
9775,Gold Coast Physical Therapy - West Palm Beach,West Palm Beach,WEST PALM BEACH,901 N FLAGLER DR,(561) 331-3636,https://goldcoastpt.com/west-palm-beach-flagler/,Physical Therapy,false
9782,South Florida Physical Therapy and Sports Rehab - 224 Se 9th St,Fort Lauderdale,FORT LAUDERDALE,224 SE 9TH ST,(954) 256-9052,https://soflopt.com/,Physical Therapy,false
9784,Apex Physical Therapy - Fort Myers,Fort Myers,FORT MYERS,15751 SAN CARLOS BLVD # 4,(239) 337-2739,https://apexptflorida.com/?utm_source=gmb&utm_medium=organic&utm_campaign=gmb-listing,Physical Therapy,false
9790,Gold Coast Physical Therapy - Royal Palm Beach,Royal Palm Beach,ROYAL PALM BEACH,11482 OKEECHOBEE BLVD SUITE 2,561-331-3636,https://goldcoastpt.com/royal-palm-beach/,Physical Therapy,false
9830,Just for Kidz Therapy - 4903 Nw 55th Blvd,Coconut Creek,COCONUT CREEK,4903 NW 55TH BLVD,(561) 288-0512,https://www.justforkidztherapy.com/,"Physical Therapy, Occupational Therapy",false
9847,Florida Orthopaedic Institute - Tampa,Tampa,TAMPA,909 N DALE MABRY HWY SIDE A,(813) 978-9700,https://www.floridaortho.com/locations/south-tampa-dale-mabry/,"Physical Therapy, Occupational Therapy",false
9852,Florida Orthopaedic Institute - Lakeland,Lakeland,LAKELAND,4725 US HWY 98 S SUITE 101/102,(863) 274-9700,https://www.floridaortho.com/locations/lakeland/,"Physical Therapy, Occupational Therapy",false
9858,Jacksonville Orthopaedic Institute Rehabilitation - Second Floor,Jacksonville,JACKSONVILLE,14534 OLD SAINT AUGUSTINE ROAD #3220 MOB 3,(904) 288-9491,https://www.joionline.net/,"Physical Therapy, Occupational Therapy",false
9859,Jacksonville Orthopaedic Institute Rehabilitation - Jacksonville - 12276 San Jose Blvd,Jacksonville,JACKSONVILLE,12276 SAN JOSE BLVD,(904) 288-9604,https://www.joionline.net/,"Physical Therapy, Occupational Therapy",false
9866,Jacksonville Orthopaedic Institute Rehabilitation - Jacksonville - 12961 N Main St,Jacksonville,JACKSONVILLE,12961 N MAIN ST STE 201,(904) 757-2474,http://www.joionline.net/,"Physical Therapy, Occupational Therapy",false
9886,Gold Coast Physical Therapy - Lake Worth,Lake Worth,LAKE WORTH,6169 JOG RD STE A11,561-331-3636,https://goldcoastpt.com/lake-worth/,"Physical Therapy, Occupational Therapy",false
9888,"Mobile Therapy Group, LLC - Coral Springs",Coral Springs,CORAL SPRINGS,5701 N UNIVERSITY DR SECOND FLOOR,(561) 461-5343,https://www.mobiletherapygroup.com/,"Physical Therapy, Occupational Therapy",false
9903,Florida Orthopaedic Institute - Gainesville,Gainesville,GAINESVILLE,7540 W UNIVERSITY AVE,(352) 647-9700,https://www.floridaortho.com/locations/gainesville/,"Physical Therapy, Occupational Therapy",false
9928,TLC Pediatric Therapies - 4705 S Apopka Vineland Rd,Orlando,ORLANDO,4705 S APOPKA VINELAND RD,(407) 905-9300,http://tlcpediatrictherapy.com/,"Physical Therapy, Occupational Therapy",false
9971,Jacksonville Orthopaedic Institute Rehabilitation - Jacksonville - 7740 Point Meadows Dr,Jacksonville,JACKSONVILLE,7740 POINT MEADOWS DR,(904) 564-9594,http://www.joionline.net/,"Physical Therapy, Occupational Therapy",false
9973,Prevention Physical Therapy - 3340 Overlook Rd,Davie,DAVIE,3340 OVERLOOK RD,(954) 224-2649,http://www.preventionpt.com/,"Physical Therapy, Occupational Therapy",false
9990,"Jennifer L. Patterson, PT, DPT, OCS, MTC, CCI - 1430 Lakeland Hills Blvd",Lakeland,LAKELAND,1430 LAKELAND HILLS BLVD,(863) 680-7700,https://www.watsonclinic.com/physicians/jennifer-l-patterson.html,"Physical Therapy, Occupational Therapy",false
9992,"Robin Martinez, PT, DPT - 1430 Lakeland Hills Blvd",Lakeland,LAKELAND,1430 LAKELAND HILLS BLVD,(863) 680-7700,https://www.watsonclinic.com/physicians/robin-martinez.html,"Physical Therapy, Occupational Therapy",false
9993,Watson Clinic Center for Rehabilitative Medicine - 1430 Lakeland Hills Blvd,Lakeland,LAKELAND,1430 LAKELAND HILLS BLVD,(863) 680-7700,https://www.watsonclinic.com/locations/1430-lakeland-hills-blvd-lakeland-fl.html,"Physical Therapy, Occupational Therapy",false
10001,Wolfson Children's Rehabilitation - Southbank Plaza - 1650 Prudential Dr,Jacksonville,JACKSONVILLE,1650 PRUDENTIAL DR SUITE 102 SUITE,(904) 346-0394,https://www.wolfsonchildrens.com/services/autism,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10002,Kids Therapy Connection Doral - 2500 Nw 107th Ave,Doral,DORAL,2500 NW 107TH AVE,(305) 200-3712,http://www.kidstherapyconnection.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10006,Children's Rehab PPEC - Lehigh Acres,Lehigh Acres,LEHIGH ACRES,3020 LEE BLVD,(239) 674-7439,https://childrensrehabppec.com/ppec-in-lehigh-acres-fl/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10022,FYZICAL Therapy & Balance Centers - Melbourne,Melbourne,MELBOURNE,21 SUNTREE PL,(321) 254-5300,https://www.fyzical.com/melbourne,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10024,FYZICAL Therapy & Balance Centers - Indialantic,Indialantic,INDIALANTIC,417 5TH AVE STE 101B,(321) 372-3090,https://www.fyzical.com/indialantic,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10030,Care Options for Kids - Spring Hill,Spring Hill,SPRING HILL,10487 SPRING HILL DR,(352) 269-8485,https://careoptionsforkids.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10045,Heart 4 Kids Therapy LLC - Palm Harbor,Palm Harbor,PALM HARBOR,31840 US HWY 19 N,(727) 202-9200,http://www.heart4kidstherapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10048,First Kid's PPEC - Miami,Miami,MIAMI,8681 CORAL WY,(786) 238-7270,https://fkppec.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10056,Enhanced Living Therapy - 15291 Nw 60th Ave,Miami Lakes,MIAMI LAKES,15291 NW 60TH AVE,(786) 615-3246,http://www.enhancedlivingtherapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10065,Heart 4 Kids Therapy LLC - Tampa,Tampa,TAMPA,12729 RACE TRACK RD,(813) 444-4290,http://www.heart4kidstherapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10072,Pediatric Therapy Services - Brandon,Brandon,BRANDON,206 RIDGEWOOD AVE,(813) 662-1060,http://ptsbeyourbest.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10077,Thrive Therapy - Tallahassee,Tallahassee,TALLAHASSEE,4500 W SHANNON LAKES APARTMENT 14,(850) 518-7611,https://www.thrivetherapytally.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10080,Studer Family Children's Hospital Pediatric Rehabilitation - Gulf Breeze - 15 Daniel St 2nd,Gulf Breeze,GULF BREEZE,15 DANIEL ST 2ND FLOOR,(850) 746-0277,https://healthcare.ascension.org/locations/florida/flpen/sfch/our-locations/gulf-breeze-studer-family-childrens-hospital-pediatric-rehabilitation?utm_campaign=gmb&utm_medium=organic-search&utm_content=location-listing&utm_source=local,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10084,FIRST STEP THERAPY - Winter Haven,Winter Haven,WINTER HAVEN,400 N LAKE HOWARD DR,(863) 875-3599,http://www.firststep-therapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10113,"Little Explorers Therapy Services, PLLC - 4517 N Pine Island Rd",Sunrise,SUNRISE,4517 N PINE ISLAND RD,(954) 591-8489,https://www.littleexplorerstherapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10143,"Speech-Language and Feeding Services at Johns Hopkins All Children's Outpatient Care, Tampa - 12220 Bruce B Downs Blvd",Tampa,TAMPA,12220 BRUCE B DOWNS BLVD,1 727-898-7451,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/speech-language-and-feeding-services,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10151,Care Options for Kids - Jacksonville,Jacksonville,JACKSONVILLE,4720 SALISBURY RD,(386) 877-0372,https://careoptionsforkids.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10155,The Therapy Place - Orlando,Orlando,ORLANDO,9468 E COLONIAL DR,(407) 281-3803,https://www.thetherapyplace.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10159,Conway Lakes Health & Rehabilitation - 5201 Curry Ford Rd,Orlando,ORLANDO,5201 CURRY FORD RD,(407) 384-8838,http://conwaylakesrehab.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10170,Mountaineer's Therapeutic Center - 3151 N Military Trl,West Palm Beach,WEST PALM BEACH,3151 N MILITARY TRL,(561) 932-3938,https://mtherapeuticinc.org/contact,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10178,Therapy Playhouse - 8673 15th Way N,St. Petersburg,ST. PETERSBURG,8673 15TH WAY N,(727) 423-0060,https://therapyplayhouse.org/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10182,Early Steps - Saint Petersburg,St. Petersburg,ST. PETERSBURG,480 7TH AVE S,(727) 767-4403,http://www.hopkinsallchildrens.org/earlysteps,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10187,TherHappy Therapy Services - Hudson - 11820 Denton Ave,Hudson,HUDSON,11820 DENTON AVE,(727) 862-9101,http://therhappy.org/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10192,FYZICAL Therapy & Balance Centers - Stuart - 4287 Se Federal Hwy,Stuart,STUART,4287 SE FEDERAL HWY,(772) 223-3440,http://www.fyzical.com/treasurecoast,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10193,FYZICAL Therapy & Balance Centers - Stuart - 1609 Nw Federal Hwy,Stuart,STUART,1609 NW FEDERAL HWY,(772) 225-8908,http://www.fyzical.com/treasurecoast,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10209,Skill Point Therapy - Brandon,Brandon,BRANDON,1463 OAKFIELD DR,(813) 491-8300,https://www.skillpointtherapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10218,Back To Work Physical Therapy - Westchase - 10960 Sheldon Rd,Tampa,TAMPA,10960 SHELDON RD,(813) 926-4346,https://www.h2health.com/locations/back-to-work-physical-therapy/westchase-fl/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10220,Kids SPOT - Lutz,Lutz,LUTZ,17718 HUNTING BOW CIR,(813) 973-1033,https://www.kidsspotrehab.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=lutz,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10221,Studer Family Children's Hospital Pediatric Rehabilitation - Port St. Joe - 3871 Us-98,Port St Joe,PORT ST JOE,3871 US-98 #100A,(850) 229-5752,https://healthcare.ascension.org/locations/florida/flpen/sfch/our-locations/port-st-joe-studer-family-childrens-hospital-pediatric-rehabilitation?utm_campaign=gmb&utm_medium=organic-search&utm_content=location-listing&utm_source=local,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10243,Kids SPOT - Pompano Beach,Pompano Beach,POMPANO BEACH,1955 N FEDERAL HWY,(954) 580-2520,https://www.kidsspotrehab.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_content=pompano,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10245,Care Options for Kids - Room 204,Miramar,MIRAMAR,3350 SW 148TH AVE,(954) 654-7577,https://careoptionsforkids.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10248,AKL Pediatric Therapy - Longwood,Longwood,LONGWOOD,1712 N RONALD REAGAN BLVD,(407) 272-8813,http://www.akltherapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10250,"Great Strides Rehabilitation- Port Orange, FL - 3890 Turtle Creek Dr",Port Orange,PORT ORANGE,3890 TURTLE CREEK DR # C,(904) 886-3228,https://greatstridesrehab.com/contact/wgv/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10251,"Great Strides Rehabilitation- St Augustine, FL - 1764 Tree Blvd",St. Augustine,ST. AUGUSTINE,1764 TREE BLVD,(904) 886-3228,https://www.h2health.com/locations/great-strides-pediatric-rehabilitation/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10255,Restorative Speech Services Inc. - Deland,Deland,DELAND,890 N BOUNDARY AVE # 200,352.462.3114,https://restorativespeechservicesinc.clientsecure.me/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10256,Skill Point Therapy - Tampa,Tampa,TAMPA,13907 N DALE MABRY HWY,(813) 491-8300,https://www.skillpointtherapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10262,Daytona Beach Health and Rehabilitation Center - Holly Hill,Holly Hill,HOLLY HILL,1055 3RD ST,(386) 252-3686,http://daytonabeachhealthandrehab.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10264,FUSSION THERAPY INC. - Hialeah,Hialeah,HIALEAH,8040 NW 95TH ST,(954) 793-0775,https://www.fussiontherapy.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10281,Speech Works Pediatric Therapy - Orange City,Orange City,ORANGE CITY,2750 ENTERPRISE RD SUITES A AND B,(386) 446-9935,http://speechworksflorida.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10282,Progressive Pediatric Therapy - Lake Worth Office - 3898 Via Poinciana,Lake Worth,LAKE WORTH,3898 VIA POINCIANA,(561) 376-2573,http://ppt4kids.com/,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10283,"Occupational Therapy at Johns Hopkins All Children's Outpatient Care, Tampa - 12220 Bruce B Downs Blvd",Tampa,TAMPA,12220 BRUCE B DOWNS BLVD,(727) 767-7272,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/occupational-therapy,"Physical Therapy, Occupational Therapy, Speech Therapy",false
10284,"Pediatric Physical Therapy at Johns Hopkins All Children's Outpatient Care, Brandon - 885 S Parsons Ave",Brandon,BRANDON,885 S PARSONS AVE,(727) 767-7272,https://www.hopkinsmedicine.org/all-childrens-hospital/services/rehabilitation/physical-therapy,"Physical Therapy, Occupational Therapy, Speech Therapy",false
