id,name,address,latitude,longitude,county,source,confidence
6385,"WILSON SHERI L
HOME ACCESSIBILITY CONSULTING LLC",11470 NE 81ST ST,29.452233627662,-82.582725888409,Levy,CENSUS,HIGH
6390,ANGELIC COMPANION SERVICES,498 PALM SPRINGS DR STE 100,,,Seminole,NOT_FOUND,
6398,C INDIVIDUALS TRANSITION TO WORK INC.,4949 ALORA ISLES DR APT 1116,,,Palm Beach,NOT_FOUND,
6401,"HABILITATION CENTER FOR THE HANDICAPPED, INC.",22313 BOCA RIO ROAD,,,Palm Beach,NOT_FOUND,
6439,KEY FITS SOLUTIONS LLC,3996 AVALON BLVD STE 100-C,,,Santa Rosa,NOT_FOUND,
6442,AMER HOME CARE INC.,1918 BARRINGTON DRIVE,27.992019929775,-82.757328487971,Pinellas,CENSUS,HIGH
6463,"HPS, HELPING PEOPLE SUCCEED, INC.",1601 NE SUCCESS DRIVE,,,Martin,NOT_FOUND,
6474,BEBES NURSING CARE LLC,7171 N UNIVERSITY DR STE 205,,,Broward,NOT_FOUND,
6902,Select Physical Therapy - Coconut Grove,2150 S DIXIE HWY,,,,NOT_FOUND,
7043,GWP Physical Therapy,4650 NW 39TH PL SUITE B,29.689589538265,-82.393719227497,Alachua,CENSUS,MEDIUM
7059,"Wolcott Counseling & Wellness, LLC",2830 NW 41 ST,29.67898784829,-82.386632697669,Alachua,CENSUS,HIGH
7062,Play and Wellness Center of Gainesville,3600 NW 43RD ST A2,29.687462105846,-82.389001010226,Alachua,CENSUS,HIGH
7098,"Hancock-Smith Pediatric & Behavioral Health, LLC",13900 TECH CITY CIR,,,,NOT_FOUND,
7314,Select Physical Therapy - Sebastian,1424 U.S. RTE 1 SUITE B,,,,NOT_FOUND,
7331,Select Physical Therapy - Port St Lucie,156 NW CALIFORNIA BLVD,,,,NOT_FOUND,
7360,FISIOCORP MIAMI LLC,1440 79TH STREET CAUSEWAY,,,,NOT_FOUND,
7366,Evolutions Treatment Center - Ft Lauderdale,2901 W CYPRESS CREEK RD,,,Broward,NOT_FOUND,
7459,Behavior Management Consultants - 4820 Kerry Forest Pkwy,4820 KERRY FOREST PKWY,,,,NOT_FOUND,
7512,Select Physical Therapy - Lakeland South,3900 FLORIDA AVE S,27.993015221077,-81.956737848481,Polk,CENSUS,HIGH
7575,Island Cove Behavioral Pediatrics,1831 GOLDEN EAGLE WAY,,,,NOT_FOUND,
7592,Joe DiMaggio Children’s Hospital,1005 JOE DIMAGGIO DR,,,,NOT_FOUND,
7653,Challenges Conquered Counseling Services,800 E CYPRESS CREEK RD,,,Broward,NOT_FOUND,
7661,Select Physical Therapy - Tamarac,7160 N UNIVERSITY DR,,,,NOT_FOUND,
7672,Select Physical Therapy - Hollywood,3325 HOLLYWOOD BLVD,,,,NOT_FOUND,
7942,Select Physical Therapy - Cay West,1715 CAPE CORAL PKWY W,,,Lee,NOT_FOUND,
7967,Select Physical Therapy - Miami Lakes,15150 BULL RUN RD,,,,NOT_FOUND,
8176,"Dr. April Brown, LMHC, CST Relationship, Intimacy, And Sex Therapist - 290 Nicholas Pkwy",290 NICHOLAS PKWY,26.647031245493,-81.986849954768,Lee,CENSUS,HIGH
8199,Brilliant Brains Behavior Services LLC,3970 TAMPA RD SUITE E,,,,NOT_FOUND,
8457,Baracusa Health Care,7235 CORAL WY,,,,NOT_FOUND,
8466,Select Physical Therapy - Plant City West,511 W ALEXANDER ST,27.98905758553,-82.126119668533,Hillsborough,CENSUS,HIGH
8470,Sport & Spine Physical Therapy & Wellness Center,17824 N,,,,NOT_FOUND,
8484,Beachway Therapy Center | Florida Rehab - 1700 N Dixie Hwy,1700 N DIXIE HWY,,,,NOT_FOUND,
8504,Sunshine Kidz Pediatric Care - Ft Lauderdale,2122 W CYPRESS CREEK RD,,,,NOT_FOUND,
8632,ABLE LIFE CARE SERVICES,4728 ALORA ISLES DR APT 7211,,,,NOT_FOUND,
8689,MERCED CARE HOME LLC,4701 N HABANA AVE,,,Hillsborough,NOT_FOUND,
8720,"PEGGY JOYCE HARGROVE
JOYCE LOVE & CARE HOME",3304 SAN MOISE PL,,,Hillsborough,NOT_FOUND,
8934,"THE ARC OF LEVY COUNTY, INC.",7550 149 PL,,,Levy,NOT_FOUND,
9054,NEED A HAND? CALL ANN,4300 E BAY DR LOT 106,,,Pinellas,NOT_FOUND,
9059,"MILESTONES OF EXCELLENCE, LLC",2013 PINE PL APT 112,,,Polk,NOT_FOUND,
9171,BASS ABA Therapy - Gainesville West - 2035 Sw 75th St B,2035 SW 75TH ST B,29.633115014298,-82.422380699147,Alachua,CENSUS,MEDIUM
9173,Small Talk Speech Therapy (Orange Park),1700 WELLS RD STE 18,,,,NOT_FOUND,
9181,Little Angels PPEC - Longwood,1400 W STATE RD 434 STE 1000,28.697557887139,-81.376120942856,Seminole,CENSUS,HIGH
9203,The Learning Experience - West Melbourne,4470 HOLLYWOOD BLVD,,,,NOT_FOUND,
9222,Better Speech of Palm Beach,12300 FL A1AALT SUITE,26.85703163472,-80.095944245079,Palm Beach,CENSUS,MEDIUM
9230,Leapstar Pediatric Therapy,30794 FL-54,28.236249044233,-82.30567870821,Pasco,CENSUS,HIGH
9272,Square One Behavioral Services Inc. - ABA Therapy For Autism,420,,,,NOT_FOUND,
9307,Spellers Center Tampa - Occupational Therapy for Nonverbal Individuals with Autism/ Apraxia,1816 HEALTH CARE DR,,,,NOT_FOUND,
9309,"Alyssa Frey CranioSacral and Occupational Therapist CST, OT",300 MERCURY RD,,,,NOT_FOUND,
9317,A Touch of Hope Occupational Therapy - Miami,19400 TURNBERRY WAY APT 812,,,,NOT_FOUND,
9324,"Holistic Family Occupational Therapy, LLC - Palm Springs",2290 10TH AVE N,,,,NOT_FOUND,
9325,My Kid Therapy Center - ABA Therapy in Miami,1180 N KROME AVE,,,,NOT_FOUND,
9334,S.U.C.C.E.ED in Learning,6035 BIRD RD,,,,NOT_FOUND,
9350,Super Hero Speech,13155 SW 134TH ST,,,,NOT_FOUND,
9366,Kids Chat Therapy,10300 SUNSET DR,,,,NOT_FOUND,
9395,Speech and Language Connection Services LLC - Hialeah,10550 NW 77TH CT,25.867951767347,-80.32471888908,Miami-Dade,CENSUS,HIGH
9401,"Talk the Talk Pediatric Therapy, LLC",300 FRANDORSON CIR,,,,NOT_FOUND,
9408,Always Keep Progressing - North Miami Beach - 16800 Nw 2nd Ave,16800 NW 2ND AVE,,,,NOT_FOUND,
9411,Breakthrough Pediatric Therapy Services | Satellite - 8075 Nw 15th Manor,8075 NW 15TH MANOR,26.14653947791,-80.260474242398,Broward,CENSUS,HIGH
9426,Physical Therapy Time,1380 NE MIAMI GARDENS DR,,,,NOT_FOUND,
9433,XPE Sports Rehab,5300 POWERLINE RD,,,,NOT_FOUND,
9437,NAU Physical Therapy and Wellness,8509 SOUTH FEDERAL HIGHWAY U,,,,NOT_FOUND,
9439,Physical Therapy Associates of South Florida,7171 N UNIVERSITY DR,,,,NOT_FOUND,
9444,Fitness Quest Physical Therapy - North Fort Myers,18900 N TAMIAMI TRL,,,,NOT_FOUND,
9455,MasMed Rehab,3181 CORAL WY 5TH FLOOR,,,,NOT_FOUND,
9458,AnatomyPT • Physical Therapy & Orthotics,301 ARTHUR GODFREY RD,,,,NOT_FOUND,
9466,Aspire Physical Therapy and Wellness - Mobile Outpatient Physical Therapy Services,1110 JIMMY BUFFETT MEM HWY,,,,NOT_FOUND,
9469,"Clow Integrated Medical Center (formerly, Clow Chiropractic)",145 PALM BAY RD NE,28.035557780259,-80.667049937011,Brevard,CENSUS,MEDIUM
9471,"Physical Therapy Professionals, LLC",470 MALABAR RD,27.998991475064,-80.687001699146,Brevard,CENSUS,HIGH
9479,Women's Wisdom Integrative Wellness,3600 NW 43RD ST STE E2,29.687462105846,-82.389001010226,Alachua,CENSUS,HIGH
9505,"Dr. Daniel Komforti, PT, DPT",860 N STATE RD 434,,,,NOT_FOUND,
9509,Rejuvenate Physical Therapy,1803 BRIAR CREEK BLVD,,,,NOT_FOUND,
9516,"Oreo Physical Therapy, LLC",7791 S U.S. HWY 1,,,,NOT_FOUND,
9517,Longevity Rehab Center - Sebastian,13000 U.S. RTE 1 STE 7,,,,NOT_FOUND,
9535,Total MD,2700 W CYPRESS CREEK RD STE C100,,,,NOT_FOUND,
9561,Premier Physical Therapy,4230 PABLO PROFESSIONAL CT,,,,NOT_FOUND,
9600,Wellsprings Health,2404 HOLLYWOOD BLVD,26.010979752933,-80.157947385589,Broward,CENSUS,HIGH
9637,"Advanced Rehabilitation, Inc",3690 E BAY DR S,,,,NOT_FOUND,
9647,Physical Therapy of Winter Springs,701 E STATE RD 434,28.700733901667,-81.297278697079,Seminole,CENSUS,HIGH
9665,Alkeme Sports Rx: Miami,591 SW 8TH ST,25.768006254717,-80.208279844058,Miami-Dade,CENSUS,MEDIUM
9670,Mease Countryside Physical Therapy & Sports Rehabilitation,3251 MCMULLEN BOOTH RD STE 200,,,,NOT_FOUND,
9678,Hernandez Therapy Clinic,2950 W CYPRESS CREEK RD,,,,NOT_FOUND,
9680,Action Physical Therapy,1680 ST LUCIE W BLVD,,,,NOT_FOUND,
9683,Papa Chiropractic - Port St. Lucie,10377 S U.S. HWY 1,,,,NOT_FOUND,
9691,NextGen Physical Therapy,11400 N KENDALL DR # 206,25.686488393662,-80.379901083897,Miami-Dade,CENSUS,MEDIUM
9732,Holy Cross Rehabilitation Institute - Pompano Beach,1650 N FEDERAL HWY,,,,NOT_FOUND,
9747,Sloane Stecker Physical Therapy - Jupiter,1155 MAIN ST STE 101,,,,NOT_FOUND,
9768,Florida Orthopaedic Specialists,9077 S FEDERAL HWY,,,,NOT_FOUND,
9783,Apollo Rehab Parkland,7635 N STATE RD 7,,,,NOT_FOUND,
9786,"Behavior Basics, Inc., Brevard Office",2401 W EAU GALLIE BLVD,,,,NOT_FOUND,
9797,3 C's Therapy Center,4019 W 1ST ST,,,,NOT_FOUND,
9801,Memorial Medical Fitness - West,703 N FLAMINGO RD,,,,NOT_FOUND,
9814,Physical Therapy Now Coral Gables,2690 CORAL WY,,,,NOT_FOUND,
9841,Physical Therapy NOW Miami Lakes,15985 NW 57TH AVE,,,,NOT_FOUND,
9890,CORA Physical Therapy Fort Myers,6900 DANIELS PKWY,,,,NOT_FOUND,
9900,AxisPro Physical Therapy & Hand clinic - Palm Bay,5240 BABCOCK ST NE # 102,,,,NOT_FOUND,
9901,CORA Physical Therapy Satellite Beach,1024 JIMMY BUFFETT MEM HWY,,,,NOT_FOUND,
9949,CORA Physical Therapy St. Lucie West,1707 ST LUCIE W BLVD,,,,NOT_FOUND,
9960,Optimal Performance & PT,1812,,,,NOT_FOUND,
9962,Pelvic Solutions,307 S BOULEVARD B,,,,NOT_FOUND,
9972,Reunion Rehabilitation Hospital Jacksonville,12645 SALINA DR,,,,NOT_FOUND,
10004,Wolfson Children's Specialty Center - Baptist Clay,1747 BAPTIST CLAY DR,,,,NOT_FOUND,
10010,DREAM HOPE & BELIEVE THERAPY CORP,13155 SW 134TH ST SUITE 218 & 219,,,,NOT_FOUND,
10011,My Big World Inc,8785 SW 165TH AVE SUITE 101,,,,NOT_FOUND,
10048,First Kid's PPEC - Miami,8681 CORAL WY,,,,NOT_FOUND,
10060,Loving Angels PPEC,13115 W OKEECHOBEE RD,,,,NOT_FOUND,
10079,Studer Family Children's Hospital Pediatric Rehabilitation - Pace,3754 US-90,30.5816722421,-87.180006234965,Santa Rosa,CENSUS,MEDIUM
10130,"Miami Physical Therapy Associates, Inc.",2931 CORAL WY,25.750298251117,-80.24140120033,Miami-Dade,CENSUS,MEDIUM
10131,Miami Rehab & Wellness Center,7805 CORAL WY,25.748089457072,-80.322807633117,Miami-Dade,CENSUS,MEDIUM
10138,FYZICAL Therapy & Balance Centers - Gainesville Oaks,4423 NW 6TH PL STE C,29.658618124278,-82.436059938522,Alachua,CENSUS,HIGH
10148,Brooks Rehabilitation Outpatient Clinic - Deltona,3400 HALIFAX CROSSING BLVD,,,,NOT_FOUND,
10179,FYZICAL Therapy & Balance Centers - Largo East,13777 BELCHER RD,27.897345437458,-82.745733687179,Pinellas,CENSUS,HIGH
10200,PT Solutions of Fishhawk,13465 FISHHAWK BLVD,27.853524905542,-82.26790514785,Hillsborough,CENSUS,MEDIUM
10202,EARLY INTERVENTION SOLUTIONS LLC,5424 LAND O' LAKES BLVD,,,,NOT_FOUND,
10206,"Tampa Choice Therapy, LLC",18946 N DALE MABRY HWY,,,,NOT_FOUND,
10215,PT Solutions of Oldsmar (formerly Westchase Physical Therapy),3953 TAMPA RD,,,,NOT_FOUND,
10227,LifeCare Therapy,7777 N UNIVERSITY DR # 101S,,,,NOT_FOUND,
10235,Wolfson Children's Rehabilitation - Wolfson Children’s Specialty Center - Baptist Clay,1747 BAPTIST CLAY DR SUITE 100,,,,NOT_FOUND,
10241,Purposeful Play Pediatric Therapy,680 U.S. 41 BYPASS N SUITE 2,,,,NOT_FOUND,
10249,AMP PEDIATRIC THERAPY,6900 TAVISTOCK LAKES BLVD,,,,NOT_FOUND,
10267,Barrett Outpatient Rehabilitation & Sports Medicine Center,430 MORTON PLANT ST # 101,,,,NOT_FOUND,
10398,Beyond Speaking Rehab Specialists,3485 W VINE ST SUITE 3485,,,,NOT_FOUND,
10466,Canine Companions for Independence - Southeast Region,8150 Clarcona Ocoee Road,28.612417975337,-81.496076283609,Orange,CENSUS,HIGH
10471,Project Chance,3800 Joe Ashton Rd,29.949231042005,-81.543966586045,St. Johns,CENSUS,HIGH
10478,Dog Training Elite Suncoast,28921 US Hwy 19 N,28.034021303468,-82.7381511029,Pinellas,CENSUS,HIGH
10479,Dog Training Elite Treasure Coast,4104 Okeechobee Rd,27.425725153505,-80.368020832712,St. Lucie,CENSUS,HIGH
10481,Vinceremos Therapeutic Riding Center,13300 6th Ct N,26.687920389704,-80.255302880905,Palm Beach,CENSUS,HIGH
10485,Westonwood Ranch,4390 Hwy 20,30.504194189062,-86.206050763125,Walton,CENSUS,HIGH
10486,Naples Therapeutic Riding Center,206 Ridge Dr,26.222610044483,-81.792565724436,Collier,CENSUS,HIGH
10487,Horses With A Mission,16540 Lake Stewart Drive,28.58730555499,-81.840459768161,Lake,CENSUS,HIGH
10488,Sarasota Manatee Association for Riding Therapy,4640 CR 675,27.456720658828,-82.303362179994,Manatee,CENSUS,HIGH
10489,Therapeutic Riding Unlimited,3491 Nicholson Estates Rd,30.693414043023,-87.176251145577,Santa Rosa,CENSUS,HIGH
10490,Hope Therapy,1591 Big Branch Rd,30.112621764821,-81.940486779708,Clay,CENSUS,HIGH
10491,HAALT Therapeutic Center,2505 Alicia Acres Ln.,29.917996285774,-81.569250639232,St. Johns,CENSUS,HIGH
10492,Kindred Spirits Therapy Minis,5411 Hilton Rd N,30.76617822505,-86.67439894643,Okaloosa,CENSUS,HIGH
10494,Healing Hoof Steps Therapeutic Riding Program,3922 Jace Drive,30.756835510125,-86.464329619053,Okaloosa,CENSUS,HIGH
10495,Freedom Farm of Tampa Bay and Therapy Center,8701 64th St N,27.851280242108,-82.724605207511,Pinellas,CENSUS,HIGH
10496,"Stirrups 'n Strides Therapeutic Riding Center, Inc",4246 W Highway 318,29.410484118454,-82.198361247525,Marion,CENSUS,HIGH
10497,Horses in Harmony,12834 CR 727,28.568837843426,-82.046536935601,Sumter,CENSUS,HIGH
10498,"Whispering Meadows Ranch, Inc.",5011 John Anderson Hwy,29.426038945221,-81.123273077343,Flagler,CENSUS,HIGH
10499,"Harmony Farms, Inc.",2205 Pluckebaum Rd.,28.345419392659,-80.765230730812,Brevard,CENSUS,HIGH
10500,McCormick Research Institute,4651 Rummell Rd,28.267387015577,-81.256125882911,Osceola,CENSUS,HIGH
10501,"TRAVERSE, Inc.",3450 Lake Padgett Dr,28.20753301169,-82.453917934486,Pasco,CENSUS,HIGH
10502,Snickers & Giggles,18114 SE CR 234,29.487743754847,-82.310433375961,Alachua,CENSUS,HIGH
10503,3 Strands Ranch,2125 Macy Island Rd,28.244886645372,-81.352363010027,Osceola,CENSUS,HIGH
10505,Tomorrow's Rainbow,4341 NW 39th Avenue,26.282884837404,-80.176738328984,Broward,CENSUS,HIGH
10507,"Winning Effects, LLC",5018 School Rd,28.232357233006,-82.710757206457,Pasco,CENSUS,HIGH
10511,Southern Strides,4545 James Rd,28.403737381247,-80.799139781821,Brevard,CENSUS,HIGH
10515,"Inspired Acres, Inc.",1743 Doncaster Road,27.933034662887,-82.739445290483,Pinellas,CENSUS,HIGH
10516,Paramount Adaptive Riding Center,76382 Wildwood Road,30.623156441223,-81.666374919782,Nassau,CENSUS,HIGH
10519,"Marion Therapeutic Riding Association, Inc.",6850 SE 41st Court,29.118502268434,-82.078440577509,Marion,CENSUS,HIGH
10520,Music 4 Miracles dba/ Harmony Hope Stables,5010 SW 69th Street,27.121397495952,-80.319516502537,Martin,CENSUS,HIGH
10521,"Freedom Ride, Inc.",3919 Bay Lake Road,28.589013950906,-81.421056115812,Orange,CENSUS,HIGH
10523,Christ Fellowship Therapeutic Riding Center,9303 Howell Lane,26.813411644683,-80.116378965006,Palm Beach,CENSUS,HIGH
10526,Healing Hooves Psychotherapy Inc,6201 SW 180th Terrace,26.042087599611,-80.388680380683,Broward,CENSUS,HIGH
10527,Grace Under the Oaks,450 State Road 13 N Suite 106-431,30.118501413675,-81.625802424797,St. Johns,CENSUS,HIGH
10530,H.O.R.S.E. Therapies of Northeast Florida,13611 Normandy Blvd.,30.241646000608,-81.899795053078,Duval,CENSUS,HIGH
10533,HERD Foundation 501c3,5135 Conklin Drive,26.466992404883,-80.125339281001,Palm Beach,CENSUS,HIGH
10537,GRACE Rides Inc.,2061 Corbin Gainey Rd,30.686457779267,-86.199514924628,Walton,CENSUS,HIGH
10538,Liebe Cornelia Hooves to Healing,5938 Hovan Ave,28.094466539024,-82.202329045794,Hillsborough,CENSUS,MEDIUM
10540,Easter Seals SW Florida,1629 Ranch Rd,27.158998516146,-82.434423928706,Sarasota,CENSUS,HIGH
10542,Unbridled Paths,13164 Silver Fox Lane,26.888743045332,-80.241969353082,Palm Beach,CENSUS,HIGH
10544,"Healing Reigns, Inc.",7340 Durden Drive,30.552729837998,-87.41108155076,Escambia,CENSUS,HIGH
10548,Nemours / ADAPT Program,807 Children's Way,30.312170443823,-81.663331230596,Duval,CENSUS,HIGH
10552,"Suncoast Therapeutic Equine Partners, Inc.",1615 Verna Rd,27.349107798513,-82.268721814909,Sarasota,CENSUS,HIGH
10553,Bit-By-Bit Inc.,3141 SW 118 Terrace,26.080236064109,-80.307068509215,Broward,CENSUS,HIGH
10554,Easterseals at Edgars Farm - New Smyrna Beach,3804 Pioneer Trail,29.046196951206,-81.059784736903,Volusia,CENSUS,HIGH
10556,St. John the Evangelist Catholic Community,"5645 Stadium Pkwy, Melbourne, FL 32940",,,,NOT_FOUND,
10571,Paradise Coast Travel,28105 Mandolin Court Unit 211,26.329013503413,-81.797948969761,Lee,CENSUS,HIGH
