id,name,city,operating,website_found,primary_service,delivers_aba,bcba_found,autism_relevant,recommend,evidence_url,evidence_quality,notes
6833,ACG Therapy and Autism Center,Gainesville,Y,https://acgtherapycenter.com/,"Independent multidisciplinary autism center delivering ABA alongside speech/language, occupational, physical therapy and psychological services, for children and adults",Y,Y,Y,KEEP_ABA,https://acgtherapycenter.com/aba-therapy/,HIGH,"The dedicated /aba-therapy/ page (not the footer list on the homepage, which is chrome) describes an intensive early-intervention model of ""30+ hours weekly ABA plus 4-5 hours speech/occupational therapy"" for ""children with Autism and developmental delays"", delivered ""at home, at school or at our welcoming facility"" - a real service line, not a referral mention. BCBA test passes on two signals from that page: the program is led by ""highly experienced BCBAs"" and it is a dedicated ABA service page with its own intensity tiers; no University of Florida affiliation appears anywhere, so this is an independent center and the UF/CARD affiliate trap does not apply."
7123,Alachua Adult Child & Family,Gainesville,Y,http://www.alachuaadultchildandfamilyguidancecenter.com/services.html,"Outpatient mental health counseling practice: individual therapy, couples therapy, children and adolescent therapy, and psychoeducational groups",N,N,N,REMOVE,http://www.alachuaadultchildandfamilyguidancecenter.com/services.html,HIGH,"The truncated stored name resolves via the phone number to 'Alachua Adult, Child and Family Guidance Center, Inc.', which does have a site (unreachable over HTTPS due to a hostname/certificate mismatch, but the plain-http services.html loads). Its services page lists only 'Individual Therapy', 'Couples Therapy', 'Children and Adolescent Therapy' and two groups ('Food, Move and Mood', 'Identity and Life Transition') with no autism, developmental-disability, ABA or BCBA content anywhere."
6722,All Kids Therapy Center,Gainesville,Y,https://allkidstherapycenter.com/,Pediatric therapy center; specific disciplines not established,unclear,unclear,unclear,UNCLEAR,https://allkidstherapycenter.com/,LOW,"Site is a Hostinger Horizons JavaScript SPA that returns only meta tags to a fetcher; home, /services and /about-us all rendered empty across the 3-fetch cap, leaving only the search-indexed tagline 'Compassionate therapy for every child'. No independent registry, Fun4GatorKids or NPI listing surfaced to name a discipline, so the service line cannot be established from the name alone."
7007,"Behavioral Learning Systems, Inc",Gainesville,Y,https://www.behaviorlearn.com/services,"Applied behavior analysis: Early Intensive Behavioral Intervention, FBA/problem behavior reduction, verbal behavior, social skills, plus adult APD waiver services",Y,Y,Y,KEEP_ABA,https://www.behaviorlearn.com/services,HIGH,"Services page is substantive non-chrome ABA content: 'ABA therapy with an emphasis on verbal behavior', EIBI 'as early as 2 years of age' at '25 + hours per week', and it bills 'Florida Medicaid' plus 'Agency for Persons with Disabilities (Medicaid-Waiver Developmental Disabilities programs)'. BCBA test passes on both legs: the About page names Teresa Yancey, BCBA and states the company employs 'Board-Certified Behavior Analysts and Registered Behavior Technicians', with BCaBA/BCBA supervision offered."
6615,"Child Advocacy Center, Inc.",Gainesville,Y,https://childadvocacycentergainesville.org/services/,"Children's Advocacy Center: forensic interviewing, victim advocacy, trauma counseling and emergency response for child abuse victims",N,N,N,REMOVE,https://childadvocacycentergainesville.org/services/,HIGH,"Confirmed rather than assumed across two pages: the mission describes 'a safe space for children during an active child abuse investigation process' and the services page lists exactly Advocacy, Forensic Interviewing, Therapy and Emergency Response. The therapy is trauma counseling by therapists with 'specialized, advanced, training in the treatment of childhood trauma' — no mention of autism, developmental disability, ABA or BCBA anywhere on the site."
7008,"Emily K. Gray, MFT, Inc.",Gainesville,Y,https://emilykgraymftinc.com/,"Solo marriage and family therapy practice; trauma, depression and anxiety counseling for individuals, children, teens and families",N,N,N,REMOVE,https://emilykgraymftinc.com/,HIGH,"Practitioner is a 'Provisionally Licensed MFT' who states she 'specialize[s] in working with Children and Families who have experienced trauma', using TF-CBT and Child Parent Psychotherapy. BCBA test fails outright: no BCBA, RBT, ABA or autism mention anywhere on the site, so this is general mental-health counseling."
6850,Gainesville Family Institute,Gainesville,Y,http://gainesvillefamilyinstitute.com/,"Private counseling practice offering individual, couples and family therapy plus training and supervision",N,N,N,REMOVE,http://gainesvillefamilyinstitute.com/,HIGH,"Self-described as 'a private counseling practice' providing 'individual, couples and family therapy, training and supervision'; all four active clinicians (Herb Steier, Caroline Chance Earls, Latori Griffin, Ali Martinez) are LMFTs with no behavior-analyst credential. No autism, developmental-disability, ABA or BCBA content appears, so the 'aba' tag is a defective-import artifact."
8995,"Gainesville Healing House, Inc.",Gainesville,Y,https://www.gainesvillehealinghouse.com/assessments/,"Outpatient counseling group practice that also sells stand-alone autism diagnostic assessment (autism $700, ADHD $550, combined $1,200)",N,N,Y,KEEP_OTHER,https://www.gainesvillehealinghouse.com/assessments/,HIGH,"Not residential or substance-use: it is an office-based therapy practice whose dedicated (non-chrome) Assessments page prices an 'Autism assessment' at $700 alongside ADHD testing, so autism evaluation is a real service line rather than an incidental client population. Caveat worth flagging to the directory: the same page states 'as masters-level, licensed mental health clinicians at Gainesville Healing House, we are not doctoral-level psychologists' and that the 'assessment is thus not a neuropsychological evaluation' usable for federal disability paperwork or IEPs."
7020,Gainesville Opportunity Center,Gainesville,Y,https://goclubhouse.org/,Clubhouse International accredited psychosocial rehabilitation / work-ordered day for adults with serious mental illness,N,N,N,REMOVE,https://goclubhouse.org/,HIGH,"Own site states it serves 'adults with mental illness' through a work-ordered day (Garden, Kitchen, Office units) under the Clubhouse International seal of accreditation; WUFT coverage likewise frames it as 'Using Clubhouse Model To Combat Mental Illness'. Nothing on the site or in its membership language names autism, developmental disability or intellectual disability, so this is a mental-health clubhouse rather than a developmental-disability day or supported-employment program."
6856,Goldstar ⭐️ therapy,Gainesville,Y,https://goldstartherapy.net/,"Solo mental health counseling practice (Sandy Flory, LMHC) for adults: anxiety, work dissatisfaction, life transitions, stress",N,N,N,REMOVE,https://goldstartherapy.net/,HIGH,"Stored sandyflory.com 302-redirects to goldstartherapy.net, confirming the personal-name domain is the same solo practice; Sandy Flory is a 'Licensed Mental Health Counselor' (M.Ed., Ed.S., RMHCI) offering 'Mindfulness Therapy, Somatic Therapy, Systems Theory, Cognitive Behavioral Therapy (CBT), Internal Family Systems Therapy (IFS)'. Stated specialties are 'anxiety relief, masculine and feminine polarity work, work dissatisfaction, life transitions and stress reduction' — an adult general-counseling caseload with no autism, ABA or BCBA content."
6556,"Hibiscus House Rehab, LLC",Gainesville,Y,https://npiprofile.com/npi/1619276482,Small outpatient rehabilitation clinic at 1338 NW 13th St - occupational therapy and massage therapy with lymphedema/manual-lymphatic-drainage training; no pediatric or developmental-disability service line found,N,N,N,REMOVE,https://npiprofile.com/npi/1619276482,MEDIUM,"No website exists (the indexed hibiscushouseinfo.com does not resolve - DNS failure); NPI 1619276482 lists taxonomy 261QR0400X ""Clinic/Center - Rehabilitation"" staffed by occupational and massage therapists, and its therapist appears in the Academy of Lymphatic Studies directory under an OT license, i.e. adult lymphedema/manual therapy rehab, not the substance-use or group-home reading the name suggests. Searches on the name plus phone 352-224-5004 returned only aggregator listings (YellowPages, Birdeye, Vitadox, CareDash) with no autism, pediatric or ABA content anywhere."
6541,Kids On the Move,Gainesville,Y,https://npino.com/physical-therapist/1821156076-pediatric-physical-therapy-kids-on-the-move/,"Pediatric physical therapy clinic - 'Pediatric Physical Therapy Kids On The Move', 1203 NW 16th Ave, owned by Claudia Senesac PT, PhD, PCS (board-certified pediatric clinical specialist)",N,N,Y,KEEP_OTHER,https://npino.com/physical-therapist/1821156076-pediatric-physical-therapy-kids-on-the-move/,MEDIUM,"No website is stored and none was found, but NPI 1821156076 registers ""Pediatric Physical Therapy Kids On The Move"" at 1203 NW 16th Ave Gainesville with taxonomy 2251P0200X ""Physical Therapist, Pediatrics"" and the exact phone on the record, 352-373-7337. Retag from aba to physical-therapy - the owner is a PCS-certified pediatric PT and nothing indicates any behavior-analytic service."
6533,"Lucent Collaborative Services, Inc",Gainesville,Y,https://npino.com/counselor/1932333127-%3Cunavail%3E/,"Outpatient mental health counseling practice - individual counseling and marriage/family therapy (also listed as LCS Integrative Counseling and Consulting Services), 4703 NW 53rd Ave Suite A2",N,N,N,REMOVE,https://npino.com/counselor/1932333127-%3Cunavail%3E/,MEDIUM,"NPI 1932333127 carries primary taxonomy 101YM0800X ""Counselor, Mental Health"" with secondaries ""Counselor, Professional"" and ""Marriage & Family Therapist"" - no behavior analyst taxonomy, and the only service pages indexed on its own site are ""Individual Counseling"" and ""Work with Us"", so the BCBA test fails. Stored site lucentcollaborative.com could not be loaded (TLS certificate hostname mismatch on both www and bare host, blocking robots.txt), so this rests on the NPI registry plus indexed page titles."
6824,North Central Florida Community Center,Gainesville,Y,https://ncflcommunitycenter.org/our-contact/,"General community fitness and recreation center (501(c)(3)) at 5201 NW 34th Blvd - gym, heated pool, group and personal training, pickleball, aqua and senior fitness, youth programs; formerly the North Central Florida YMCA until it dropped the YMCA affiliation April 30, 2025",N,N,N,REMOVE,https://ncflcommunitycenter.org/our-contact/,HIGH,"No website was stored; searching the name with phone 352-374-9622 located ncflcommunitycenter.org, whose contact page confirms the same phone and lists only ""Full Access Gym"", ""Heated Pool"", ""Indoor Pickleball"", ""Senior Fitness Classes"" and youth programs, with no adaptive, inclusive, special-needs or autism programming anywhere. It is a general-population fitness facility, not an autism service provider."
6376,Peace and Healing Therapy,Gainesville,Y,https://www.peaceandhealingtherapy.com/,"Solo outpatient psychotherapy practice (in-person Gainesville and telehealth statewide) for adult anxiety, overthinking, burnout, perfectionism and self-esteem",N,N,N,REMOVE,https://www.peaceandhealingtherapy.com/,HIGH,"Own site markets ""In-Person Therapy (Gainesville, FL)"" and ""Virtual Therapy (Across FL)"" for ""anxiety, burnout, and self-esteem"" aimed at ""high-achieving individuals"" - neither autism nor ABA appears anywhere on the site, and no BCBA or RBT is named. This is general adult mental health counseling, exactly the category the spec removes."
6726,"ResCare Community Living- Gainesville, FL",Gainesville,Y,https://rescarecommunityliving.com/location/rescare-community-living-gainesville-florida/,"Residential services for adults with intellectual and developmental disabilities - Intermediate Care Facility (ICF) plus community living supports, serving Alachua, Flagler, Gilchrist, Levy and Putnam counties; now branded Florida Mentor (Sevita)",N,N,Y,KEEP_OTHER,https://locations.sevitahealth.com/united-states/fl/gainesville/florida-mentor-gainesville/805,HIGH,"The Gainesville page's own ""Care Options Available"" block lists only ""Intermediate Care Facilities"", with the location text ""residential services and community living supports to adults with intellectual and developmental disabilities"" at 5915 NW 39th Avenue, (352) 378-2040 - the group homes / supported living / host homes / day programs listed elsewhere on the site are the national Sevita services list (chrome), not established for this location. Retag as adult residential/community living rather than ABA; stored rescarecommunityliving.com URL resolves but the brand is now Florida Mentor (Sevita)."
7302,Rising Calm Center,Gainesville,Y,http://risingcalm.com/,"Faith-based Christian counseling and life/mental-health coaching for individuals, couples and families (anxiety, marriage, trauma, spiritual direction), in Gainesville, Jacksonville and Orlando plus online",N,N,N,REMOVE,http://risingcalm.com/,HIGH,"The only ABA reference on the site is the phrase ""ABA-informed tools to support children and parents"" - a coaching flourish, not a behavior-analytic service line - and the lead practitioner is a ""Board Certified Christian Counselor (BCCC)"" with an MFT master's, with no BCBA or RBT anywhere, so the BCBA test fails. The site itself states it is ""not a state-licensed clinical therapy practice in Florida""; record is also unverified in the source CSV."
6589,"The Nook Inclusive Therapeutic Center, LLC",Gainesville,Y,https://thenookcenter.com/,"General outpatient mental health counseling and psychiatry - individual, couples/family, play and group therapy plus medication management for depression, anxiety, eating disorders, trauma, ADHD, substance abuse",N,N,N,REMOVE,https://thenookcenter.com/our-team,HIGH,"Despite the ""Inclusive Therapeutic Center"" name the site sells counseling for ""depression, anxiety, eating disorders... ADHD and other disability-related issues, substance abuse"" plus ""Psychiatric Services"" including ""medication management"", i.e. general mental health, not an autism service line. The full team page lists 16 staff, every one an LMHC/Ed.S./PhD counselor or PMHNP psychiatric nurse practitioner - no BCBA, RBT, OT or SLP anywhere, so BCBA test fails outright."
5855,UF Health Early Developmental Assessment Clinic,Gainesville,Y,https://ufhealth.org/locations/uf-health-early-developmental-assessment-clinic,"Pediatric neurology / neonatology follow-up clinic providing comprehensive developmental evaluation for infants and toddlers up to 36 months with neonatal neurological risk (HIE, cerebral hemorrhage, neonatal stroke, extreme prematurity, seizures, congenital heart disease); referral-only from UF facilities or the child's pediatrician",N,N,N,REMOVE,https://ufhealth.org/locations/uf-health-early-developmental-assessment-clinic,HIGH,"Its own clinic page describes only ""a comprehensive evaluation for infants and toddlers up to 36 months of age who are lagging in their developmental milestones"" staffed by ""providers from neurology, neonatology and pediatric rehabilitation"", never mentions autism, and is referral-only from UF facilities or the pediatrician rather than family-accessible. UF's autism diagnostic evaluations belong to the separately named UF Health Center for Autism and Neurodevelopment (CAN) at 4101 NW 89th Blvd, whose page states ""Referrals to CAN include evaluations for autism concerns"" - do not credit this record with CAN's work (UF CARD is a third, non-diagnostic support/training entity)."
