id,name,address1,address2,city,state,zip_code
7670,Sunshine Kidz Pediatric Care - Hollywood,6603 Taft St,null,Hollywood,FL,33024
7672,Select Physical Therapy - Hollywood,3325 Hollywood Blvd,null,Hollywood,FL,33021
7673,The Lighthouse - Children Therapy Center,113 Curtiss Pkwy,null,Miami,FL,33166
7674,The NEEDS Center - 175 Industrial Loop S,175 Industrial Loop S,null,Orange Park,FL,32073
7684,St. Germain Chiropractic Palm Bay,6285 Minton Rd,null,Palm Bay,FL,32907
7723,Easterseals Florida Palm Bay - 2475 Palm Bay Rd Ne,2475 Palm Bay Rd Ne,null,Palm Bay,FL,32905
7756,"Therapy with Alyse, LLC - Palm Springs",1825 Forest Hill Blvd,null,Palm Springs,FL,33406
7962,Youth'n Action Therapy Center,13397 Sw 131st St,null,Miami,FL,33186
7964,"American Pro-Health Rehabilitation Center, Inc",1890 Sw 57th Ave,null,Miami,FL,33155
7965,Select Physical Therapy - Kendall - Miami,11140 Sw 88th St,null,Miami,FL,33176
7967,Select Physical Therapy - Miami Lakes,15150 Bull Run Rd,null,Miami Lakes,FL,33014
7980,Concentra Urgent Care - Miami Gardens - 20535 Nw 2nd Ave,20535 Nw 2nd Ave,null,Miami Gardens,FL,33169
7985,Grand Health Institute,1717 N Bayshore Dr,Suite,Miami,FL,33132
7998,Bee Positive Behavior Services Inc.,10661 N Kendall Dr,null,Miami,FL,33176
8006,Select Physical Therapy - North Miami,13645 Biscayne Blvd,null,North Miami,FL,33181
8016,The Healthy Family Chiropractic,5200 Babcock St Ne,Suite,Palm Bay,FL,32905
8020,"Tammy Bishop Occupational Therapy, LLC",1750 W Broadway St,null,Oviedo,FL,32765
8023,Skylight Counseling Services,630 S Wickham Rd,Suite,West Melbourne,FL,32904
8025,PM Pediatric Urgent Care (Formerly Night Lite Pediatrics) - West Melbourne,145 Palm Bay Rd Ne,null,West Melbourne,FL,32904
8033,Speech4Kids of Gainesville,13577 Nw 2nd Ln,null,Newberry,FL,32669
8041,Sarkis Family Psychiatry,529 Nw 60th St A,null,Gainesville,FL,32607
8044,Upward Trend Academy,311 N Orange St,null,New Smyrna Beach,FL,32168
8054,The Releaf Clinic Gainesville,716 N Main St,null,Gainesville,FL,32601
8066,Helping Hands,Gainesville,null,Gainesville,FL,32601
8086,Massage Alchemy,4364 Commercial Way,null,Spring Hill,FL,34606
8087,"Physicians Group, LLC",4412 Commercial Way,null,Spring Hill,FL,34606
8100,Select Physical Therapy - Spring Hill,3385 Mariner Blvd,null,Spring Hill,FL,34609
8101,Acupuncture Plus Holistic Center,3383 Mariner Blvd,null,Spring Hill,FL,34609
8103,Spring Hill Pediatric Care,99 7 Hills Dr,null,Spring Hill,FL,34609
8122,ActiveFIT Rehab Physical Therapy,4649 S Clyde Morris Blvd,Suite,Port Orange,FL,32129
8123,AdventHealth Wellness Center Daytona Beach,301 Memorial Medical Pkwy,null,Holly Hill,FL,32117
8124,AdventHealth Daytona Beach,301 Memorial Pkwy,null,Holly Hill,FL,32117
8152,Elevate Recovery Lounge,810 Fentress Ct,Suite,Holly Hill,FL,32117
8154,AdventHealth Sports Med and Rehab New Smyrna Beach,507 S Orange St,null,New Smyrna Beach,FL,32168
8166,Creation Counseling,4770 S Ridgewood Ave,null,Port Orange,FL,32127
8175,Injury Health Center,701 Beville Rd,null,South Daytona,FL,32119
8181,AdventHealth Sports Med & Rehab Orange City,1053 Medical Center Dr,null,Orange City,FL,32763
8185,Physical Medicine Institute Orlando,621 Wilkinson St,null,Orlando,FL,32803
8193,Central Florida Pediatric,324 W Oak St,null,Kissimmee,FL,34741
8199,Brilliant Brains Behavior Services LLC,3970 Tampa Rd,Suite,Oldsmar,FL,34677
8200,AdventHealth for Children,601 E Rollins St,null,Orlando,FL,32803
8201,Creative Insights Counseling,1858 N Alafaya Trl,null,Orlando,FL,32826
8208,Select Physical Therapy - Turkey Lake,6000 Turkey Lake Rd,null,Orlando,FL,32819
8220,Orlando Psychology Associates,1630 Hillcrest St,null,Orlando,FL,32803
8229,Thriveworks Counseling & Psychiatry Orlando,6150 Metrowest Blvd,Suite,Orlando,FL,32835
8235,Select Physical Therapy - Winter Park,1400 S Orlando Ave,null,Winter Park,FL,32789
8245,Select Physical Therapy - Orlando - Michigan,4698 E Michigan St,null,Orlando,FL,32812
8246,Agile Physical Therapy- Orlando,6150 Metrowest Blvd,null,Orlando,FL,32835
8249,Physical Therapy Specialists of Dr. Phillips,7300 Sand Lake Commons Blvd,Suite,Orlando,FL,32819
8258,PHYSICAL THERAPY SPECIALISTS,345 W Michigan St,null,Orlando,FL,32806
8283,Physical Therapy Specialists of Winter Park,5200 Davisson Ave,Suite,Orlando,FL,32810
8292,Deeply Rooted Psychotherapy of West Palm Beach,1850 Forest Hill Blvd,null,Palm Springs,FL,33406
8296,Child in Mind Psychological Services,9123 N Military Trl,null,Palm Beach Gardens,FL,33410
8298,"Psychiatry of the Palm Beaches Port St. Lucie, FL",266 Nw Peacock Blvd,Suite,Port St. Lucie,FL,34986
8306,Juno Counseling And Wellness,2401 Pga Blvd,null,Palm Beach Gardens,FL,33410
8328,FIRST Rehab of West Palm Beach,1920 Palm Beach Lakes Blvd,Suite,West Palm Beach,FL,33409
8331,Pediatric Neurology,150 Sw Chamber Ct,null,Port St. Lucie,FL,34986
8342,Palm Beach Children's Hospital,Kimmel,Building,West Palm Beach,FL,33407
8353,Thriveworks Counseling & Psychiatry West Palm Beach,1601 Belvedere Rd,Suite,Palm Springs,FL,33406
8356,BTTC West Palm Beach Rehab - 5829 Corporate Way,5829 Corporate Way,null,West Palm Beach,FL,33407
8357,Pelvic Rehabilitation Medicine,1411 N Flagler Dr,null,West Palm Beach,FL,33401
8358,FIRST Rehab of Lake Worth,5055 S Congress Ave,Suite,Palm Springs,FL,33461
8359,Select Physical Therapy - West Palm Beach,2670 Forest Hill Blvd,null,Palm Springs,FL,33406
8375,Child and Family Therapy Center,558 94th Ave N,null,St. Petersburg,FL,33702
8379,Healing Aura Massage,9410 Seminole Blvd,null,Seminole,FL,33772
8382,Catalyst Physical Therapy - Palm Harbor,32672 Us Hwy 19 N,null,Palm Harbor,FL,34684
8423,Select Physical Therapy - Largo,13801 G Walsingham Rd,Suite,Largo,FL,33774
8424,Neubility Rehabilitation and Wellness,9079 Belcher Rd,null,Pinellas Park,FL,33782
8427,True North Counseling Services,13911 Carrollwood Village Run,null,Tampa,FL,33618
8431,Select Physical Therapy - Palm Harbor,31964 Us Hwy 19 N,null,Palm Harbor,FL,34684
8432,Aries Physical Therapy - Hollywood,3313 Sheridan St,null,Hollywood,FL,33021
8434,Inspire Vision Therapy and Rehab,Sheridan Executive Center,null,Hollywood,FL,33021
8435,Miami Spine and Performance,3325 Hollywood Blvd,null,Hollywood,FL,33021
8437,"Elazar Bloom Counseling & Consulting, PLLC",3860 Sheridan St C,null,Hollywood,FL,33021
8438,Select Physical Therapy - Miramar,12543 Miramar Pkwy Bay 108,null,Miramar,FL,33027
8440,Improved Motions Advanced Physical Therapy and Performance,843 Nw Federal Hwy,null,Stuart,FL,34994
8441,Restore Health Urgent Care,1840 Eldron Blvd Se,null,Palm Bay,FL,32909
8443,"Justine Sommers, LMHC",525 Nw Lake Whitney Pl,Suite,Port St. Lucie,FL,34986
8444,Blue Skies Health & Wellness Clinic,10198 Sw Village Pkwy,null,Port St. Lucie,FL,34987
8445,Tender Care Pediatrics,2115 Se Lennard Rd,null,Port St. Lucie,FL,34952
8446,Coastal Orthopaedic & Sports Medicine Center,7710 S U.s. Hwy 1,null,Port St. Lucie,FL,34952
8447,Palm Garden of Port St Lucie,1751 Se Hillmoor Dr,null,Port St. Lucie,FL,34952
8449,DOT Physicals and Drug Testing,8980 S U.s. Hwy 1,Suite,Port St. Lucie,FL,34952
8450,Florida Psychiatry Associates,260 Nw Peacock Blvd,null,Port St. Lucie,FL,34986
8451,ALPI Child Development & Family Services Center,198 Nw Marion Ave,null,Port St. Lucie,FL,34983
8452,Family Solutions Center,1031 Ives Dairy Rd,Suite,North Miami Beach,FL,33179
8453,Instinct Health Care,4670 Nw 183rd St,null,Miami Gardens,FL,33055
8454,"Behavioral Therapy Institute, LLC",815 Nw 57th Ave,Suite,Miami,FL,33126
8456,Mission PT,7700 N Kendall Dr,null,Miami,FL,33156
8457,Baracusa Health Care,7235 Coral Wy,null,Miami,FL,33155
8460,South Tampa Therapy,425 S Orleans Ave,null,Tampa,FL,33606
8462,"The Play Clinic: Speech, Feeding, Occupational, and Physical Therapy",2810 Land O' Lakes Blvd,null,Land O Lakes,FL,34639
8464,Center for Child and Adult Psychiatry (CCAP),4144 N Armenia Ave,null,Tampa,FL,33607
8465,Thriveworks Counseling & Psychiatry Tampa,4115 W Spruce St,null,Tampa,FL,33607
8466,Select Physical Therapy - Plant City West,511 W Alexander St,null,Plant City,FL,33563
8467,Select Physical Therapy - Tampa - Himes Avenue,4107 N Himes Ave,Suite,Tampa,FL,33607
8468,Tampa Bay Family Therapy Center,4144 N Armenia Ave,null,Tampa,FL,33647
8470,Sport & Spine Physical Therapy & Wellness Center,17824 N,null,Lutz,FL,33549
8471,Independent Living Inc,6508 Gunn Hwy,null,Tampa,FL,33625
8472,Select Physical Therapy - Tampa Carrollwood,14813 N Dale Mabry Hwy,Suite,Tampa,FL,33618
8473,Select Physical Therapy - Tampa Palms,15310 Amberly Dr,Suite,Tampa,FL,33647
8474,Midtown Movement,1355 N Monroe St,null,Tallahassee,FL,32303
8475,Children's Learning Clinic,Florida State University,null,Psychology Dept Bldg,FL,32304
8476,Health & Wellness Integrated Healthcare Centers,1965 Capital Cir Ne,null,Tallahassee,FL,32308
8477,Agape Detox Center | Florida Alcohol & Drug Rehab,750 E Prima Vista Blvd,null,Port St. Lucie,FL,34952
8478,ANGEL HUGS HOME CARE INC,7304 Woodhall Ct,null,Tampa,FL,33634
8479,Randolph's Family Health and Wellness,3037 Lakeland Hills Blvd,Suite,Lakeland,FL,33805
8480,Scott Lake Health and Rehabilitation - 800 Co Rd 540a,800 Co Rd 540a,null,Lakeland,FL,33813
8481,Stretch Zone - Lakeland,2113 E County Rd 540a,null,Lakeland,FL,33813
8482,Select Physical Therapy - Lakeland East,5155 Us Hwy 98 S,Suite,Lakeland,FL,33812
8484,Beachway Therapy Center | Florida Rehab - 1700 N Dixie Hwy,1700 N Dixie Hwy,null,West Palm Beach,FL,33407
8485,Transitions Recovery Program,111 Nw 183rd St,null,Miami Gardens,FL,33169
8486,Oceanside Family Therapy & Assessments,328 2nd Ave N,null,Jacksonville Beach,FL,32250
8487,Select Physical Therapy - Jacksonville Beach,2520 Isabella Blvd,null,Jacksonville Beach,FL,32250
8488,Thriveworks Counseling & Psychiatry Jacksonville - 4243 Sunbeam Rd,4243 Sunbeam Rd,null,Jacksonville,FL,32257
8489,Coastal Pediatric Therapy Center,2730 Isabella Blvd,null,Jacksonville Beach,FL,32250
8490,Baptist Behavioral Health - Wolfson Children's Bridge Program,Pavilion,Building,Jacksonville,FL,32207
8491,Select Physical Therapy - Westside,7033 Commonwealth Ave,null,Jacksonville,FL,32220
8494,"Dennis Hart, MD",4651 Sheridan St,Suite,Hollywood,FL,33021
8495,"Brian LeDuc, MD",3440 Hollywood Blvd,null,Hollywood,FL,33021
8496,City of Pembroke Pines Early Development Center Central Campus,12200 Sheridan St,null,Hollywood,FL,33026
8499,Stretch Zone - Pembroke Pines,14826 Pines Blvd,null,Pembroke Pines,FL,33028
8500,Child & Family Psychologists,12651 W Sunrise Blvd,null,Sunrise,FL,33323
8501,Select Physical Therapy - Weston,2229 N Commerce Pkwy,Suite,Weston,FL,33326
8503,Monterroso Integrative Services - Children's Center,1311 N Palm Ave,null,Hollywood,FL,33026
8505,Adaptive Mind Therapy | West Palm Beach Therapist,1016 Clare Ave,null,West Palm Beach,FL,33401
8506,InBloom Autism Services | Southpoint Jacksonville,6820 Southpoint Pkwy,null,Jacksonville,FL,32216
8507,InBloom Autism Services | Tampa,5447 Beaumont Center Blvd,null,Tampa,FL,33634
8508,Across the Spectrum Behavioral Therapy - Miami,9999 Ne 2nd Ave,null,Miami,FL,33138
8509,Restoring Hope Counseling Center,4421 Nw 39th Ave,Building,Gainesville,FL,32606
8510,Rise Counseling Treasure Coast - Port Saint Lucie,1680 Se Lyngate Dr,null,Port St. Lucie,FL,34952
8511,Aventura Wellness & Rehab Center,2420 Ne Miami Gardens Dr,null,Miami,FL,33180
8516,Side By Side Behavioral Health,2151 Consulate Dr,Suite,Orlando,FL,32837
8517,The Arc of Alachua County,3303 Nw 83 St,null,Gainesville,FL,32606
8518,United Family Behavioral Therapy,2240 Palm Beach Lakes Blvd,Suite,West Palm Beach,FL,33409
8519,Tampa Pediatric Psychology,205 S Hoover Blvd,null,Tampa,FL,33609
8520,Traveling Light Counseling Inc - Port Saint Lucie,1222 Se Port St Lucie Blvd,null,Port St. Lucie,FL,34952
8521,The Collaborative Behavior Group - Port Saint Lucie,10272 S U.s. Hwy 1,null,Port St. Lucie,FL,34952
8522,Wolfson Children's Behavioral Health - Bartram Park,13241 Bartram Park Blvd,null,Jacksonville,FL,32258
8527,Sanford Pelvic Therapy and Wellness,307 E 2nd St,null,Sanford,FL,32771
8528,Body Mind Spirit Wellness,7088 Mariner Blvd,null,Spring Hill,FL,34609
8532,Select Physical Therapy - Lake Nona,9145 Narcoossee Rd,Suite,Orlando,FL,32827
8533,Balance Orlando,1220 Edgewater Dr,null,Orlando,FL,32804
8534,"Center for Health, Learning & Achievement",310 Waymont Ct,null,Lake Mary,FL,32746
8535,Sterling Medical Group - Daytona,1040 Mason Ave,null,Holly Hill,FL,32117
8538,Kid Centered Therapy,7971 Riviera Blvd,null,Miramar,FL,33023
8539,Blue Heron Psychology,1002 Se Monterey Commons Blvd,null,Stuart,FL,34996
8540,NEURO PSYCHIATRIC ADDICTION CLINIC - Detox & Rehab in Port St. Lucie,2301 Sw Cary St,null,Port St. Lucie,FL,34984
8541,Orlando Therapy Center,5766 S Semoran Blvd,null,Orlando,FL,32822
8543,Miracles Recovery Center,584 Nw University Blvd,null,Port St. Lucie,FL,34986
8544,Excel Pain and Spine,1417 Lakeland Hills Blvd,null,Lakeland,FL,33805
8545,Select Physical Therapy - Plant City East,621 E Alexander St,null,Plant City,FL,33563
8546,Select Physical Therapy - South Dale Mabry,3411 S Dale Mabry Hwy A,null,Tampa,FL,33629
8547,Infinite Abilities Inc,916 Ne 4th St,null,Pompano Beach,FL,33060
8548,Mobility Docs LLC Physical Therapy and Performance,4606 W Mcelroy Ave,null,Tampa,FL,33611
8549,Swish Physical Therapy And Performance,2572 W State Rd 426,Suite,Oviedo,FL,32765
8558,Absolute Healthcare LLC,3378 Mariner Blvd,null,Spring Hill,FL,34609
8559,Puzzle Box,125 E Nasa Blvd,Suite,Melbourne,FL,32901
8560,Dedicated Pediatric Therapy,261 N University Dr,Suite,Plantation,FL,33324
8561,County Line Chiropractic Medical & Rehab,21309 Nw 2nd Ave,null,Miami Gardens,FL,33169
8564,A Beautiful Mind Counseling and Consulting - Port Saint Lucie,1225 Se Port St Lucie Blvd,null,Port St. Lucie,FL,34952
8566,Glory to God PPEC,525 Nw 27th Ave,null,Miami,FL,33125
8568,Kaleidoscope Interventions,2180 Julian Ave Ne,null,Palm Bay,FL,32905
8569,Absolute Health and Fitness,3077 Commercial Way,null,Spring Hill,FL,34606
8570,"Alicia M. Pfahler, MA",null,Suite,Gainesville,FL,32606
8576,BrightStart Pediatrics,1133 W Airport Blvd,null,Sanford,FL,32773
8578,Coastal Pediatric Therapy Center - Mandarin,6100 Greenland Rd,null,Jacksonville,FL,32258
8581,Caring Therapists of Hollywood,3874 Sheridan St,null,Hollywood,FL,33021
8582,Children's Behavioral Intervention - Palm Springs,1601 Belvedere Rd E-300,null,Palm Springs,FL,33406
8584,Ethos Health Group - Lakeland,336 W Highland Dr,null,Lakeland,FL,33813
8585,"Dr. Justin D'Arienzo, Psychologist and Relationship Expert",6058 San Jose Blvd,null,Jacksonville,FL,32217
8587,Ellie Mental Health - Hollywood,9050 Pines Blvd,null,Hollywood,FL,33024
