id,created_at,updated_at,name,category,subcategory,description,slug,accommodations,age_groups,programs,address,city,county,state,zip_code,latitude,longitude,phone,normalized_phone,email,website,hours,denomination,sensory_room,alternative_service,children_program,adult_program,accommodation_snippet,accommodation_tags,service_type,rating,user_ratings_total,google_place_id,links,image_url,verified,last_verified_date,featured,accessibility_info,source,search_vector,services,insurances,scholarships,address1,address2,address_original,needs_review,review_reason,address2_needs_manual_review,resource_type,pet_therapy,facebook_url,instagram_url,twitter_url,youtube_url,linkedin_url
8781,2025-11-03 21:44:05.183+00,2025-12-20 06:54:57.883795+00,"E&C PRECIOUS NEEDS, LLC",healthcare,ABA Therapy | Transportation,null,ec-precious-needs-llc-pompano-beach-fl-8781,[],[],[],2712 NW 3RD ST,Pompano Beach,Broward,FL,33069,26.233978990171,-80.159635505144,(954) 588-5376,null,null,null,null,null,null,null,null,null,null,null,null,5,2,ChIJa6k6pUoD2YgRmFFi7paYZq0,[],null,false,2025-10-12,false,null,FL-DD Database,'beach':7 'broward':8 'c':2 'e':1 'llc':5 'need':4 'pompano':6 'precious':3,[],"[""florida-medicaid""]",[],2712 Nw 3rd St,null,2712 NW 3RD ST,false,null,null,provider,false,null,null,null,null,null
8790,2025-11-03 21:44:05.183+00,2025-12-20 06:54:57.883795+00,EVERY STEP INC,healthcare,ABA Therapy | Behavior Assistant,null,every-step-inc-weston-fl-8790,[],[],[],1620 ORION LN,Weston,Broward,FL,33327,26.12455295297,-80.419701638757,(954) 881-6099,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJFW5N0vIK2YgRbrA-BHIXQbE,[],null,false,2025-10-12,false,null,FL-DD Database,'broward':5 'everi':1 'inc':3 'step':2 'weston':4,[],"[""florida-medicaid""]",[],1620 Orion Ln,null,1620 ORION LN,false,null,null,provider,false,null,null,null,null,null
8789,2025-11-03 21:44:05.183+00,2025-12-20 06:54:57.883795+00,"GALAXY MEDICAL, INC.",healthcare,ABA Therapy | Consumable Medical Supplies,null,galaxy-medical-inc-ft-lauderdale-fl-8789,[],[],[],4700 W. PROSPECT RD. SUITE 107,Ft. Lauderdale,Broward,FL,33309,26.183365366029,-80.171116137606,(954) 731-8977,null,null,null,null,null,null,null,null,null,null,null,null,3,6,ChIJf7ZSI-UD2YgRL6PU4JlJ-uY,[],null,false,2025-10-12,false,null,FL-DD Database,'broward':6 'ft':4 'galaxi':1 'inc':3 'lauderdal':5 'medic':2,[],"[""florida-medicaid""]",[],4700 W. Prospect Rd,Suite,4700 W. PROSPECT RD. SUITE 107,false,null,null,provider,false,null,null,null,null,null
8849,2025-11-03 21:44:05.183+00,2025-12-20 06:54:57.883795+00,"MEDICAL DECISION, LLC",healthcare,ABA Therapy | Consumable Medical Supplies,null,medical-decision-llc-ste102-fl-8849,[],[],[],2890 MARINA MILE BLVD,Ste102,Broward,FL,33312,null,null,(954) 772-1631,null,null,null,null,null,null,null,null,null,null,null,null,3.8,124,ChIJ09ra06kA2YgRUR9T0aCwuWI,[],null,false,2025-10-12,false,null,FL-DD Database,'broward':5 'decis':2 'llc':3 'medic':1 'ste102':4,[],"[""florida-medicaid""]",[],2890 Marina Mile Blvd,null,2890 MARINA MILE BLVD,false,null,null,provider,false,null,null,null,null,null
8850,2025-11-03 21:44:05.183+00,2025-12-20 06:54:57.883795+00,"TRINITY HEALTH CARE SERVICES
TRINITY HLTH CARE SVCS",healthcare,ABA Therapy | Skilled Nursing,null,trinity-health-care-services-trinity-hlth-care-svcs-miramar-fl-8850,[],[],[],6151 MIRAMAR PARKWAY,Miramar,Broward,FL,33023,25.98465475265,-80.209997277132,(954) 986-1754,null,null,null,null,null,null,null,null,null,null,null,null,4.6,10,ChIJHXMDpVKv2YgRXhYOynqcoZI,[],null,false,2025-10-12,false,null,FL-DD Database,"'broward':10 'care':3,7 'health':2 'hlth':6 'miramar':9 'servic':4 'svcs':8 'triniti':1,5",[],"[""florida-medicaid""]",[],6151 Miramar Pkwy,null,6151 MIRAMAR PARKWAY,false,null,null,provider,false,null,null,null,null,null
8942,2025-11-03 21:44:05.365+00,2025-12-20 06:54:57.883795+00,M&M LOVING CARE SERVICES LLC,healthcare,ABA Therapy | Transportation,null,mm-loving-care-services-llc-inverness-fl-8942,[],[],[],2905 JEFFERSON ST W,Inverness,Citrus,FL,34453,28.849848232106,-82.367605404743,(352) 601-1652,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJS9z1bb9y6IgRRPQV4GThkXw,[],null,false,2025-10-12,false,null,FL-DD Database,"'care':4 'citrus':8 'inver':7 'llc':6 'love':3 'm':1,2 'servic':5",[],"[""florida-medicaid""]",[],2905 Jefferson St W,null,2905 JEFFERSON ST W,false,null,null,provider,false,null,null,null,null,null
8928,2025-11-03 21:44:05.365+00,2025-12-20 06:54:57.883795+00,THIS IS YOUR HOME SERVICES LLC,healthcare,ABA Therapy | Transportation,null,this-is-your-home-services-llc-beverly-hills-fl-8928,[],[],[],2581 W APRICOT DR,Beverly Hills,Citrus,FL,34465,28.929117633098,-82.47712927314,(352) 257-3079,null,null,null,null,null,null,null,null,null,null,null,null,4,4,ChIJAZZSO0Ry6IgRhmYbFhxfjoI,[],null,false,2025-10-12,false,null,FL-DD Database,'bever':7 'citrus':9 'hill':8 'home':4 'llc':6 'servic':5,[],"[""florida-medicaid""]",[],2581 W Apricot Dr,null,2581 W APRICOT DR,false,null,null,provider,false,null,null,null,null,null
8750,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,"BASCA, INC",healthcare,ABA Therapy | Transportation,null,basca-inc-orange-park-fl-8750,[],[],[],352 STOWE AVE,Orange Park,Clay,FL,32073,30.164227015106,-81.702031290453,(904) 541-1742,null,null,null,null,null,null,null,null,null,null,null,null,4.4,49,ChIJw--9LeXF5YgRDD2FgdaIkdg,[],null,false,2025-10-12,false,null,FL-DD Database,'basca':1 'clay':5 'inc':2 'orang':3 'park':4,[],"[""florida-medicaid""]",[],352 Stowe Ave,null,352 STOWE AVE,false,null,null,provider,false,null,null,null,null,null
8752,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,"BLOUNT SUPPORT SERVICES, INC",healthcare,ABA Therapy | Transportation,null,blount-support-services-inc-orange-park-fl-8752,[],[],[],1728 KINGSLEY AVE STE 1,Orange Park,Clay,FL,32073,30.164882283907,-81.731884110723,(904) 612-3917,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJAbpPj9LF5YgRNIpRAR5bLTY,[],null,false,2025-10-12,false,null,FL-DD Database,'blount':1 'clay':7 'inc':4 'orang':5 'park':6 'servic':3 'support':2,[],"[""florida-medicaid""]",[],1728 Kingsley Ave,Suite,1728 KINGSLEY AVE STE 1,false,null,null,provider,false,null,null,null,null,null
8741,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,ELITE HEALTHCARE AGENCY,healthcare,ABA Therapy | Transportation,null,elite-healthcare-agency-orange-park-fl-8741,[],[],[],785 OAKLEAF PLANTATION PKWY UNIT 612,Orange Park,Clay,FL,32065,30.171324129161,-81.851923354465,(904) 333-2429,null,null,null,null,null,null,null,null,null,null,null,null,4.3,11,ChIJVVUFrUV854gRgnnek_hY_5Q,[],null,false,2025-10-12,false,null,FL-DD Database,'agenc':3 'clay':6 'elit':1 'healthcar':2 'orang':4 'park':5,[],"[""florida-medicaid""]",[],785 Oakleaf Plantation Pkwy,Suite,785 OAKLEAF PLANTATION PKWY UNIT 612,false,null,null,provider,false,null,null,null,null,null
9078,2025-11-03 21:44:05.609+00,2025-12-20 06:54:57.883795+00,NORTH EAST EDUCATIONAL & DEVELOPMENTAL SUPPORT CEN,healthcare,ABA Therapy | Transportation,null,north-east-educational-developmental-support-cen-orange-park-fl-9078,[],[],[],175 INDUSTRIAL LOOP S,Orange Park,Clay,FL,32073,30.179618534988,-81.71857568284,(904) 269-0773,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJ__8vinPG5YgRZvPVpwl3w58,[],null,false,2025-10-12,false,null,FL-DD Database,'cen':6 'clay':9 'development':4 'east':2 'educ':3 'north':1 'orang':7 'park':8 'support':5,[],"[""florida-medicaid""]",[],175 Industrial Loop S,null,175 INDUSTRIAL LOOP S,false,null,null,provider,false,null,null,null,null,null
8895,2025-11-03 21:44:05.365+00,2025-12-20 06:54:57.883795+00,"LR AGENCY 88, INC",healthcare,ABA Therapy | Transportation,null,lr-agency-88-inc-naples-fl-8895,[],[],[],4524 30TH PL SW,Naples,Collier,FL,34116,26.172622907005,-81.697344734674,(239) 330-0621,null,null,null,null,null,null,null,null,null,null,null,null,1.5,17,ChIJ__9DIq3i2ogRwC3RZ6QJpTI,[],null,false,2025-10-12,false,null,FL-DD Database,'88':3 'agenc':2 'collier':6 'inc':4 'lr':1 'napl':5,[],"[""florida-medicaid""]",[],4524 30th Pl Sw,null,4524 30TH PL SW,false,null,null,provider,false,null,null,null,null,null
8740,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,A HEATH'S HAVEN INC.,healthcare,ABA Therapy | Transportation,null,a-heaths-haven-inc-jacksonville-fl-8740,[],[],[],8018 LEAFCREST DR,Jacksonville,Duval,FL,32244,30.202902515714,-81.801253634091,(904) 229-7777,null,null,null,null,null,null,null,null,null,null,null,null,2.6,5,ChIJDUwHPrDL5YgRYOpeiQvRGyc,[],null,false,2025-10-12,false,null,FL-DD Database,'duval':7 'haven':4 'heath':2 'inc':5 'jacksonvill':6,[],"[""florida-medicaid""]",[],8018 Leafcrest Dr,null,8018 LEAFCREST DR,false,null,null,provider,false,null,null,null,null,null
8751,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,A HEAVENLY TOUCH LLC,healthcare,ABA Therapy | Transportation,null,a-heavenly-touch-llc-jacksonville-fl-8751,[],[],[],1643 W 19TH ST,Jacksonville,Duval,FL,32209,30.355338802322,-81.683669919944,(904) 554-0371,null,null,null,null,null,null,null,null,null,null,null,null,5,7,ChIJr_ApjPm55YgRlyKOMggKPYs,[],null,false,2025-10-12,false,null,FL-DD Database,'duval':6 'heaven':2 'jacksonvill':5 'llc':4 'touch':3,[],"[""florida-medicaid""]",[],1643 W 19th St,null,1643 W 19TH ST,false,null,null,provider,false,null,null,null,null,null
8749,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,"AGAPE HOMECARE PLUS, INC",healthcare,ABA Therapy | Transportation,null,agape-homecare-plus-inc-jacksonville-fl-8749,[],[],[],2142 FIGARO LN,Jacksonville,Duval,FL,32210,30.278510088308,-81.753231424752,(904) 502-2666,null,null,null,null,null,null,null,null,null,null,null,null,4.6,414,ChIJM0MB4jC35YgRurz_Ggn7Mto,[],null,false,2025-10-12,false,null,FL-DD Database,'agap':1 'duval':6 'homecar':2 'inc':4 'jacksonvill':5 'plus':3,[],"[""florida-medicaid""]",[],2142 Figaro Ln,null,2142 FIGARO LN,false,null,null,provider,false,null,null,null,null,null
8744,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,"BELL SUPPORT SERVICES LLC
BELL SUPPORT SERVICE",healthcare,ABA Therapy | Transportation,null,bell-support-services-llc-bell-support-service-jacksonville-fl-8744,[],[],[],5915 CEDAR HILLS BLVD,Jacksonville,Duval,FL,32210,30.266951127213,-81.737893768554,(904) 365-0105,null,null,null,null,null,null,null,null,null,null,null,null,5,3,ChIJ_aLTDZnH5YgRpxpu2WIruP8,[],null,false,2025-10-12,false,null,FL-DD Database,"'bell':1,5 'duval':9 'jacksonvill':8 'llc':4 'servic':3,7 'support':2,6",[],"[""florida-medicaid""]",[],5915 Cedar Hills Blvd,null,5915 CEDAR HILLS BLVD,false,null,null,provider,false,null,null,null,null,null
8746,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,CARE OPTIONS SUPPORT SERVICES LLC,healthcare,ABA Therapy | Transportation,null,care-options-support-services-llc-jacksonville-fl-8746,[],[],[],7242 MERRILL RD,Jacksonville,Duval,FL,32277,30.352000781515,-81.576127461128,(904) 379-0067,null,null,null,null,null,null,null,null,null,null,null,null,4,3,ChIJgfYQj_Cz5YgRDrMwD1TGEsQ,[],null,false,2025-10-12,false,null,FL-DD Database,'care':1 'duval':7 'jacksonvill':6 'llc':5 'option':2 'servic':4 'support':3,[],"[""florida-medicaid""]",[],7242 Merrill Rd,null,7242 MERRILL RD,false,null,null,provider,false,null,null,null,null,null
8616,2025-11-03 21:44:04.931+00,2025-12-20 06:54:57.883795+00,COMFORT ZONE AGENCY INC,healthcare,ABA Therapy | Transportation,null,comfort-zone-agency-inc-jacksonville-fl-8616,[],[],[],426 E 3RD ST,Jacksonville,Duval,FL,32206,30.338526299919,-81.648114998679,(904) 358-3481,null,null,null,null,null,null,null,null,null,null,null,null,4.8,868,ChIJlbCxC4nc5YgRqzTUeZ_0HHI,[],null,false,2025-10-12,false,null,FL-DD Database,'agenc':3 'comfort':1 'duval':6 'inc':4 'jacksonvill':5 'zone':2,[],"[""florida-medicaid""]",[],426 E 3rd St,null,426 E 3RD ST,false,null,null,provider,false,null,null,null,null,null
9082,2025-11-03 21:44:05.609+00,2025-12-20 06:54:57.883795+00,DAVIS LUCIANA Y,healthcare,ABA Therapy | Transportation,null,davis-luciana-y-jacksonville-fl-9082,[],[],[],10262 HAMLET GLEN DR,Jacksonville,Duval,FL,32221,null,null,(904) 662-0508,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJL0Wh-aW_5YgRmcgjFAicKRE,[],null,false,2025-10-12,false,null,FL-DD Database,'davi':1 'duval':5 'jacksonvill':4 'luciana':2 'y':3,[],"[""florida-medicaid""]",[],10262 Hamlet Glen Dr,null,10262 HAMLET GLEN DR,false,null,null,provider,false,null,null,null,null,null
8759,2025-11-03 21:44:05.183+00,2025-12-20 06:54:57.883795+00,"DIVINE PURPOSE SUPPORT SERVICES
DIVINE PURPOSES SUPPORT SERVICES",healthcare,ABA Therapy | Transportation,null,divine-purpose-support-services-divine-purposes-support-services-jacksonville-fl-8759,[],[],[],127 TALLULAH AVE,Jacksonville,Duval,FL,32208,30.382851071372,-81.652993719595,(907) 707-1943,null,null,null,null,null,null,null,null,null,null,null,null,5,7,ChIJKTxP8n2z5YgRluxtyGb9wfI,[],null,false,2025-10-12,false,null,FL-DD Database,"'divin':1,5 'duval':10 'jacksonvill':9 'purpos':2,6 'servic':4,8 'support':3,7",[],"[""florida-medicaid""]",[],127 Tallulah Ave,null,127 TALLULAH AVE,false,null,null,provider,false,null,null,null,null,null
8743,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,EVANS QUALITY PROVIDER CARE SERVICES,healthcare,ABA Therapy | Transportation,null,evans-quality-provider-care-services-jacksonville-fl-8743,[],[],[],1251 WOODS ST,Jacksonville,Duval,FL,32209,30.341338364456,-81.688702562517,(904) 354-0741,null,null,null,null,null,null,null,null,null,null,null,null,2,13,ChIJzYGsCTS35YgRtpfMy_Y8ttQ,[],null,false,2025-10-12,false,null,FL-DD Database,'care':4 'duval':7 'evan':1 'jacksonvill':6 'provid':3 'qualiti':2 'servic':5,[],"[""florida-medicaid""]",[],1251 Woods St,null,1251 WOODS ST,false,null,null,provider,false,null,null,null,null,null
8747,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,JEFFERSON CASANDRA D,healthcare,ABA Therapy | Transportation,null,jefferson-casandra-d-jacksonville-fl-8747,[],[],[],3452 INWOOD CIR W,Jacksonville,Duval,FL,32207,30.289053726619,-81.639486266201,(904) 396-7876,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJV2JZLkm25YgRParOmQoCoEY,[],null,false,2025-10-12,false,null,FL-DD Database,'casandra':2 'd':3 'duval':5 'jacksonvill':4 'jefferson':1,[],"[""florida-medicaid""]",[],3452 Inwood Cir W,null,3452 INWOOD CIR W,false,null,null,provider,false,null,null,null,null,null
8662,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,JOURNEY TO A NEW BEGINNING,healthcare,ABA Therapy | Transportation,null,journey-to-a-new-beginning-jacksonville-fl-8662,[],[],[],1520 MESA DR,Jacksonville,Duval,FL,32221,30.294486200752,-81.795995019731,(904) 888-0984,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJoZRIQz-_5YgRgNLIuNh1mYk,[],null,false,2025-10-12,false,null,FL-DD Database,'begin':5 'duval':7 'jacksonvill':6 'journey':1 'new':4,[],"[""florida-medicaid""]",[],1520 Mesa Dr,null,1520 MESA DR,false,null,null,provider,false,null,null,null,null,null
8754,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,"L'ARCHE JACKSONVILLE, INC.",healthcare,ABA Therapy | Transportation,null,larche-jacksonville-inc-jacksonville-fl-8754,[],[],[],700 ARLINGTON ROAD NORTH,Jacksonville,Duval,FL,32211,30.324097549301,-81.583969732391,(904) 721-5992,null,null,null,null,null,null,null,null,null,null,null,null,4.8,16,ChIJR9ZVcqu15YgRZOtTpX-Ps8U,[],null,false,2025-10-12,false,null,FL-DD Database,"'arch':2 'duval':6 'inc':4 'jacksonvill':3,5 'l':1",[],"[""florida-medicaid""]",[],700 Arlington Rd North,null,700 ARLINGTON ROAD NORTH,false,null,null,provider,false,null,null,null,null,null
8748,2025-11-03 21:44:05.063+00,2025-12-20 06:54:57.883795+00,LASHAWNS LOVING CARE LLC,healthcare,ABA Therapy | Transportation,null,lashawns-loving-care-llc-jacksonville-fl-8748,[],[],[],12001 ALEXANDRA DR,Jacksonville,Duval,FL,32218,30.451779437661,-81.691679478565,(904) 413-2988,null,null,null,null,null,null,null,null,null,null,null,null,5,2,ChIJd4rqcyXL5YgRRDMCcMrYfn0,[],null,false,2025-10-12,false,null,FL-DD Database,'care':3 'duval':6 'jacksonvill':5 'lashawn':1 'llc':4 'love':2,[],"[""florida-medicaid""]",[],12001 Alexandra Dr,null,12001 ALEXANDRA DR,false,null,null,provider,false,null,null,null,null,null
8890,2025-11-03 21:44:05.364+00,2025-12-20 06:54:57.883795+00,"PURE HEARTS AND HANDS, INC.",healthcare,ABA Therapy | Skilled Nursing,null,pure-hearts-and-hands-inc-jacksonville-fl-8890,[],[],[],12621 GREEN MEADOW DR,Jacksonville,Duval,FL,32218,30.465270262919,-81.72745553089,(904) 993-0751,null,null,null,null,null,null,null,null,null,null,null,null,5,4,ChIJr2tRA-3H5YgRj_e6L8VM4C0,[],null,false,2025-10-12,false,null,FL-DD Database,'duval':7 'hand':4 'heart':2 'inc':5 'jacksonvill':6 'pure':1,[],"[""florida-medicaid""]",[],12621 Green Meadow Dr,null,12621 GREEN MEADOW DR,false,null,null,provider,false,null,null,null,null,null
9064,2025-11-03 21:44:05.609+00,2025-12-20 06:54:57.883795+00,R&R LOVING HANDS,healthcare,ABA Therapy | Transportation,null,rr-loving-hands-jacksonville-fl-9064,[],[],[],2489 JUSTIN RD E,Jacksonville,Duval,FL,32210,30.273603518336,-81.784865285957,(904) 781-7791,null,null,null,null,null,null,null,null,null,null,null,null,5,5,ChIJ__-riFa_5YgRm3cYT5vBhTg,[],null,false,2025-10-12,false,null,FL-DD Database,"'duval':6 'hand':4 'jacksonvill':5 'love':3 'r':1,2",[],"[""florida-medicaid""]",[],2489 Justin Rd E,null,2489 JUSTIN RD E,false,null,null,provider,false,null,null,null,null,null
9055,2025-11-03 21:44:05.486+00,2025-12-20 06:54:57.883795+00,SHORE SIDE,healthcare,ABA Therapy | Transportation,null,shore-side-jacksonville-fl-9055,[],[],[],11454 WILLET CT S,Jacksonville,Duval,FL,32225,30.346715337442,-81.510738208739,(760) 583-5269,null,null,null,null,null,null,null,null,null,null,null,null,null,null,ChIJoULbMqpM5IgR-sDIS4Utsp4,[],null,false,2025-10-12,false,null,FL-DD Database,'duval':4 'jacksonvill':3 'shore':1 'side':2,[],"[""florida-medicaid""]",[],11454 Willet Ct S,null,11454 WILLET CT S,false,null,null,provider,false,null,null,null,null,null
