provider_name,website,phone,address1,city,county
Autism Spectrum Counseling,http://www.autism-spectrum-counseling.com/,(813) 553-7910,"4100 W Kennedy Blvd # 230, Tampa, FL 33609, USA",Tampa,null
Bakas Equestrian Center,https://www.bakasequestriancenter.com/,(813) 264-3890,"11510 Whisper Lake Trail, Tampa, FL 33626, USA",Tampa,null
BASS ABA Therapy - Carrollwood,http://www.bassautism.com/,(877) 823-4283,"3910 Northdale Blvd # 210, Tampa, FL 33624, USA",Tampa,null
Bee Positive Behavior Services Inc.,http://www.beepositivebehaviorservices.com/,(305) 903-3505,"10661 N Kendall Dr Suite 228, Miami, FL 33176, USA",Miami,null
Behavior Analysis Inc,https://www.behavior-analysis.org/,(954) 577-7790,"8001 SW 36th St #9, Davie, FL 33328, USA",Davie,null
Bilingual Key Therapy,http://www.bilingualkeytherapy.com/,(772) 672-0897,"1631 St Lucie W Blvd STE 208, Port St. Lucie, FL 34986, USA",Port St. Lucie,null
Bit-By-Bit Medical Therapeutic Riding Center,http://bitbybittherapy.org/,(754) 779-7888,"3141 SW 118th Terrace, Davie, FL 33330, USA",Davie,null
Blue Care Behavior Therapy,https://bluecaretherapy.com/,(904) 662-7093,"1616 Jork Rd Ste 401-402, Jacksonville, FL 32207, USA",Jacksonville,null
Blue Cat Neuropsychology & Intervention PLLC,https://www.bluecatneuro.net/,(321) 209-3344,"5200 Babcock St NE Ste 304, Palm Bay, FL 32905, USA",Palm Bay,null
Brighten Bay,https://brightenbay.com/,(772) 310-4546,"5300 Dunn Rd, Fort Pierce, FL 34981, USA",Fort Pierce,null
Butterfly Effects - ABA Therapy for Autism,https://butterflyeffects.com/locations/florida/tampa/center/,(888) 880-9270,"10004 N Dale Mabry Hwy Suite 102, Tampa, FL 33618, USA",Tampa,null
C.A.R.E. Foundation,https://www.thecarefoundation.org/,(407) 247-8948,"4609 W Ponkan Rd, Apopka, FL 32712, USA",Apopka,null
"Canine Assisted Therapy, Inc.",http://www.catdogs.org/,(954) 990-5175,"1040 NE 45th St, Oakland Park, FL 33334, USA",Oakland Park,null
Coral Oaks,https://www.fivestarseniorliving.com/communities/fl/palm-harbor/coral-oaks/?utm_source=local_google&utm_medium=organic&utm_campaign=FL_Coral%20Oaks_59164,(727) 787-3333,"900 W Lake Rd, Palm Harbor, FL 34684, USA",Palm Harbor,null
Crossroads Corral,http://www.crossroadscorral.org/,(407) 603-6325,"205 Lazy Acres Ln, Longwood, FL 32750, USA",Longwood,null
Di Sciascio Equine Solutions,http://disciascioequinesolutions.com/,(954) 901-0652,"7350 SW 39th St, Davie, FL 33314, USA",Davie,null
"Di Sciascio Equine Solutions, LLC",https://www.disciascioequinesolutions.com/,(954) 901-0652,"10251 Orange Dr, Davie, FL 33328, USA",Davie,null
Dip'n Dogs Canine Swimming,http://www.dipndogs.com/,(407) 227-0030,"1960 King Arthurs Ct, Winter Park, FL 32792, USA",Winter Park,null
"Dr. Derek G. Turesky, P.A.",https://www.mindbodypsychologist.com/,(561) 235-0733,"1489 W Palmetto Park Rd Ste 410-T, Boca Raton, FL 33486, USA",Boca Raton,null
Eastern Florida Autism Center,https://www.efac15.com/,(321) 914-4055,"1320 Culver Dr NE, Palm Bay, FL 32907, USA",Palm Bay,null
Easterseals at Edgar's Farm,https://www.easterseals.com/necfl/,(386) 262-8538,"3804 Pioneer Trail, New Smyrna Beach, FL 32168, USA",New Smyrna Beach,null
Emerald M Therapeutic Riding Center,http://www.emeraldmtherapeuticridingcenter.org/,(352) 428-1772,"4022 Goldsmith Rd, Brooksville, FL 34602, USA",Brooksville,null
Emotional Support Animal Letter,http://www.esahousingletter.com/,(321) 392-6420,"1654 N Semoran Blvd #148A, Orlando, FL 32807, USA",Orlando,null
Emotional Support Animal LLC,http://www.emotionaltherapypet.com/,(833) 364-4431,"2809 Poinsettia Ave, West Palm Beach, FL 33407, USA",West Palm Beach,null
Encompass Health Rehabilitation Hospital of Altamonte Springs,https://www.encompasshealth.com/locations/altamonte-springs-rehab?utm_source=google&utm_medium=organic&utm_campaign=gbp,(407) 587-8600,"831 S State Rd 434, Altamonte Springs, FL 32714, USA",Altamonte Springs,null
Equanimity Behavioral Services,http://equanimitytherapy.com/,(954) 399-2637,"701 Promenade Dr #250, Pembroke Pines, FL 33026, USA",Pembroke Pines,null
Equi-Fit Wellness and Rehabilitation,https://www.equi-fitwr.com/,(561) 768-5830,"14333 Broken Wing Ln, Palm Beach Gardens, FL 33418, USA",Palm Beach Gardens,null
Equine-Assisted Therapies of South Florida,http://www.equineatsf.org/,(954) 974-2007,"3601 W Sample Rd, Coconut Creek, FL 33073, USA",Coconut Creek,null
Equusolutions,https://equusolutions.com/contact-us/,(727) 467-4213,"2625 Keystone Rd, Tarpon Springs, FL 34688, USA",Tarpon Springs,null
ESAnimals,https://esanimals.com/,(877) 955-8555,"1975 E Sunrise Blvd #860, Fort Lauderdale, FL 33304, USA",Fort Lauderdale,null
Exceptional Therapies - Jacksonville - Applied Behavior Analysis,http://www.exceptionaltherapies.com/,(904) 895-5865,"6817 Southpoint Pkwy Unit 2001 /2002, Jacksonville, FL 32256, USA",Jacksonville,null
Family Psych Central,http://www.familypsychcentral.com/#!contact/c24vq,(305) 985-3618,"7450 Griffin Rd STE 250, Davie, FL 33314, USA",Davie,null
Fat Cat Cafe,https://www.fatcatcafetally.com/,(850) 296-9454,"2901 E Park Ave, Tallahassee, FL 32301, USA",Tallahassee,null
Florida Autism Treatment Center,https://www.behavior-analysis.org/,(954) 533-4845,"3501 S University Dr STE 9, Davie, FL 33328, USA",Davie,null
Freedom Farm and Therapy Center,http://freedomfarmfoundation.org/,(727) 204-7911,"8130 66th St N Ste 8, Pinellas Park, FL 33781, USA",Pinellas Park,null
Freedom Ride Inc,http://www.freedomride.com/,(407) 293-0411,"3919 Bay Lake Rd, Orlando, FL 32808, USA",Orlando,null
FSU Autism Institute,https://med.fsu.edu/autisminstitute/home,null,"Building A, 2312 Killearn Center Blvd, Tallahassee, FL 32309, USA",Tallahassee,null
FSU Center For Autism,http://fsucard.com/,null,"2312 Killearn Center Blvd, Tallahassee, FL 32309, USA",Tallahassee,null
Full Spectrum ABA,http://www.fullspectrumaba.com/,(386) 310-0880,"3790 Dairy Rd Suite 108, Melbourne, FL 32904, USA",Melbourne,null
Gainesville Riding through Equine-assisted Activities and Therapy,http://gainesvillehorseassistedtherapy.org/,(352) 317-3206,"9816 N W 171st Terrace, Alachua, FL 32615, USA",Alachua,null
Give Back for Special Equestrians,https://www.givebackeq.org/contact-us,(305) 608-5350,"220 Alhambra Cir, Coral Gables, FL 33134, USA",Coral Gables,null
"Global Speech and Rehab Services, LLC",http://www.globalspeechandrehab.com/,(786) 623-4053,"909 N Miami Beach Blvd STE 503, North Miami Beach, FL 33162, USA",North Miami Beach,null
Golden Saddles,http://gsmiami.com/,(617) 939-1033,"17490 SW 58th St, Southwest Ranches, FL 33331, USA",Southwest Ranches,null
Graze Academy Inc,http://www.grazeacademyinc.org/,(727) 287-8893,"3102 Thonotosassa Rd, Plant City, FL 33565, USA",Plant City,null
Healing Horses One Child At A Time inc.,https://healinghorsesonechildatatime.com/,(813) 900-6305,"28821 Bennington Dr, Wesley Chapel, FL 33544, USA",Wesley Chapel,null
HERD Foundation,https://www.herdfoundation.org/,(844) 469-4373,"5135 Conklin Dr, Delray Beach, FL 33484, USA",Delray Beach,null
Honor Murphy Physical Therapy Solutions,http://honor-pt.com/,(321) 421-9144,"Bowe Gardens Shopping Center, 2176 Sarno Rd #102, Melbourne, FL 32935, USA",Melbourne,null
Hop Skip and a Jump Pediatric Therapy,http://www.orlandokidstherapy.com/,(407) 461-1998,"886 S Dillard St, Winter Garden, FL 34787, USA",Winter Garden,null
HOPE - Horses Helping People,http://www.horseshelpingpeople.org/,(352) 495-0533,"9722 SW 153rd Ave, Archer, FL 32618, USA",Archer,null
Hope Haven,http://www.hope-haven.org/,(904) 346-5100,"4600 Beach Blvd, Jacksonville, FL 32207, USA",Jacksonville,null
Hope Youth Ranch d.b.a. Hope Ranch Learning Academy,http://www.hoperanchlearningacademy.org/,(727) 232-0119,"17933 E Rd, Hudson, FL 34667, USA",Hudson,null
Hopes Dreams and Horses,http://www.hopesdreamsandhorses.org/,(561) 262-3038,"10660 Randolph Siding Rd, Jupiter, FL 33478, USA",Jupiter,null
Horse Force,http://grazeacademyinc.org/,(727) 287-8893,"3102 Thonotosassa Rd, Plant City, FL 33565, USA",Plant City,null
Horse Sense & Sensitivity,http://www.horsesensejax.org/,(904) 257-6612,"2202 Bishop Estates Rd, Jacksonville, FL 32259, USA",Jacksonville,null
"Horses Healing Hearts, Inc.",http://www.horseshealingheartsusa.org/,(561) 713-6133,"2300 High Ridge Rd, Boynton Beach, FL 33426, USA",Boynton Beach,null
Humane Society Of Greater Miami North,https://www.humanesocietymiami.org/,(305) 696-0800,"16101 W Dixie Hwy, North Miami Beach, FL 33160, USA",North Miami Beach,null
Intentions Ranch Wellness Center in Nature,https://intentionsranch.com/,(954) 773-4883,"18330 SW 66th St Bldg Ranch, Southwest Ranches, FL 33331, USA",Southwest Ranches,null
JAFCO Children's Village,http://www.jafco.org/,(954) 749-7230,"4200 N University Dr, Sunrise, FL 33351, USA",Sunrise,null
"Joshua E. Shannon, LMHC PhD",http://www.drjoshuashannon.com/,(877) 957-3422,"1000 N Ashley Dr #512, Tampa, FL 33602, USA",Tampa,null
Juno Counseling And Wellness,https://www.junocounseling.com/,(561) 532-7768,"2401 PGA Blvd #134, Palm Beach Gardens, FL 33410, USA",Palm Beach Gardens,null
"Ladybug Farm Sanctuary, Inc.",https://ladybugfarmsanctuary.com/,(727) 642-1917,"12536 Tyler Run Ave, Odessa, FL 33556, USA",Odessa,null
Life Unbridled Sports Psychology and Mental Health Therapy,http://lifeunbridledpvb.com/,(904) 515-3673,"86 S Roscoe Blvd, Ponte Vedra Beach, FL 32082, USA",Ponte Vedra Beach,null
LifeSkills Sensory Integration Specialists,http://www.lifeskillscenter.com/,(407) 629-9455,"100 E Sybelia Ave Suite 120, Maitland, FL 32751, USA",Maitland,null
Living Soul Autism and ABA,https://livingsoulllc.com/,(561) 536-5888,"3175 S Congress Ave Suite 204 A, Palm Springs, FL 33461, USA",Palm Springs,null
Love Serving Autism,https://loveservingautism.org/,(561) 331-1903,"11231 U.S. Rte 1, North Palm Beach, FL 33408, USA",North Palm Beach,null
Mailman Center for Child Development,https://umiamihealth.org/en/locations/mailman-center-for-child-development,(305) 243-6631,"1601 NW 12th Ave, Miami, FL 33136, USA",Miami,null
Miles of Smiles Foundation,https://www.milesranch.org/,(239) 851-0621,"19810 Gottarde Rd, North Fort Myers, FL 33917, North Fort Myers, FL 33917, USA",North Fort Myers,null
Miles Ranch,https://www.milesranch.org/,(239) 851-0621,"19810 Gottarde Rd, North Fort Myers, FL 33917, USA",North Fort Myers,null
Mosaic Creative Counseling,http://mosaiccreativecounseling.com/,(850) 542-1212,"1840 Fiddler Ct, Tallahassee, FL 32308, USA",Tallahassee,null
Mosaic Psychiatry,https://www.mosaicpsychiatry.com/,(407) 906-3755,"208 Booth Rd Suite D, Ormond Beach, FL 32174, USA",Ormond Beach,null
"My Autism Connection, Inc. (MAC)",http://myautismconnection.net/,(239) 288-6070,"7181 College Pkwy Suite 22, Fort Myers, FL 33907, USA",Fort Myers,null
MY ESA Therapist | Emotional Support Animal Letter,https://myesatherapist.com/florida/,(888) 412-4041,"225 W Forsyth St 5TH FL, Jacksonville, FL 32202, USA",Jacksonville,null
My Favorite Therapists,https://myfavoritetherapistswestpalmbeach.com/,(754) 444-3707,"2050 Vista Pkwy, West Palm Beach, FL 33411, USA",West Palm Beach,null
NFES/H.O.R.S.E Therapies,https://jaxhorsetherapies.org/nfes,(904) 422-1802,"13611 Normandy Blvd, Jacksonville, FL 32221, USA",Jacksonville,null
Official Pets,https://officialpets.com/,(844) 738-7372,"4700 N Congress Ave Suite 200, West Palm Beach, FL 33407, USA",West Palm Beach,null
Palm Beach School For Autism,http://pbsfa.org/,(561) 533-9917,"8480 Lantana Rd, Greenacres, FL 33467, USA",Greenacres,null
"Paws 4 Liberty, Inc.",http://paws4liberty.org/,(561) 223-3426,"3574 Dunes Rd, Palm Beach Gardens, FL 33410, USA",Palm Beach Gardens,null
Paws For Compassion,https://www.pawsforcompassion.com/contact,(561) 768-1066,"423 Kennedy St, Jupiter, FL 33458, USA",Jupiter,null
Personal Ponies,http://personalponies-fl.org/,(561) 445-4456,"12151 Diamond House Ln, Boca Raton, FL 33498, USA",Boca Raton,null
Pet Companion ESA,https://petcompanionesa.com/,(954) 607-8993,"5124 Hollywood Blvd, Hollywood, FL 33021, USA",Hollywood,null
Pompano Beach Sand and Spurs Equestrian Park,https://parks.pompanobeachfl.gov/parks-beach-and-pier/sand-and-spurs-equestrian-park,(954) 786-4507,"1600 NE 5th Ave, Pompano Beach, FL 33060, USA",Pompano Beach,null
Professional Pets Florida LLC,http://www.professionalpets.net/,(516) 880-5558,"1218 Millennium Pkwy Suite 1-11, Brandon, FL 33511, USA",Brandon,null
"Psychological Service Dogs, INC",https://psychologicalservicedogs.org/,null,"1908 Howell Branch Rd, Winter Park, FL 32792, USA",Winter Park,null
Pura Vida Chiropractic LLC,http://www.mypuravidachiro.com/,(727) 220-6778,"3959 S Nova Rd # 9, Port Orange, FL 32127, USA",Port Orange,null
Quantum Leap Farm Inc,http://www.quantumleapfarm.org/,(813) 920-9250,"10401 Woodstock Rd, Odessa, FL 33556, USA",Odessa,null
Renaissance Healthcare Group,http://pasadenavilla.com/,(407) 246-5250,"216 Pasadena Pl, Orlando, FL 32803, USA",Orlando,null
Satori Mental Health - Ketamine Treatment Orlando,https://www.satorimentalhealth.com/,(321) 248-4056,"1654 N Semoran Blvd ste 148c, Orlando, FL 32807, USA",Orlando,null
SatoriMD,https://www.satorimentalhealth.com/,(321) 248-4056,"8751 Commodity Cir Unit 10b, Orlando, FL 32819, USA",Orlando,null
Sensory Station Therapy,http://www.sensorystationtherapy.com/,(561) 429-6018,"804 U.S. Rte 1 Suite 8, Lake Park, FL 33403, USA",Lake Park,null
"Shades of Autism Parent Network, Inc.",http://www.shadesapn.org/,(904) 206-7166,"2736 University Blvd W #5, Jacksonville, FL 32217, USA",Jacksonville,null
Special Equestrians,https://www.specialequestrians.net/,(239) 226-1221,"5121 Staley Rd, Fort Myers, FL 33905, USA",Fort Myers,null
Special Hearts Farm,https://www.specialheartsfarm.com/,(407) 347-8431,"1100 E Maple St, Winter Garden, FL 34787, USA",Winter Garden,null
Strides Occupational Therapy,http://www.stridesot.com/,(239) 404-8329,"5121 Staley Rd, Fort Myers, FL 33905, USA",Fort Myers,null
Tallahassee TMS,https://tallahasseetms.com/,(850) 329-2076,"1407 M D Ln, Tallahassee, FL 32308, USA",Tallahassee,null
Tampa Bay Autism Center,https://tbautismcenter.org/,(813) 330-0311,"14214 N Nebraska Ave, Tampa, FL 33613, USA",Tampa,null
Tampa Counseling and Wellness,http://www.tampacounselingandwellness.com/,(813) 520-2807,"2814 W Dr Martin Luther King Jr Blvd #201, Tampa, FL 33607, USA",Tampa,null
TARA FARM,http://tarafarm.org/,(561) 665-0083,"5135 Conklin Dr, Delray Beach, FL 33484, USA",Delray Beach,null
The Florida OCD Autism and Anxiety Treatment Center (FLOAAT Center),https://www.floaatcenter.com/?utm_source=organic&utm_medium=gmb&utm_campaign=1seo_gmb,(352) 642-6008,"5211 SW 91st Terrace suite f, Gainesville, FL 32608, USA",Gainesville,null
"The Lucky Horse Sanctuary, Inc",http://www.theluckyhorsesanctuary.org/,(561) 860-1404,"4250 NW 43rd St, Coconut Creek, FL 33073, USA",Coconut Creek,null
The Luminous Care,https://www.theluminouscare.com/,(833) 422-5585,"2301 W Sample Rd Bldg 4, Suite 2B, Pompano Beach, FL 33073, USA",Pompano Beach,null
The Scott Center for Autism Treatment,http://www.thescottcenter.org/,(321) 674-8106,"3251 Engineering St, Melbourne, FL 32901, USA",Melbourne,null
Therapeutic Treehouse,http://therapeutictreehouse.com/,(561) 223-1650,"7410 Boynton Beach Blvd B-1, Boynton Beach, FL 33437, USA",Boynton Beach,null
Therapies 4 Kids,http://www.therapies4kids.com/,(954) 719-6280,"1311 N Palm Ave, Pembroke Pines, FL 33024, USA",Pembroke Pines,null
TherHappy Therapy Services,http://therhappy.org/,(727) 862-9101,"11820 Denton Ave, Hudson, FL 34667, USA",Hudson,null
TherHappy Therapy Services,http://therhappy.org/,(813) 854-2779,"13049 W Linebaugh Ave #102, Tampa, FL 33626, USA",Tampa,null
Traverse,https://www.traversetherapeuticriding.org/,(813) 924-0488,"11810 Blue Tick Rd, Odessa, FL 33556, USA",Odessa,null
UF Center for Autism and Related Disabilities,http://www.card.ufl.edu/,(352) 265-2230,"4101 NW 89 Blvd, Gainesville, FL 32606, USA",Gainesville,null
UF Health Center for Autism and Neurodevelopment,https://ufhealth.org/locations/uf-health-center-for-autism-and-neurodevelopment?utm_source=pg-google&utm_medium=organic&utm_campaign=pg-listings,(352) 733-1030,"4101 NW 89 Blvd, Gainesville, FL 32606, USA",Gainesville,null
UF Health Center for Autism and Related Disabilities - Dupont Station,https://ufhealthjax.org/locations/uf-health-center-for-autism-and-related-disabilities-dupont-station,(904) 633-0760,"6271 St Augustine Rd Suite 1, Jacksonville, FL 32217, USA",Jacksonville,null
United Recovery Project - Luxury Rehab in Florida,https://unitedrecoveryproject.com/,(888) 861-8628,"5900 Johnson St, Hollywood, FL 33021, USA",Hollywood,null
United Support Animals,https://www.unitedsupportanimals.org/,(800) 918-3151,"6781 W Sunrise Blvd, Plantation, FL 33313, USA",Plantation,null
Valor Service Dogs,http://www.valorservicedogs.org/,(813) 634-3232,"15006 McGrady Rd, Wimauma, FL 33598, USA",Wimauma,null
Villas at Killearn Lakes,http://www.villasatkillearnlakes.com/,(850) 391-1754,"8213 Killearn Lake Ter, Tallahassee, FL 32312, USA",Tallahassee,null
Vinceremos Therapeutic Horsemanship Center,http://vinceremos.org/,(561) 792-9900,"13300 6th Ct N, Loxahatchee, FL 33470, USA",Loxahatchee,null
Whispering Manes Therapeutic Riding Center,http://www.whisperingmanes.org/,(305) 596-4204,"6105 SW 125th Ave, Miami, FL 33183, USA",Miami,null
Whispering Meadows Ranch,https://www.whisperingmeadowsranch.org/equine-programs/,(386) 439-3195,"5011 John Anderson Hwy, Flagler Beach, FL 32136, USA",Flagler Beach,null
