id,name,address1,address2,city,state,zip_code,phone,category
7177,AnneRose Therapy & Health Services LLC,7000 W Palmetto Park Rd,null,Boca Raton,FL,33433,(561) 409-4490,healthcare
9182,Blossom Speech & Language Therapy- Boca Raton,8177 Glades Rd,null,Boca Raton,FL,33434,(561) 270-4433,healthcare
9380,Expressions 4 Kids,7601 N Federal Hwy,Suite,Boca Raton,FL,33487,(561) 571-5287,healthcare
10167,"F.I.T. PT, Florida In-Home Therapy",950 Peninsula Corp Cir,null,Boca Raton,FL,33487,(561) 501-1983,healthcare
9652,FUNctional Pediatric Therapy,3301 Nw 2nd Ave,null,Boca Raton,FL,33431,(561) 206-4166,healthcare
9007,GLOBEX COMMUNITY DEVELOPMENT CENTER,10362 Buena Ventura Dr,null,Boca Raton,FL,33498,(561) 313-7113,healthcare
6401,"HABILITATION CENTER FOR THE HANDICAPPED, INC.",22313 Boca Rio Rd,null,Boca Raton,FL,33433,(561) 808-9571,healthcare
5886,JEWISH ASSN. FOR RESIDENTIAL CARE,21160 95th Ave South,null,Boca Raton,FL,33428,(561) 558-2550,healthcare
6174,"LUCIENNE HOME CARE, INC
NA",3200 N Federal Hwy,Suite,Boca Raton,FL,33431,(954) 635-5156,healthcare
9305,Pathways to Progress Therapy Services,398 Camino Gardens Blvd,null,Boca Raton,FL,33432,(561) 523-3211,healthcare
9200,"Pediatric Sunshine Therapy, LLC",9181 Glades Rd,null,Boca Raton,FL,33434,(954) 608-0073,healthcare
10003,Progressive Pediatric Therapy - Boca Office,7000 W Palmetto Park Rd,null,Boca Raton,FL,33433,(561) 376-2573,healthcare
9243,Provita Speech Therapy Boca Raton,9250 Glades Rd,null,Boca Raton,FL,33434,(954) 666-2942,healthcare
9315,"Sunshine Therapy Partners, PLLC",7284 W Palmetto Park Rd,Suite,Boca Raton,FL,33433,(305) 336-5381,healthcare
9347,The Pediatric Feeding Institute of South Florida,7301 W Palmetto Park Rd,Suite,Boca Raton,FL,33433,(561) 571-7557,healthcare
6404,"TRI-COUNTY HOMECARE OF FLORIDA, INC",1 W Camino Real,Suite,Boca Raton,FL,33432,(561) 922-9178,healthcare
6132,"TUTTS PLACE, INC.",23435 Radient Ct,null,Boca Raton,FL,33428,(561) 910-0716,healthcare
9755,Pelletier Rickert Physical Therapy - Bokeelia,5990 Mackerel Rd,null,Bokeelia,FL,33922,(239) 283-1716,healthcare
6015,TRI COUNTY COMM COUN INC,302 North Oklahoma St,null,Bonifay,FL,32425,(850) 547-3689,healthcare
6358,ABLE TO DREAM INC,1375 Gateway Blvd,Suite,Boynton Beach,FL,33426,(305) 890-2449,healthcare
9009,ADDERLY JR JAMIE E,7449 Palmdale Dr,null,Boynton Beach,FL,33436,(561) 294-3234,healthcare
8329,Children's Services Council of Palm Beach County,2300 High Ridge Rd,null,Boynton Beach,FL,33426,(561) 740-7000,healthcare
9658,Elite Therapy Institute,8190 Jog Rd,Suite,Boynton Beach,FL,33472,(561) 731-5999,healthcare
10169,Florida Movement Therapy Centers,12040 S Jog Rd,Suite,Boynton Beach,FL,33437,(561) 733-5083,healthcare
7158,Measuring Minds,1375 Gateway Blvd,null,Boynton Beach,FL,33426,(561) 291-8898,healthcare
9003,MEHONACARE LLC,2405 Quantum Blvd,null,Boynton Beach,FL,33426,(561) 215-3468,healthcare
9328,Project Speech,8198 Jog Rd,null,Boynton Beach,FL,33472,(561) 631-7723,healthcare
8336,Reflections Creative Therapies Group,8198 Jog Rd,Suite,Boynton Beach,FL,33472,(561) 810-6631,healthcare
9221,Speech Language & More - Boynton Beach,9819 S Military Trl,Suite,Boynton Beach,FL,33436,(561) 200-4343,healthcare
6026,"THE VINGLO HOUSE, LLC",1862 Finn Hill Dr,null,Boynton Beach,FL,33426,(954) 727-6921,healthcare
9379,Therapeutic Treehouse,7410 Boynton Beach Blvd B-1,null,Boynton Beach,FL,33437,(561) 223-1650,healthcare
8753,AROUND THE WAY LLC,14615 Westbrook Cir,Suite,Bradenton,FL,34211,(941) 545-4924,healthcare
6307,ASPIRING ABILITIES LLC,1904 Roslyn Ave,null,Bradenton,FL,34207,(941) 730-7022,healthcare
8761,B-WORLD QUALITY CARE CORP.,216 12th Ave W,null,Bradenton,FL,34205,(941) 201-5354,healthcare
9799,"Children's Therapy Associates, Inc.",3911 Golf Park Loop,Suite,Bradenton,FL,34203,(941) 756-1003,healthcare
6300,"EMPOWERED ABILITIES HEALTHCARE SOLUTIONS, LLC",2606 11th Ave W,null,Bradenton,FL,34205,(941) 264-9975,healthcare
8768,MANATEE ASSISTED LIVING FACILIY,2524 9th Ave East,null,Bradenton,FL,34208,(941) 749-5250,healthcare
6308,SIDE BY SIDE WORKING TOGETHER,6146 42nd St Cir E,null,Bradenton,FL,34203,(941) 749-5486,healthcare
6025,"WESTSIDE GROUP HOME, INC",2602 43rd St West,null,Bradenton,FL,34209,(941) 794-5759,healthcare
8669,"AVA CARES, LLC
AVA CARES GROUP HOME",713 Pearl Cir,null,Brandon,FL,33510,(813) 300-6177,healthcare
5811,"BAY AREA DIRECT CLIENT CARE LLC
DESHAE MARTIN",110 Lithia Pinecrest Rd,Suite,Brandon,FL,33511,(813) 679-5122,healthcare
6253,"BRANDON SPORTS AND AQUATICS CENTER, INC.
HIGH 5, INC.",405 Beverly Blvd,null,Brandon,FL,33511,(813) 689-0908,healthcare
8696,CELESTAL CARE LLC,1307 Mohrlake Dr,null,Brandon,FL,33511,(813) 585-5845,healthcare
10071,HealthPro Pediatrics Brandon,602 Vonderburg Dr,Suite,Brandon,FL,33511,(813) 653-1149,healthcare
6254,"IMPACT'S TRANSITIONAL LIFE-SKILL CENTER, INC.",909 Bryan Rd,null,Brandon,FL,33511,(813) 693-5101,healthcare
6237,"K2 ESCAPE, INC.",516 Corner Dr,null,Brandon,FL,33511,(813) 440-7815,healthcare
6099,"LIFELONG LEARNERS ACADEMY LLC
YOLANDE S. COLLMAN",2724 Conch Hollow Dr,null,Brandon,FL,33511,(201) 478-1688,healthcare
8695,"NEW HORIZONS GROUP HOMES, INC.
NEW HORIZONS GROUP HOME",109 E Clay Ave,null,Brandon,FL,33510,(813) 571-2690,healthcare
10413,"Occupational Therapy at Johns Hopkins All Children's Outpatient Care, Brandon",885 S Parsons Ave,null,Brandon,FL,33511,(727) 767-7272,healthcare
6467,PARAGON CARE INC,807 Hillside Ter,null,Brandon,FL,33511,(813) 956-8270,healthcare
10072,Pediatric Therapy Services - Brandon,206 Ridgewood Ave,null,Brandon,FL,33510,(813) 662-1060,healthcare
6176,"RNJ HOME HEALTH SERVICES, INC",47 Camelot Ridge Dr,null,Brandon,FL,33511,(813) 508-5474,healthcare
10209,Skill Point Therapy - Brandon,1463 Oakfield Dr,null,Brandon,FL,33511,(813) 491-8300,healthcare
8681,THE JOHNSON HOUSE INC,1225 Alpine Lake Dr,null,Brandon,FL,33511,(813) 404-3044,healthcare
8933,LEVY CNTY BOARD OF CNTY COMMISSIONE,970 E Hathaway Ave,null,Bronson,FL,32621,(352) 486-3485,healthcare
6385,"WILSON SHERI L
HOME ACCESSIBILITY CONSULTING LLC",11470 Ne 81st St,null,Bronson,FL,32621,(407) 417-6031,healthcare
6142,"ABA Kids Connection, Inc - Brooksville",310 Ponce De Leon Blvd,null,Brooksville,FL,34601,(352) 737-1183,healthcare
10033,PT Solutions of Brooksville,20195 Cortez Blvd,null,Brooksville,FL,34601,(352) 754-4500,healthcare
8091,Select Physical Therapy - Weeki Wachee,6479 Oregon Jay Rd,null,Brooksville,FL,34613,(352) 596-8760,healthcare
9397,Superior Therapy Services Inc,20158 Cortez Blvd,null,Brooksville,FL,34601,(352) 796-0069,healthcare
9477,Westshore Physical Therapy aka. Ewing and Thomas,11329 Cortez Blvd,null,Brooksville,FL,34613,(352) 340-5935,healthcare
10032,PT Solutions of Bushnell,413 N West St,null,Bushnell,FL,33513,(352) 569-0004,healthcare
6949,Cocoa Beach Child Psychology,166 Center St,null,Cape Canaveral,FL,32920,(321) 282-1475,healthcare
9774,"Active Med Pros - Dr Justin Dempsey, DC",1413 Viscaya Pkwy,null,Cape Coral,FL,33990,(239) 458-5747,healthcare
8565,ActiveLife Family Chiropractic,1712 Cape Coral Pkwy E,null,Cape Coral,FL,33904,(239) 540-5433,healthcare
10008,Advanced Physical Therapy & Rehabilitation,1402 Se 16th Pl,null,Cape Coral,FL,33990,(239) 772-2363,healthcare
6053,"ADVANTAGE SERVICES GROUP, INC",17 Ne 8 Pl,null,Cape Coral,FL,33909,(305) 519-4313,healthcare
9756,Allied Physical Therapy Wellness Community - 1469 Sw 4th Ter,1469 Sw 4th Ter,null,Cape Coral,FL,33991,(239) 242-0070,healthcare
9445,Apex Physical Therapy - Cape Coral,900 Sw Pine Island Rd,null,Cape Coral,FL,33991,(239) 573-8658,healthcare
8575,Athletic Recovery Services,307 Sw 7th Pl,null,Cape Coral,FL,33991,(239) 424-5111,healthcare
6345,"C&L,A SUPPORT SERVICE INC.",1411 Se 47th St,Suite,Cape Coral,FL,33904,(239) 541-9440,healthcare
9712,Car Accident Doctor Cape Coral Alpha Medicine & Rehab,3208 Chiquita Blvd S,null,Cape Coral,FL,33914,(877) 219-2088,healthcare
6102,"CARING FAMILY GROUP HOME, LLC",1417 Ne 6th Pl,null,Cape Coral,FL,33909,(239) 233-2171,healthcare
10404,Centro Medico LLC,1425 Viscaya Pkwy,null,Cape Coral,FL,33990,(239) 257-1167,healthcare
8525,Chippendale Audiology,1224 Del Prado Blvd S C,null,Cape Coral,FL,33990,(239) 230-3799,healthcare
6346,CITY OF CAPE CORAL,400 Santa Barbara Blvd,null,Cape Coral,FL,33991,(239) 574-0574,healthcare
9980,CORA Physical Therapy Cape Coral,80 Hancock Bridge Pkwy G22,null,Cape Coral,FL,33991,(239) 214-8760,healthcare
8526,Del Prado Medical Center,2500 Del Prado Blvd S,null,Cape Coral,FL,33904,(239) 772-1194,healthcare
6794,Dove Behavioral Health LLC,514 Ne 16th Pl,null,Cape Coral,FL,33909,(239) 445-3683,healthcare
6791,"Dr. Jennifer Brandon, Chiropractor",618 Sw 3rd St,null,Cape Coral,FL,33991,(239) 329-8987,healthcare
9788,Dr. Patrick Bartholomew: Family Foot & Leg Center - Cape Coral,530 Se 16th Pl A,null,Cape Coral,FL,33990,(239) 430-3668,healthcare
8894,"ELSYOFF CARE CENTER LLC
ELSYOFF CARE CENTER",1727 Nw 19th Ter,null,Cape Coral,FL,33993,(239) 312-8316,healthcare
10311,Encompass Health Rehabilitation Hospital of Cape Coral - 1730 Ne Pine Island Rd,1730 Ne Pine Island Rd,null,Cape Coral,FL,33909,(239) 599-3600,healthcare
8591,Experience Health & Wellness Center,2307 Sandoval Blvd,null,Cape Coral,FL,33991,(239) 205-3700,healthcare
5783,Foot and Ankle Center,1722 Del Prado Blvd S,null,Cape Coral,FL,33990,(239) 573-9200,healthcare
7036,Forge Wellness,811 Sw 44th St,Suite,Cape Coral,FL,33914,(781) 413-7169,healthcare
10393,"FOUR CENTERS FOR WELLNESS, INC",1306 Se 46th Ln,Suite,Cape Coral,FL,33904,(239) 910-8615,healthcare
8455,Golden Phoenix Mental Health | Cape Coral,2328 Hancock Bridge Pkwy,null,Cape Coral,FL,33990,(786) 353-2324,healthcare
6405,GRACE IN MOTION LLC,2534 Ne 20th Pl,null,Cape Coral,FL,33909,(646) 474-4776,healthcare
9757,Integrated Therapy Practice - Cape Coral,2002 Del Prado Blvd S,Suite,Cape Coral,FL,33990,(239) 257-1431,healthcare
7952,Island Coast Pediatrics,632 Del Prado Blvd N,null,Cape Coral,FL,33909,(239) 768-2111,healthcare
9446,Jaffe Sports Medicine,455 Del Prado Blvd S,null,Cape Coral,FL,33990,(239) 703-7096,healthcare
8605,Mama's Chiropractic Cape Coral a PalmerCare Clinic,3108 Del Prado Blvd S,null,Cape Coral,FL,33904,(239) 688-2371,healthcare
9798,Millennium Physician Group - Cape Coral Physical Therapy,1528 Del Prado Blvd S,null,Cape Coral,FL,33990,(239) 242-6716,healthcare
10359,Multi-Care Medical - Cape Coral,1425 Viscaya Pkwy,null,Cape Coral,FL,33990,(239) 842-9560,healthcare
10324,Navigate Home Health Care,1222 Se 47th St,Suite,Cape Coral,FL,33904,(239) 939-0636,healthcare
10333,NEXT LEVEL SUPPORTS LLC,405 Se 6th Ter,null,Cape Coral,FL,33990,(239) 451-3211,healthcare
6790,Pediatric Dentistry of Cape Coral,1508 Se 12th Ter,null,Cape Coral,FL,33990,(239) 322-5222,healthcare
9447,Pelletier Rickert Physical Therapy - Cape Coral,1240 Se 8th Ter,null,Cape Coral,FL,33990,(239) 772-3335,healthcare
9889,Physical Therapy Now Cape Coral,706 Sw Pine Island Rd,Suite,Cape Coral,FL,33991,(239) 424-9904,healthcare
6818,"Prestige Behavioral Center, LLC.",303 Ne 3rd Ave,null,Cape Coral,FL,33909,(239) 789-0041,healthcare
8608,"RELIABLE TRANSPORTATION OF SW FL, LLC",313 Se 8th St,null,Cape Coral,FL,33990,(239) 677-5738,healthcare
8515,Select Physical Therapy - Cape Coral,2328 Hancock Bridge Pkwy,null,Cape Coral,FL,33990,(239) 574-7557,healthcare
7942,Select Physical Therapy - Cay West,1715 Cape Coral Pkwy W,null,Cape Coral,FL,33914,(239) 542-0900,healthcare
6311,"SOUTHERN SUPPORTS AGENCY, INC",13 Sw 14th Ave,null,Cape Coral,FL,33991,(954) 288-8449,healthcare
9749,Specific Care Chiropractic - Cape Coral,461 Del Prado Blvd S,Suite,Cape Coral,FL,33990,(239) 369-9109,healthcare
6191,"SUNRISE COMMUNITY OF SOUTHWEST FLORIDA, INC.",810 Se 10th Ct,null,Cape Coral,FL,33990,(305) 596-9040,healthcare
6792,The Traveling Therapist LLC,303 Ne 3rd Ave,null,Cape Coral,FL,33909,(239) 354-7187,healthcare
6819,Vibrant Health & Wellness,1216 Sw 4th St,null,Cape Coral,FL,33991,(239) 789-6959,healthcare
8524,"Vitality Kids Counseling Group, Inc",229 Del Prado Blvd N,null,Cape Coral,FL,33909,(239) 205-6042,healthcare
6793,WellWay - Cape Coral,609 Se 13th Ct,null,Cape Coral,FL,33990,(239) 360-7492,healthcare
6128,"KATHLEEN ANDERSON COMPREHENSIVE WORK CENTER, INC
INSPIRE OF CENTRAL FLORIDA",1095 Belle Ave 1095 Belle Ave,null,Casselberry,FL,32708,(407) 699-4419,healthcare
9378,"Simple Speech Therapy, LLC",8390 Champions Gate Blvd,null,Championsgate,FL,33896,(407) 900-4474,healthcare
8934,"THE ARC OF LEVY COUNTY, INC.",7550 149 Pl,null,Chiefland,FL,32626,(352) 493-1609,healthcare
10368,ARC OF WASHINGTON-HOLMES,1335 South Blvd,null,Chipley,FL,32428,(850) 638-7517,healthcare
6373,FERNANDEZ LIFE CARE SERVICE,7211 Ne 194th St,null,Citra,FL,32113,(352) 299-1434,healthcare
9511,Advanced Medical of Florida,1528 Lakeview Rd,null,Clearwater,FL,33756,(727) 408-5222,healthcare
6260,"AMCAF GROUP HOME, LLC",2015 N Keene Rd,null,Clearwater,FL,33755,(813) 810-8524,healthcare
6442,AMER HOME CARE INC.,1918 Barrington Dr,null,Clearwater,FL,33763,(813) 446-3619,healthcare
6419,"ANGEL CHILD HOME CARE CORP, INC.
ANGEL CHILD HOME CARE",1641 Sunset Point Rd,null,Clearwater,FL,33755,(727) 614-9268,healthcare
10267,Barrett Outpatient Rehabilitation & Sports Medicine Center,430 Morton Plant St,Suite,Clearwater,FL,33756,(727) 462-7052,healthcare
8536,Bay Area Neuromuscular Therapy,1478 Jordan Hills Ct,null,Clearwater,FL,33756,(727) 461-3896,healthcare
8396,Bayside Physical Therapy,1001 S Ft Harrison Ave,null,Clearwater,FL,33756,(727) 441-5044,healthcare
8394,Baywest Chiropractic,1446 Ct St,null,Clearwater,FL,33756,(727) 441-2915,healthcare
10180,Belleair Health Care Center,1150 Ponce De Leon Blvd,null,Clearwater,FL,33756,(727) 585-5491,healthcare
9508,Blue Wave Pediatrics,1822 Drew St,null,Clearwater,FL,33765,(727) 303-3117,healthcare
9155,BRIGHT FUTURE STAR LLC,1890 Oak Park Dr S,null,Clearwater,FL,33764,(727) 656-8725,healthcare
8577,Catalyst Physical Therapy - Clearwater,1206 Ct St,null,Clearwater,FL,33756,(727) 286-8408,healthcare
9675,Champion Wellness Centers - Clearwater,3023 Eastland Blvd,null,Clearwater,FL,33761,(727) 797-9900,healthcare
9668,Clearwater Spine & Rehabilitation,2150 Cleveland St,null,Clearwater,FL,33765,(727) 447-4255,healthcare
8378,Coastal Neuropsychology,3000 Gulf To Bay Blvd,null,Clearwater,FL,33759,(727) 265-3494,healthcare
9940,CORA Physical Therapy Clearwater,1944 N Hercules Ave C,null,Clearwater,FL,33763,(727) 797-8100,healthcare
6507,"DNVO, INC",1308 Viewtop Dr,null,Clearwater,FL,33764,(727) 507-9494,healthcare
6139,FANTA VILLA CARE SERVICES LLC,19135 Us Hwy 19 N,Suite,Clearwater,FL,33764,(727) 815-5499,healthcare
9669,Florida Physio - Clearwater,3700 Ulmerton Rd,null,Clearwater,FL,33762,(727) 490-8262,healthcare
9673,Foundation Physical Therapy-Pelvic Floor and Orthopedics,29605 Us Hwy 19 N,Suite,Clearwater,FL,33761,(727) 784-6088,healthcare
9512,Free Motion Physical Therapy Inc.,305 N Fort Harrison Ave,null,Clearwater,FL,33755,(727) 888-1460,healthcare
8429,Frontier Physical Medicine,2461 Enterprise Rd C,null,Clearwater,FL,33763,(727) 777-6615,healthcare
9791,Impact Health and Performance - Clearwater,28384 Us Hwy 19 N,Suite,Clearwater,FL,33761,(727) 785-8737,healthcare
8374,"Katie Merricks Counseling, LLC, PHD",1831 N Belcher Rd,Suite,Clearwater,FL,33765,(727) 228-2388,healthcare
6201,"LOGISTIQUE, LLC",10300 49th St N,Suite,Clearwater,FL,33762,(727) 370-4168,healthcare
8644,MM DEDICATED CARE INC.,1955 E Skyline Dr,null,Clearwater,FL,33763,(727) 366-8481,healthcare
9663,MOTION RX Physical Therapy - St Pete,13555 Automobile Blvd,null,Clearwater,FL,33762,(727) 826-7142,healthcare
9054,NEED A HAND? CALL ANN,4300 E Bay Dr Lot 106,null,Clearwater,FL,33764,(727) 953-0432,healthcare
9936,Optimal Performance & Physical Therapies,612 Druid Rd,Suite,Clearwater,FL,33756,(727) 475-5543,healthcare
9937,Optimal Performance and Physical Therapies Bayside,73 N Park Pl Blvd,null,Clearwater,FL,33759,(727) 475-6018,healthcare
8537,Orthopaedic Associates Of West Florida,430 Morton Plant St,null,Clearwater,FL,33756,(727) 461-6026,healthcare
10409,Orthopedic Associates of West Florida Countryside,2414 Enterprise Rd,null,Clearwater,FL,33763,(727) 461-6026,healthcare
9667,Premier Physical Therapy & Sports Performance - 1661 Rainbow Dr,1661 Rainbow Dr,null,Clearwater,FL,33755,(727) 442-7500,healthcare
9672,PT Hustle,600 Cleveland St,null,Clearwater,FL,33755,(727) 732-4573,healthcare
10172,PT Solutions of Clearwater,26224 Us Hwy 19 N,null,Clearwater,FL,33761,(727) 221-7363,healthcare
7237,Rift Fitness,1280 Ct St,null,Clearwater,FL,33756,(727) 201-2352,healthcare
5810,"S&A BEAU2FUL BLESSINGS GROUP HOME, LLC",200 S Arcturas Ave,null,Clearwater,FL,33765,(813) 519-7804,healthcare
8825,"SAFE HAVEN, LLC",912 Drew St,null,Clearwater,FL,33755,(305) 741-1150,healthcare
8395,Select Physical Therapy - Clearwater,922 S Missouri Ave,null,Clearwater,FL,33756,(727) 441-4549,healthcare
8425,Select Physical Therapy - Clearwater East,2790 Gulf To Bay Blvd,Suite,Clearwater,FL,33759,(727) 726-9293,healthcare
10366,SKYCREST PLACE LLC,1960 Cleveland St,null,Clearwater,FL,33765,(727) 385-8397,healthcare
10213,"Spark Pediatrics Medical Daycare (PPEC) - Clearwater, FL",5291 110th Ave N,null,Clearwater,FL,33760,(813) 798-2809,healthcare
8405,Spreading Your Wings,2454 Mcmullen Booth Rd,Suite,Clearwater,FL,33759,(727) 477-0864,healthcare
6207,TAMPA BAY GROUP HOMES INC,1897 Princeton Dr,null,Clearwater,FL,33765,(727) 451-0242,healthcare
6338,"THE ARC TAMPA BAY, INC.",1501 N Belcher Rd,Suite,Clearwater,FL,33765,(727) 799-3330,healthcare
8426,Thrive Child Psychology,1465 S Ft Harrison Ave,null,Clearwater,FL,33756,(727) 746-5812,healthcare
9671,Total Vitality Medical Group,26750 Us Hwy 19 N,null,Clearwater,FL,33761,(727) 726-1460,healthcare
8610,TOUCHING LIVES OF TAMPA BAY LLC,1496 Pinebrook Dr,null,Clearwater,FL,33755,(276) 393-9206,healthcare
9513,Trust Physical Therapy,29251 Us Hwy 19 N,null,Clearwater,FL,33761,(727) 953-3031,healthcare
6367,"UNIVERSAL LIFE CARE ADVOCATES,INC",13575 58th St N,null,Clearwater,FL,33760,(352) 427-3905,healthcare
9118,UPSIDE LIVING,2119 Little Brook Ln,null,Clearwater,FL,33763,(727) 492-2237,healthcare
8929,VENUS E&E LLC,1490 Southridge Dr,null,Clearwater,FL,33756,(727) 251-3912,healthcare
9638,Viapure Wellness Clearwater,1130 Cleveland St,Suite,Clearwater,FL,33755,(386) 931-2836,healthcare
6449,YARD 58 LLC,119 Belleair Pl,Suite,Clearwater,FL,33756,(727) 564-6494,healthcare
9127,YASMINA INC.,2030 Harding St,null,Clearwater,FL,33765,(727) 686-3567,healthcare
6486,"CARING HEARTS AT WORK LLC
CARING HEARTS AT WORK",10917 Smokey Ridge Ct,null,Clermont,FL,34711,(561) 512-1621,healthcare
9211,Clermont Speech and Language Therapy Center,700 East Grand Hwy,null,Clermont,FL,34711,(352) 432-3960,healthcare
10137,Mobility Rehabilitation & Home Healthcare,627 8th St,null,Clermont,FL,34711,(352) 243-4422,healthcare
9112,"SUPREME SENIOR LIVING
AMOY'S CARE & TRANSPORTATION SERVICES",502 Southridge Rd,null,Clermont,FL,34711,(407) 929-7247,healthcare
6972,Brevard Christian Early Intervention Center - 5500 N Cocoa Blvd,5500 N Cocoa Blvd,null,Cocoa,FL,32927,(321) 349-0343,healthcare
6061,"BREVARD CO. BOARD CO. COMMISSIONERS
SPACE COAST AREA TRANSIT",401 S Varr Ave 401 S Varr Ave,null,Cocoa,FL,32922,(321) 635-7815,healthcare
5965,"DR. KRISTA GREENFIELD, PSYD",1980 N. Atlantic Ave,null,Cocoa Beach,FL,32931,(321) 345-9809,healthcare
9598,Back In Action - Coconut Creek,3720 Coconut Creek Pkwy A,null,Coconut Creek,FL,33066,(954) 833-1422,healthcare
9498,Bolduc Physical/Aquatic Therapy & Sports Medicine,5450 W Hillsboro Blvd,null,Coconut Creek,FL,33073,(561) 752-3820,healthcare
6876,Coconut Creek Therapy - 1315 Lyons Rd,1315 Lyons Rd,null,Coconut Creek,FL,33063,(954) 972-1200,healthcare
6395,"ENHANCED LIVING CONSULTANTS, INC
E 7 B ALF, INC",4040 Edgewood Dr,null,Coconut Creek,FL,33066,(412) 889-0923,healthcare
9830,Just for Kidz Therapy - 4903 Nw 55th Blvd,4903 Nw 55th Blvd,null,Coconut Creek,FL,33073,(561) 288-0512,healthcare
8439,Posture Police,4400 W Sample Rd,null,Coconut Creek,FL,33066,(754) 799-8559,healthcare
