id,name,status,place_id,rating,user_ratings_total,website,phone,error
5815,Restore Hyper Wellness - Pembroke Pines,success,ChIJ7799Itan2YgRcD734rpbHzM,4.9,127,https://www.restore.com/locations/fl-pembroke-pines-fl087?utm_source=gmb&utm_medium=Yext&y_source=1_MTAxMDI4NDY3NC03MTUtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,(954) 857-2244,
5816,JOY HOUSE,success,ChIJgfTe8MfRwogR4JtRq0bO3sk,,,,,
5817,KING OF KINGS CONSULTING LLC,success,ChIJXdW415em9YgR-6CHjtVFafU,4.5,177,https://kingofkingsllc.com/?utm_source=gbp&utm_medium=organic,(678) 249-9899,
5820,ACCESSIBILITY SOLUTIONS,success,ChIJn6O3SLD17IgRO3uno--lvXk,,,http://ageandaccessibility.com/,(850) 558-5775,
5821,THE ARC BIG BEND INC,success,ChIJWauonFGX7ogRDjingu7iw0o,3,4,http://www.thearcbigbend.org/,(850) 973-4614,
5823,COMMUNITY HAVEN FOR ADULTS & CHILD,success,ChIJLwceIdI4w4gRQo5qH1ith6I,4.5,20,http://www.thehavensrq.org/,(941) 355-8808,
5824,"INTERNATIONAL REHAB PROFESSIONALS, INC.",success,ChIJrUJhwE672YgRJTYQPxl-x38,,,https://internationalrehabtherapy.com/,(954) 435-9905,
5826,Injury Care Clinic,success,ChIJBa-06GAO3ogRLaFYR959a90,4.6,61,https://injurycareclinic.com/,(321) 952-9993,
5828,"LIFE DEVELOPMENTAL CENTER, LLC
LIFE DEVELOPMENTAL CENTER",success,ChIJZxH5EWGo2YgRvCot8E_KRSw,4.6,10,http://lifedevelopmentalcenter.org/,(954) 445-6797,
5831,Child and Adolescent Psychology of Tampa Bay LLC,success,ChIJBUCYy8TDwogRdRoLTmSr5Wg,5,3,http://childpsychtampa.com/,(813) 252-0635,
5835,"Quest, Inc. Training Center & Tampa Corporate Office",success,ChIJF1-8hTnPwogRSuKFEAQDHXY,4.3,7,https://questinc.org/,,
5836,"UNITED CEREBRAL PALSY ASSOCIATION
UNITED COMMUNITY OPTIONS OF MIAMI",success,ChIJQzxCe8O22YgRs-C1NZeTqc8,3.7,19,http://www.unitedcommunityoptionssfl.org/,(305) 325-1080,
5837,"ALLIANCE FOR INDEPENDENCE, INC",success,ChIJv0hGGaQ_3YgR68G2PnUeVXs,4.3,10,http://afi-fl.org/,(863) 665-3846,
5840,Cultivate Behavioral Health & Education - ABA Therapy for Autism,success,ChIJaQEi_n0A5YgR9hIJDSfzpwY,3.7,3,https://cultivatebhe.com/locations/florida/yulee/,(855) 444-5664,
5842,Miramarvels Early Childhood Academy,success,ChIJ85RMcz-j2YgRSpsT6N-0ITs,4,4,https://www.miramarfl.gov/Departments/Social-Services/Miramarvels-Early-Childhood-Academy,(954) 883-5230,
5843,Hollistic Massage & Wellness Clinics,success,ChIJVVVVVQkC2YgR0zzSlDc1ta4,4.5,50,http://hmwcinc.com/,(954) 893-7233,
5846,Q.FAMILY.CARE.LLC,success,ChIJuThb1y3HwogRj8RSSL6Sd-A,5,3,https://downsyndromedaycentertampa.com/,(813) 278-0367,
5848,Cadenza Center for Psychotherapy & the Arts,success,ChIJgaprrMKr2YgRyAK1_gY8cIc,3.7,32,http://www.cadenzacenter.com/,(954) 925-3191,
5851,"NATIONAL MENTOR HEALTH CARE
FLORIDA MENTOR",success,ChIJAY-OvtzOwogRdi-ronv1OEc,4.2,13,https://locations.sevitahealth.com/united-states/fl/tampa/florida-mentor-state-office/186,(813) 630-1746,
5853,Counseling and Wellness Center of South Florida,success,ChIJz8GWCK2n2YgR-AdBYKNe3q8,5,16,http://www.cwcsf.com/,(954) 951-2929,
5857,"SHININ STARZ INC.
SHININSTARZ INC.",success,ChIJdw0OtDVH3YgR7STw3Y9ht2U,,,,,
5859,Top Notch Training,success,ChIJSR5pKV0S3ogR_gI3XtDo_RA,5,263,https://topnotchtraining.coachvantage.com/all-programs/,(321) 271-5346,
5865,"New Dimensions Wellness Club, Inc.",success,ChIJ0adRAVB554gRttX9QLpOtos,5,384,http://www.ndwellness.com/,(407) 305-4114,
5878,PINCKNEY ESTATES ASSISTED LIVING INC,success,ChIJmeLtKf255YgR3_yLKx-ZmPg,,,,,
5884,BROWARD CHILDRENS CENTER,success,ChIJd5OcOq8C2YgRBfBtkBcjxhM,4.4,58,http://bcckids.org/,(954) 943-7638,
5885,"SPECIAL FRIENDS CARE, INC",success,ChIJZz1S4Ey76IgRGx8_WCDJcBY,4.3,6,http://www.specialfriendscareinc.org/,(352) 692-4930,
5887,"PATHWAYS TO INDEPENDENCE, INC.",success,ChIJnSuwO4Uq2YgRnPmJtyBXpOY,4,4,http://www.pathtoind.org/,(561) 626-6611,
5888,"CSI PRIVATE DUTY SERVICES, INC.
FRIENDS ASSISTING SENIORS AND FAMILIES",success,ChIJ17r3w_nX2IgRxAUFzabgwZI,5,3,,,
5889,LETS TALK SPEECH AND LANGUAGE THERAPY,success,ChIJ-9uAdLeP54gRvw5kS87mP14,5,7,http://www.letstalktherapyservices.com/,(407) 462-6769,
5890,"ME & U ABILITIES ACADEMY, LLC
ME & U ABILITIES ACADEMY",success,ChIJXSsCVYH7wogR0-uuKjuRkFc,5,14,http://www.meanduabilitiesacademy.com/,(727) 953-3635,
5900,SILVER LININGS SUPPORT SERVICES LLC,success,ChIJgdfxUDa75YgRmuJ3kCZKQYg,,,,,
5901,OUR HEARTS YOUR HOME LLC,success,ChIJo1La_Ay75YgRykgxrTnzSF8,,,https://ourheartsyourhome.com/,(904) 422-1345,
5925,OMEGA ELITE HOME CARE,success,ChIJF1tP_yDJWBQRfGuKsiDWnAw,4.8,35,http://www.ohwjax.com/,(904) 724-5767,
5943,SUPERIOR SUPPORT HEALTHCARE AGENCY INC,success,ChIJm_WZgIPJ5YgRnkaSSzyyhIQ,3.9,47,https://superiormedicalstaff.com/,(904) 636-5600,
5944,SERENITY OF MIND INC,success,ChIJq6r23Nqv5YgRfoRn4ZWHWTQ,4,4,http://www.serenityofmindinc.com/,(904) 351-8767,
5963,SUE SUE ANGEL'S INC.,success,ChIJBXyEpdml2YgRz8vh84QKA5s,4.4,7,https://angelsfamilyhealthcare.com/,(954) 314-8409,
5977,Quality Rehab Care,success,ChIJ8blJybGg2YgRbxEqAQ2tSP0,5,203,http://www.qualityrehabcare.com/,(954) 515-0892,
5998,VACCIS D&G GROUP HOME INC,success,ChIJPxTaBABt3YgRuzDyWEoyeUE,3,74,https://vivohc.com/vivo-winter-haven/,(863) 298-5000,
6009,"WALKER PRINCESS Y
PRINCESS WALKER",success,ChIJrZc-P9fRwogR3Ktd6rwNMlE,,,,,
6010,WARD KRISTINA,success,ChIJS1-0MvwY3YgRv7qAUqRMCFo,,,,,
6016,THE THOMAS HOUSE INC,success,ChIJWXcIC3lf7IgR6GoRO2saA0c,,,,(850) 942-4471,
6017,TWO HEARTS ONE LOVE LLC,success,ChIJ30HJ2r1z3YgRr9lwvz81Clk,5,5,http://www.twoheartsonelovellc.com/,(863) 934-1700,
6018,YOU FIRST SUPPORT SERVICES INC,success,ChIJ__9vE7O55YgR_h1DScbxlkM,,,,,
6019,WE R PEOPLE 2 INC,success,ChIJNTlgwZzJ5YgRhD5WzauYnf4,4.5,4,http://empowermentresourcesinc.org/,(904) 268-8287,
6020,TRUE ABILITY CARE SERVICES LLC,success,ChIJjTfsQAbK5YgRWKhIu5QD9uw,3.1,76,http://www.socialcareservices.net/,(904) 294-5329,
6021,"UNITED HOMEMAKER AND COMPANION SERVICE, INC",success,ChIJb1fwo-ew5YgRBBo8HV-7Bck,,,http://singletaryhomemakercompanionserviceinc.com/,(904) 422-6732,
6022,WORLD OF JOY AND CARING,success,ChIJAQBMwj-65YgROu4aC2Bx2Go,,,https://worldofjoyandcaring.com/,(904) 503-4037,
6023,TOUCHING HANDS SUPPORT SERVICES LLC,success,ChIJd4rqcyXL5YgRRDMCcMrYfn0,5,2,http://www.helpinghandsnurses.life/,(904) 371-3211,
6024,YAMILAS ADULT FAMILY CARE HOME LLC,success,ChIJAQC0SYar3IgRHDyf-ZSCTBI,4.7,7,,,
6027,iMind Mental Health Solutions - Port Saint Lucie,success,ChIJzcpaaKvt3ogRNrBvhwx3wSc,4.5,183,https://imindmental.com/,(772) 303-1987,
6049,"OCEAN CREST HOME CARE LLC
OCEAN  CREST HOME CARE LLC",success,ChIJ2eU07NjhwogR0B9FmkL6LAY,5,27,https://www.nursenextdoor.com/locations/st-petersburg-fl/,(727) 308-7077,
6050,"OLGA LIMONTE, INC",not_found,,,,,,
6051,GIFTED HEALTH GROUP INC,success,ChIJR4OeI2Ku2YgRlotC5TdYjY0,4.3,6,https://www.giftedhealthgroup.net/,(305) 405-6553,
6052,AMERICA DENTAL CLINIC,success,ChIJjTnI4wu52YgRr9A4a0P0pZo,3.4,5,,,
6054,ALDO SURGICAL & HOSPITAL SUPPLY INC,success,ChIJvWHjVwS72YgRRt9cbhhKy48,4.9,945,http://www.aldosurgicalsupply.com/,(305) 557-2835,
6055,PEDI STAT,success,ChIJWes95jau2YgROuQh0s_dFu8,4.3,40,https://www.pedistat.com/,(305) 623-1222,
6058,"GET A GRIP 123, LLC",success,ChIJ2963v2672YgRZa0t3JZyAvE,4.7,26,,(305) 967-7392,
6059,"A HOME FOR ANGELS, LLC",success,ChIJXzDamokdw4gR-Svxmf5GW8w,3.2,22,http://anglecarefl.com/,(727) 867-1300,
6060,SUNLIGHT GROUP HOME INC,success,ChIJb_WfMnl-54gRh4fzA7w0ttQ,4.6,700,https://www.sunlightsolar.us/,(321) 888-3388,
6062,POSITIVE PEERS,success,ChIJRQUqXXhy3ogRKI1hKL7OJWU,,,,,
6063,"TOUCHING HEARTS GROUP HOMES, LLC",success,ChIJa9YgTDGj54gRlCMTdRUYonY,,,http://www.touchingheartsllc.org/,(352) 589-1942,
6065,WINGS OF LOVE OF LEESBURG LLC,success,ChIJe7dj2hPA54gRfKAeHRU-2fI,,,https://www.wingsoflove.agency/,(352) 326-9675,
6067,"THE ARC OF ALACHUA COUNTY, INC",success,ChIJ11y03nW76IgRSoBFwdnD8qU,4.6,60,http://www.arcalachua.org/,(352) 334-4060,
6068,IRIE CARE LLC,not_found,,,,,,
6069,VICTORY PROVIDER LLC,not_found,,,,,,
6070,Gifted Kids Therapy Services LLC (ABA therapy/Applied Behavior Analyst),success,ChIJOX32ahbh2IgRe9C5DnyOZNo,5,9,http://www.giftedkidstherapyservices.com/,(561) 409-3418,
6072,"South Florida ABA Early Intervention Center, LLC - Hialeah",success,ChIJQeCf2zZZHWcRxd4qRXn8A7A,5,9,https://southfloridaaba.org/,(786) 305-7222,
6076,"CARING 4 U AGENCY,LLC",success,ChIJaaaGL_4R54gROsEXnoSrJsY,5,1,,(407) 301-4317,
6078,ANNIE FAMILY GROUP HOME,success,ChIJCYoZSW9554gRW8x1VCTWC0w,,,,(305) 767-0692,
6081,"FAITH INDEPENDENCE LLC
FAITH HEALTH SOLUTIONS",not_found,,,,,,
6082,"ALTRUIST CARE LLC
LYNDEN HOUSE",success,ChIJKdNqSb5x54gR7lF-7RgV8wM,4.7,27,http://elevatehhg.com/,(407) 260-2010,
6083,"DEVEREUX FOUNDATION, INC",success,ChIJ2e4j2Q1j54gRS2h5OBrHsRE,2.9,19,http://www.devereux.org/,(407) 362-9210,
6084,ACCEPTANCE LLC,success,ChIJE8dTEa5w54gRL9Rk54F_l60,5,1,http://www.acceptfl.com/group-home-contact-us,(321) 972-4684,
6085,"LEOTAUD JOAN W
BERYL'S PLACE, INC",success,ChIJ4fCX_F2e54gRmPzJ8DBnMwY,,,,,
6086,1ST CLASS CARE INC.,success,ChIJhyV1obp-54gR3LjHAuiF3RQ,5,1,https://youdeserve1stclass.com/,(407) 287-5566,
6087,"GREATER VISION STAFFING AGENCY, LLC",success,ChIJoeO0C-dx54gRooCJP-71ID0,4.6,27,http://gvhcs.com/,(407) 473-2837,
6088,ANGEL LIGHT CARE AND TRANSPORTATION,success,ChIJvSyZk5Eb2YgRMtibwUBNoAw,5,4,http://www.touchbyanangelhomecare.com/,(561) 883-3378,
6089,"AAAPB LLC
AAA RETREAT",success,ChIJicOp6jUl2YgRjpgzrnLMKRI,4.6,790,https://leveluplakeworth.com/?utm_source=GMB&utm_medium=organic&utm_campaign=dm&utm_id=listing,(561) 257-5914,
6090,"JONES QUALITY CARE SERVICES,INC.",success,ChIJU_g2SDbW2IgRkzUK0OOvkjw,4.1,52,http://www.qualityfamilycare.com/,(877) 513-7156,
6091,BLESSING HANDS SERVICES INC,success,ChIJR29lH8LZ2IgRS6N_D8gWt9Q,2.3,3,,(561) 598-0310,
6092,"ELAINE'S ADULT HOME CARE, LLC",success,ChIJzbFIi2Fl54gR2qh7C22fKMo,5,3,,(954) 663-2760,
6093,SEVEN QUALITIES OF CARE LLC,success,ChIJUWXQrDnT54gR2aOvpoOWFWQ,4.6,11,http://www.villagehomecare.org/,(352) 873-8300,
6095,"RIVERS EDGE ADULT DAY CARE, INC.",success,ChIJp-m2ALAS3ogRY9DnG0SOe84,4.1,8,http://www.riversedgedaytrainingprogram.com/,(321) 727-7337,
6096,QUALITY CARE SERVICES OF NW FL. LLC,success,ChIJFVgC4johk4gRP2KaBrF5qZ0,5,7,https://www.byyoursidehomecareservice.com/,(850) 372-4883,
6097,"ROSANA O'NEILL, INC.
ST. PETE ABA",success,ChIJgVKqXXzlwogRUOyeebdJvhc,4.9,13,https://inbloomautism.com/aba-therapy-learning-centers/aba-therapy-in-florida/tampa/st-petersburg-pinellas-park/,(888) 754-0398,
6098,PRIME JS LLC,success,ChIJ1RBGv9bmwogR31ISnk_BKbA,,,,,
6100,ILEANAS CARE HOME INC,success,ChIJP27jMsTBwogRNb1dMWrEOr0,5,3,,(813) 401-2271,
6101,PRESTIGIOUS SUPPORTIVE LIVING LLC,success,ChIJvzlyhH2p3IgRLLc-tGo0zvc,,,,(941) 883-6576,
6103,SUPERIOR PRIVATE TRANSPORTATION OF SWFL,not_found,,,,,,
6104,"SURF DRUGS INC
SURFMED",success,ChIJ_SKklgis2YgRy3FvMvlaKVM,4.2,182,http://www.surfmed.com/,(888) 201-7873,
6105,SUWANNEE VALLEY TRANSIT AUTHORITY,success,ChIJcVMrBs_d7ogR1rmt25ZiXx0,4.2,26,https://www.ridesvta.com/,(386) 362-7433,
6106,"UNLIMITED CARE INC
UNLIMITED CARE, INC",success,ChIJ6z4VkI2x5YgRxfU7WWMbgEE,,,https://unlimitedhomecarefl.com/,(904) 532-3188,
6107,ADVOCACY RESOURCE CENTER MARION INC,success,ChIJ89QrrT3T54gRbDID1tH9TSY,,,http://www.arcmarion.org/,(352) 387-2210,
6108,WALKER MARGUERITE,success,ChIJXcwz6lKO54gRAWJWdgPIt3o,,,,,
6109,"CENTRAL FLORIDA GROUP HOMES, LLC",success,ChIJ4cAC9Idl54gRPQ176UEX82E,5,6,,(321) 280-7023,
6110,"SPECIAL HEARTS FARM, INC",success,ChIJJfPzIAWD54gRe0fvr1e1BMM,4.9,19,https://www.specialheartsfarm.com/,(407) 347-8431,
6111,KAVALIER GROUP HOME LLC,success,ChIJJ9ey3YHtwogRPb1erbpDSZ8,,,,,
6113,SEARCH MY HEART AGENCY,success,ChIJPdEj8fXY2IgRBSO7vfzcz0o,4.7,20,https://www.farh.org/,(561) 588-4333,
6115,THE RIGHTLANE LLC,success,ChIJFdJv-Lm-5YgR2j8yM-OMpvQ,,,,,
6116,MY FIRST HORIZON INC,success,ChIJ6yEcdN-o2YgRt0kHpDV4Om4,,,,,
6117,RAINBOW GUARDIAN INC,success,ChIJnUKWcJKn2YgR8idBugONtXY,1,2,http://www.rainbowguardian.org/,(954) 436-1900,
6120,Healing Paws Center - 854 E Oakland Park Blvd,success,ChIJ17wLToQB2YgRIolJ0AAS5zw,4.8,246,http://healingpawsfl.com/,(954) 955-8888,
6121,"FAITH HEALTH CARE, INC.",success,ChIJOzkeHFu_2YgRVlfy3zR6rlg,4.8,78,https://faithhealthcare.com/,(305) 228-4800,
6122,"JOYFUL HOME HEALTH SERVICES, CORP.",success,ChIJC6zlzArB2YgRKznMPO2HOLo,5,11,https://www.joyfulhomehealth.com/,(305) 251-4989,
6123,C.A.D.C. CORP.,success,ChIJvU7Vkv642YgRH_wvX-IzSHA,5,1,http://www.cadccorp.com/home-health-index,(305) 261-2679,
6124,"ADVANCED THERAPY WORKS, INC",success,ChIJqd26ngzB2YgRKwdijInK0VY,4.7,36,http://www.advancetherapyworks.com/,(305) 378-5247,
6125,UNITED THERAPY SOLUTION LLC.,success,ChIJxRUmtmqu2YgRcjnlauWUi6E,5,4,https://www.yourtherapyhome.com/,(786) 805-6454,
6126,"ONE STOP THERAPY LLC
ONE STOP THERAPY",success,ChIJ21bvzzS_2YgR-ME6Vij-WL4,,,,,
6129,FLORIDA HOME HEALTH,success,ChIJo8JHnU9554gRT5UaYEMY9Mk,3.4,22,https://fhhes.com/,(407) 843-2777,
6130,"LUCIENNE RESIDENTIAL SERVICES, INC",success,ChIJUS4hIXjY2IgRFacibTRQMB4,,,,,
6131,"TLC SKILLED CARE, INC",success,ChIJ2w29kivV2IgR0J9W3ktFQ2M,3.8,11,http://www.skilledcarehomehealth.com/,(561) 845-7737,
6133,"ORIESE DESORMAIS
THE LOVE WE GIVE",success,ChIJa-V3arrBIYwRjhZ0oMDqogk,5,12,https://wegivethelove.wixsite.com/the-love-we-give-llc,(561) 932-6634,
6134,"MEDICAL HOMECARE SUPPLY, INC.",success,ChIJywUAQusn2YgRayTQlP1eMTU,4.5,53,https://medicalhomecare.com/,(561) 965-2785,
6135,TAG HOLISTC FITNESS LLC,success,ChIJB_ZVPEPXwogR0mEc8OCvY2E,,,https://www.tagholisticfitness.com/,(614) 749-9701,
6136,"MOLE LATOYA R
LATOYA MOLE",success,ChIJ37N6QI37wogRNdsB7lWjpEc,,,,,
6138,"BERTHELOT BERTHELOT
TRELAINE HOUSE OF LOVE, INC.",success,ChIJy_KL7oDjwogRMj3jXuo8tEM,4.7,162,http://www.floridadreamcenter.org/,(727) 851-9074,
6139,FANTA VILLA CARE SERVICES LLC,not_found,,,,,,
6140,"BEHAVIORAL EVOLUTION, INC",success,ChIJPbl_I9vnwogRF3j6h6lZz7s,1,1,http://www.behavioralevolution.com/,(727) 954-5401,
6141,"GLKP LLC
NEIL'S GROUP HOME",success,ChIJWQ2oTHbHwogRE7-I_grQ1zk,,,http://www.neilsgrouphome.com/,(813) 570-7314,
6145,"MELCHOR'S HUMANITY HEALTHCARE, INC.",success,ChIJ1cdCwCHH2YgRpF9OPBkmPKw,,,https://melchorshumanityhealthcare.com/,(786) 615-4321,
6146,"GL & ASSOCIATES THERAPY SERVICES, INC",success,ChIJU2EE3-a22YgRE7pzlSvKk-Y,5,713,https://www.gmtti.edu/,(786) 321-3694,
6147,GIVE ME 5 ACADEMY INC,success,ChIJp4VzcEq52YgRhVBQDm1D1GY,5,16,http://www.giveme5ppec.com/,(305) 456-3632,
6148,"PHYSICAL 4 U, INC",success,ChIJUy6ctE6l2YgRX5RKYkS5mas,3.7,3,https://physical4uhomehealth.com/contact,(786) 558-7122,
6149,RF DREAMS TRADING LLC,success,ChIJF-WFvVq52YgRqF8bs8z7GXs,,,,(305) 477-9490,
6150,SPOTHERAPIES LLC,success,ChIJX3kA1NS9wogRB2_ra08kc-M,5,35,https://www.resiliencypt.com/,(813) 291-0037,
6151,LE HOANG C,success,ChIJOU_ZS5_HwogRhOE_qAk-zXI,5,13,https://gingerfitness.com/,(813) 631-9700,
6152,CHMIELOWIEC JOANNA,success,ChIJefv3bJB_k4gREM6LeLDMLbw,,,,(850) 215-6788,
6153,"VIRGINIA TOCHTERMAN, PT, INC.",success,ChIJC_cw2dqDk4gRWGv71ZBWpKY,4.6,10,http://tendertouchhomehealth.com/,(850) 913-1500,
6154,SHIMKO LAURIE V,success,ChIJG6GBec7F5YgRcKT9fXzoYk4,,,,,
6157,BELIEVE IT AND ACHIEVE IT,success,ChIJT5gd0W7BwogRdPe4krF9Q0g,4.6,30,http://www.believeittherapy.com/,(813) 374-0442,
6158,KID CARE RESPIRATORY SERVICES CORP,not_found,,,,,,
6159,"KIDS SPEECH PHYSICAL AND OCCUPATIONAL THERAPY INC
KIDS S.P.O.T",success,ChIJYXDAAJoF2YgRJ-FOqzuRGwM,3.2,51,https://myspotcare.com/location/lauderhill/,(954) 756-7400,
6160,"INNOVATION HOME HEALTH, INC",success,ChIJcQYqbLi_2YgRkJiFnBKSW8U,3.1,10,,(305) 592-3192,
6161,A TO Z THERAPY SERVICES INC,success,ChIJa0iwNo272YgR1Ref2ocEopk,4.8,16,http://azultherapyservices.com/,(786) 409-2646,
6162,AMERICAN HOME HEALTH PROVIDERS CORP.,success,ChIJfw0oj0-72YgRgK--Ep1Sw8E,4.9,34,http://www.americanhomeprov.com/,(305) 820-3001,
6163,TROPICAL REHABILITATION SERVICES,success,ChIJfcSyW1m_2YgRzgH7yb3klG8,5,19,,(305) 640-8487,
6164,"YOUTH'N ACTION, LLC",success,ChIJESHEzPbB2YgROrR5vMoAxJE,5,25,http://youthna.com/,(305) 232-0227,
6165,BRENDA STERN RPT INC,success,ChIJ1QqDIoKs2YgR6-g1AYahqN4,3.6,616,http://hallandalerx.com/,(954) 455-3822,
