id,provider_name,phone,website,address1,city,state,zip,latitude,longitude,verified,last_updated,normalized_phone,service_type,accepts_medicaid,accepts_medicare,accepts_florida_blue,accepts_unitedhealthcare,accepts_aetna,accepts_cigna,accepts_tricare,accepts_humana,accepts_florida_healthcare_plans,source,county,rating,user_ratings_total,google_place_id,rating_last_updated,offers_telehealth,offers_peers_program,offers_space_program,offers_social_skills_groups,offers_neuropsych_assessment,offers_tutoring,offers_ef_coaching,offers_parent_coaching,serves_children,serves_teens,serves_adults,offers_telehealth_evidence,offers_peers_program_evidence,offers_space_program_evidence,offers_social_skills_groups_evidence,offers_neuropsych_assessment_evidence,offers_tutoring_evidence,offers_ef_coaching_evidence,offers_parent_coaching_evidence,serves_children_evidence,serves_teens_evidence,serves_adults_evidence,city_clean,zip_text,address2,aba,speech,ot,pt,respite_care,life_skills,residential,church_support,pet_therapy
4829,A FOUNTAIN OF YOUTH HOME CARE,(813) 820-8328,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148044310118542479,2229 RICHWOOD PIKE DR,RUSKIN,FL,33570,,,false,2025-10-12 00:00:00,8138208328,ABA Therapy | Life Skills Development 2 (SEC),Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Hillsborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,33570,,false,false,false,false,false,false,false,false,false
4830,A GUARDIANS HOPE INC,(813) 610-8687,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148002982618542721,16306 ALLADIN WAY,TAMPA,FL,33624,,,false,2025-10-12 00:00:00,8136108687,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Hillsborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,33624,,false,false,false,false,false,false,false,false,false
4831,A HEATH'S HAVEN INC.,(904) 229-7777,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/124041063218542014,8018 LEAFCREST DR,JACKSONVILLE,FL,32244,,,false,2025-10-12 00:00:00,9042297777,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Duval,,,,,,,,,,,,,,,,,,,,,,,,,,,,32244,,false,false,false,false,false,false,false,false,false
4832,A HEAVENLY TOUCH LLC,(904) 554-0371,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100046692318542014,1643 W 19TH ST,JACKSONVILLE,FL,32209,,,false,2025-10-12 00:00:00,9045540371,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Duval,,,,,,,,,,,,,,,,,,,,,,,,,,,,32209,,false,false,false,false,false,false,false,false,false
4833,"A HOME FOR ANGELS, LLC",(305) 987-0472,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100044543218542721,5509 WESTCHESTER BLVD,SAINT PETERSBURG,FL,33709,,,false,2025-10-12 00:00:00,3059870472,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Pinellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,33709,,false,false,false,false,false,false,false,false,false
4834,A KIND LOVING HAND LLC,(407) 680-5445,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100044444618542275,2107 HOLLYWOOD DR,LEESBURG,FL,34748,,,false,2025-10-12 00:00:00,4076805445,ABA Therapy | Residential Nursing Services,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,34748,,false,false,false,false,false,false,false,false,false
4835,A LOVING PLACE LLC,(321) 217-5746,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136040981418542370,3871 YOTHERS RD,APOPKA,FL,32712,,,false,2025-10-12 00:00:00,3212175746,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,32712,,false,false,false,false,false,false,false,false,false
4836,"A NEW BEGINNING AGENCY, INC.",(386) 212-8376,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/124025520818541801,1501 RIDGEWOOD AVE STE 209,HOLLY HILL,FL,32117,,,false,2025-10-12 00:00:00,3862128376,ABA Therapy | Life Skills Development 2 (SEC),Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Volusia,,,,,,,,,,,,,,,,,,,,,,,,,,,,32117,,false,false,false,false,false,false,false,false,false
4838,A Pet's Place of Clearwater,(727) 461-4393,https://apetsplaceofclw.com/,410 S PEGASUS AVE,CLEARWATER,FL,33765,,,false,2025-10-12 00:00:00,7274614393,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33765,,false,false,false,false,false,false,false,false,false
4839,A SUCCESSFUL JOURNEY,(954) 260-6102,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160040094418543059,3800 INVERRARY BLVD STE C-101,LAUDERHILL,FL,33319,,,false,2025-10-12 00:00:00,9542606102,ABA Therapy | Supported Living Coaching,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Broward,,,,,,,,,,,,,,,,,,,,,,,,,,,,33319,,false,false,false,false,false,false,false,false,false
4840,A TO Z THERAPY SERVICES INC,(305) 776-3480,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100027252918543251,980 NW 123RD CT,MIAMI,FL,33182,,,false,2025-10-12 00:00:00,3057763480,ABA Therapy | Physical Therapy & Assessment,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,33182,,false,false,false,false,false,false,false,false,false
4842,A Touch of Hope Occupational Therapy,(786) 277-9497,https://www.atouchofhopeot.com/,19400 TURNBERRY WAY APT 812,MIAMI,FL,33180,,,false,2025-10-12 00:00:00,,Occupational Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33180,,false,false,false,false,false,false,false,false,false
4843,"A WORLD AHEAD, INC.",(786) 873-0460,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/172037734218543108,2300 W 5TH WAY # 1,HIALEAH,FL,33010,,,false,2025-10-12 00:00:00,7868730460,ABA Therapy | Behavior Assistant,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,33010,,false,false,false,false,false,false,false,false,false
4844,"A Y M CARE SERVICES INC
A.Y.M. CARE SERVICES",(954) 391-3655,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160038506218543074,805 NW 198TH ST,MIAMI GARDENS,FL,33169,,,false,2025-10-12 00:00:00,9543913655,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,33169,,false,false,false,false,false,false,false,false,false
4845,A&A Adventure Horse Trail Rides,(954) 816-2685,https://www.aaadventurehorsetrails.com/,CALL FOR RESERVATION,MIRAMAR,FL,33025,,,false,2025-10-12 00:00:00,9548162685,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33025,,false,false,false,false,false,false,false,false,false
4846,"A&A Equestrian Coaches, Pinellas Horse",(727) 637-3022,https://pinellashorse.com/,7585 78TH AVE N,PINELLAS PARK,FL,33782,,,false,2025-10-12 00:00:00,7276373022,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33782,,false,false,false,false,false,false,false,false,false
4847,A&M Therapy Inc,(321) 622-6508,http://amtherapyinc.com/,7777 N WICKHAM RD,MELBOURNE,FL,32940,,,false,2025-10-12 00:00:00,3216226508,Physical Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32940,#16,false,false,false,false,false,false,false,false,false
4848,A+ Handwriting Occupational Therapy,(813) 245-3671,http://www.aplushandwriting.com/,SHEFFIELD PARK DR,LUTZ,FL,33549,,,false,2025-10-12 00:00:00,8132453671,Occupational Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33549,,false,false,false,false,false,false,false,false,false
4849,A+ Therapy Pros,(772) 464-3303,http://aplustherapypros.com/,1801 S 23RD ST,FORT PIERCE,FL,34950,,,false,2025-10-12 00:00:00,7724643303,"Physical Therapy, Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34950,SUITE 2,false,false,false,false,false,false,false,false,false
4850,A.C.A CENTER,(786) 271-9696,https://acacenter.us/,8850 NW 13TH TERRACE # 107,DORAL,FL,33172,,,false,2025-10-12 00:00:00,7862719696,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33172,,false,false,false,false,false,false,false,false,false
4851,A1 MEDICAL SUPPLIES INC,(561) 615-1819,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100027858418542778,7356 LAKE WORTH RD,LAKE WORTH,FL,33467,,,false,2025-10-12 00:00:00,5616151819,ABA Therapy | Consumable Medical Supplies,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,33467,,false,false,false,false,false,false,false,false,false
4852,AAA Equestrian,(321) 229-9857,http://www.eastorlandoequestrian.com/,1800 GREGORY RD,ORLANDO,FL,32825,,,false,2025-10-12 00:00:00,3212299857,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,32825,,false,false,false,false,false,false,false,false,false
4853,"AAAPB LLC
AAA RETREAT",(561) 543-3538,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160043086518543074,3529 PALOMINO DR,LAKE WORTH,FL,33462,,,false,2025-10-12 00:00:00,5615433538,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,33462,,false,false,false,false,false,false,false,false,false
4854,AAAS SERVICES LLC,(727) 678-0918,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148040626718542721,5476 61ST ST N,SAINT PETERSBURG,FL,33709,,,false,2025-10-12 00:00:00,7276780918,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Pinellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,33709,,false,false,false,false,false,false,false,false,false
4857,"ABA Kids Connection, Inc",(813) 557-1525,https://www.abakidsconnection.com/,4236 W LINEBAUGH AVE,TAMPA,FL,33624,,,false,2025-10-12 00:00:00,8135571525,ABA Therapy | Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33624,,false,false,false,false,false,false,false,false,false
4858,"ABA Kids Connection, Inc",(352) 737-1183,https://abakidsconnection.com/,310 PONCE DE LEON BLVD,BROOKSVILLE,FL,34601,,,false,2025-10-12 00:00:00,3527371183,ABA Therapy | Therapy Services,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34601,,false,false,false,false,false,false,false,false,false
4863,ABA Therapy of St Lucie,(772) 237-1731,https://abatherapypsl.com/,1631 ST LUCIE W BLVD,PORT SAINT LUCIE,FL,34986,,,false,2025-10-12 00:00:00,,"ABA Therapy | Occupational Therapy, Speech Therapy",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (PT/OT/ST),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34986,SUITE 207,false,false,false,false,false,false,false,false,false
4864,ABACO CONSTRUCTION INC.,(786) 768-7900,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100002202818543163,6800 SW 27TH ST,MIAMI,FL,33155,,,false,2025-10-12 00:00:00,7867687900,ABA Therapy | Life Skills Development 1 (Companion),Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Miami-Dade,,,,,,,,,,,,,,,,,,,,,,,,,,,,33155,,false,false,false,false,false,false,false,false,false
4865,ABC 4 K9 LLC,(239) 826-3409,,18481 N TAMIAMI TRL,NORTH FORT MYERS,FL,33903,,,false,2025-10-12 00:00:00,2398263409,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33903,,false,false,false,false,false,false,false,false,false
4867,ABCK9s Pet Services,(813) 841-4512,https://www.facebook.com/abck9s/,19065 BOYETTE RD,LITHIA,FL,33547,,,false,2025-10-12 00:00:00,8138414512,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,33547,,false,false,false,false,false,false,false,false,false
4868,ABLE LIFE CARE SERVICES,(772) 342-4239,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160038969718543059,4728 ALORA ISLES DR APT 7211,WEST PALM BEACH,FL,33417,,,false,2025-10-12 00:00:00,7723424239,ABA Therapy | Supported Living Coaching,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,33417,,false,false,false,false,false,false,false,false,false
4869,ABLE TO DREAM INC,(305) 890-2449,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/160040611118542835,1375 GATEWAY BLVD STE VO548,BOYNTON BEACH,FL,33426,,,false,2025-10-12 00:00:00,3058902449,ABA Therapy | Life Skills Development 2 (SEC),Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Palm Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,33426,,false,false,false,false,false,false,false,false,false
4870,ABOUT YOU CARE HOME INC,(813) 917-4492,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148043625718542721,2903 W BURKE ST,TAMPA,FL,33614,,,false,2025-10-12 00:00:00,8139174492,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Hillsborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,33614,,false,false,false,false,false,false,false,false,false
4871,ABUNDANCE OF CARE,(727) 310-7497,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148038514818542721,900 COUNTRY CLUB WAY S,ST PETERSBURG,FL,33705,,,false,2025-10-12 00:00:00,7273107497,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Pinellas,,,,,,,,,,,,,,,,,,,,,,,,,,,,33705,,false,false,false,false,false,false,false,false,false
4872,ABUNDANT LIFE NURSING $ SUPPORTIVE SERVICES,(352) 250-2748,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136035673118542275,2280 W OLD US HIGHWAY 441,MOUNT DORA,FL,32757,,,false,2025-10-12 00:00:00,3522502748,ABA Therapy | Residential Nursing Services,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,32757,,false,false,false,false,false,false,false,false,false
4874,ACC (Applied Canine Concepts LLC),(678) 521-7471,http://accdogs.com/,3155 SW 78TH AVE,PALM CITY,FL,34990,,,false,2025-10-12 00:00:00,6785217471,Pet Therapy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Google Places (Pet Therapy),,,,,,,,,,,,,,,,,,,,,,,,,,,,,34990,,false,false,false,false,false,false,false,false,false
4875,ACCEPTANCE LLC,(407) 404-9066,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/136039064818542370,6903 SAWTOOTH CT,OCOEE,FL,34761,,,false,2025-10-12 00:00:00,4074049066,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,34761,,false,false,false,false,false,false,false,false,false
4876,ACCESSIBILITY SOLUTIONS,(850) 383-1100,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100024932918541490,3013 W THARPE ST,TALLAHASSEE,FL,32303,,,false,2025-10-12 00:00:00,8503831100,ABA Therapy | Life Skills Development 1 (Companion),Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Leon,,,,,,,,,,,,,,,,,,,,,,,,,,,,32303,,false,false,false,false,false,false,false,false,false
4878,"ACOSTA LISETTE
ACOSTA CARE HOME INC.",(813) 340-8564,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/148036600018542495,8001 N DALE MABRY HWY BLDG 501,TAMPA,FL,33614,,,false,2025-10-12 00:00:00,8133408564,ABA Therapy | Life Skills Development 3 (ADT),Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Hillsborough,,,,,,,,,,,,,,,,,,,,,,,,,,,,33614,,false,false,false,false,false,false,false,false,false
4879,"ACROSS THE UNIVERSE, INC",(727) 644-7256,https://flddresources.qlarant.com/ProviderSearch/Home/GetProviderDetails/100027641418542721,4432 ROYAL OAK LANE,NEW PORT RICHEY,FL,34653,,,false,2025-10-12 00:00:00,7276447256,ABA Therapy | Transportation,Yes (FL-DD Listed),Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,FL-DD Database,Pasco,,,,,,,,,,,,,,,,,,,,,,,,,,,,34653,,false,false,false,false,false,false,false,false,false
