id,name,city,county,address,phone,website,source,verified
6979,D&D Behavior Therapy's Kings,Palm Springs,Palm Beach,3175 S Congress Ave Suit 203,(561) 298-2399,https://ddbehaviortherapykings.com/,legacy_migration,false
6852,"Assurance Hope Institute, Inc.",Plantation,Broward,5975 W Sunrise Blvd Suite #119,(954) 368-6856,http://www.assuranceofhope.org/,legacy_migration,true
8782,Broward Behavioral Llc,Plantation,Broward,4121 NW 5th St,(754) 779-0656,http://www.browardbehavioral.net/,legacy_migration,false
8878,Health and Healing Mental Health Center,Port St. Lucie,St. Lucie,1599 SE Lennard Rd,(772) 323-0762,https://healthandhealingmhc.com/,legacy_migration,false
7422,Family Therapy & Behavior Services LLC.,Riviera Beach,Palm Beach,2655 N Ocean Dr #305,(561) 818-1367,https://www.familytherapybehavior.com/,legacy_migration,false
6603,The Chase Academy,South Daytona,Volusia,2400 S Ridgewood Ave,(386) 310-7879,https://www.tcaofvolusia.org/,legacy_migration,true
7231,Area Stage,South Miami,Miami-Dade,5701 Sunset Dr,(305) 666-2078,https://www.areastage.org/,legacy_migration,false
6712,Maven in Behavior,South Miami,Miami-Dade,7000 SW 62nd Ave,(305) 586-2953,https://maveninbehavior.com/,legacy_migration,true
7431,"Powerful Principles, LLC-Child Therapy Near Stuart",Stuart,Martin,789 SW Federal Hwy #310,(772) 281-0599,https://powerfulprinciples.org/,legacy_migration,false
8845,Arc Broward,Sunrise,Broward,10250 NW 53rd St,(954) 746-9400,http://www.arcbroward.com/,legacy_migration,false
6602,Bright Stars Therapy Inc,Tallahassee,Leon,3131 Dickinson Dr,(850) 933-8558,null,legacy_migration,true
6718,"FAAST, Inc",Tallahassee,Leon,2145 Delta Blvd,(850) 487-3278,http://www.faast.org/,legacy_migration,true
7278,Living Free Counseling,Tallahassee,Leon,2940 E Park Ave #2D,(850) 738-4470,null,legacy_migration,false
7256,"Louis M. Tornyai, OTC",Tallahassee,Leon,1381c Cross Creek Cir,(850) 656-3163,null,legacy_migration,false
7176,Ricke Jill L PhD,Tallahassee,Leon,1535 Killearn Center Blvd,(850) 877-6011,null,legacy_migration,false
7128,Veritas Therapy Group,Tallahassee,Leon,1331 E Lafayette St,(850) 391-1570,null,legacy_migration,false
6832,The Sylvia Brafman Mental Health Center,Tamarac,Broward,7710 NW 71st Ct,(954) 758-8725,https://sylviabrafman.com/florida/?utm_source=google&utm_medium=local&utm_campaign=sbmhc-florida,legacy_migration,true
7772,2hopebehavioral,Tampa,Hillsborough,3401 S 78th St,(813) 372-8769,null,legacy_migration,false
6799,Achieve Behavior,Tampa,Hillsborough,217 S Matanzas Ave,(813) 250-0482,http://achievebehavior.com/,legacy_migration,true
8813,Bright days behavior,Tampa,Hillsborough,4025 W Waters Ave #114,(813) 290-0680,http://www.brightdaysbehavior.com/,legacy_migration,false
7201,Little Blue Bees Behavior Therapy,Tampa,Hillsborough,2700 N Mac Dill Ave,(813) 644-6538,http://www.littlebluebeesbehaviortherapy.com/aba-behavior-therapy-contact-us,legacy_migration,false
6626,Transforming Treasures,Tampa,Hillsborough,6702 N Gunlock Ave,(813) 644-5766,https://transformingtreasures.com/contact-us,legacy_migration,true
6490,Connections Therapy 4 Kids,Weston,Broward,2833 Executive Park Dr,(954) 353-8777,http://www.connections-therapy.com/,legacy_migration,true
6923,I Rock Behavior,Weston,Broward,2800 Weston Rd #100,(888) 258-4941,http://irockbehavior.com/,legacy_migration,true
8817,MG Therapy Inc.,Weston,Broward,1500 Weston Rd # 215,(954) 560-1665,null,legacy_migration,false
6673,Neurobehavioral Institute,Weston,Broward,2125 N Commerce Pkwy,(954) 217-1757,https://www.nbiweston.com/?utm_source=GMB&utm_medium=organic&utm_campaign=weston,legacy_migration,true
6853,Achieving Expectations,Wilton Manors,Broward,300 E Oakland Park Blvd,(954) 247-1674,null,legacy_migration,true
