id,name,city,operating,website_found,primary_service,delivers_aba,bcba_found,autism_relevant,recommend,evidence_url,evidence_quality,notes
7220,Little Giants Kid's Services- PPEC (Medical Daycare),Coral Gables,Y,Y,Prescribed Pediatric Extended Care (PPEC) medical daycare / skilled nursing for medically complex children,N,N,unclear,REMOVE,https://littlegiantsppec.com/about.html,HIGH,"TABLE PLACEMENT: a parent CANNOT book a service here without enrolling their child - PPEC is a physician-prescribed, Medicaid-eligibility-gated, non-residential medical daycare program, and the nursing/therapy the site describes is delivered to enrolled children only, so this record belongs in the ppec_centers/daycares table, not the provider (resources) table. Home page and About page both describe medical care by skilled nurses and therapists for neurological disorders, physical disabilities, cardiovascular disease and medically complex conditions, with no mention anywhere of ABA, behavior analysts or autism; the 'aba' tag is unsupported and no BCBA is named. Input contradiction: none - phone (786) 558-5756 and the 1919 Ponce de Leon address match the site."
9028,Prism Early Advancement Center,Coral Gables,Y,Y,Hybrid center delivering 1:1 ABA therapy plus group school-readiness instruction to children under 6 with autism,Y,Y,Y,KEEP_ABA,https://prismeac.com/about-us/,HIGH,"Full correct tag set: aba, group-therapy (1:1 ABA with individualized treatment plans delivered by RBTs, plus group school-readiness instruction; no speech, OT or diagnostic services published). Named BCBAs: Leo Garcia (Clinical Director, BCBA) and Emma Baskind (BCBA), with founders Christina Crocco PhD and Chris Malek; second signal is the named RBT-delivered 1:1 ABA model, confirmed across the home page and the About page (not chrome). TABLE PLACEMENT reservation: the 1:1 ABA is the billed clinical service rather than tuition-bundled childcare so it stays in the provider table, but neither page states whether ABA can be booked without joining the group pre-K component, and a parallel daycare/preschool listing may also be warranted; address 245 Catalonia Ave and phone (305) 448-2828 match the input."
8976,"Irving's Lodge - Cerebral Palsy Adult Home, Inc",Dania Beach,unclear,N,Residential adult group home for adults with cerebral palsy,N,N,N,REMOVE,,LOW,"RELATED-BUT-NOT-AUTISM: this is EXCLUSIVE to a different condition, not developmental disabilities broadly - the registered corporate name is 'Cerebral Palsy Adult Home, Inc' and every listing found (Facebook page, Yelp under Community Service/Non-Profit) describes an adult home, with nothing indicating autism, DD-wide eligibility, ABA or any named BCBA. TRAP 3: the setting is ADULT RESIDENTIAL care, not a pediatric or therapy provider, so it fails the directory scope twice over. Reservations: the input correctly stores no website (literal 'null') and I found no first-party site; Facebook, Yelp and ProPublica were all blocked by robots.txt so nothing could be loaded, operating status is unverified (a Yelp listing snippet shows a Dec 2025 update), and no address/phone contradiction could be tested - verdict rests on the corporate name plus consistent third-party categorisation."
8780,Oasis Mind Lab – Coaching & Consulting for Work & Life,Dunedin,Y,Y,Adult life/executive coaching and HR consulting for founders and small businesses,N,N,N,REMOVE,https://oasismindlab.com/about/,HIGH,"COUNSELING/COACHING SCOPE RULE: primary service is life coaching and business consulting - the site itself states 'Coaching is not therapy' - so it is out of scope; I EXPLICITLY CHECKED THE AUTISM-EVALUATION EXCEPTION on both the home page and the About page and found NO autism assessment, ADOS testing, neuropsychological evaluation, autistic group therapy or parent coaching, and no mention of autism or neurodivergence at all, so the exception does not apply. Practitioner is Rebecca Nguyen, MS, RYT - a PhD candidate in I/O psychology and certified life coach who is deliberately unlicensed clinically; no BCBA, no RBTs, no ABA anywhere, so the imported 'aba' tag is baseless. TRAP 3 also applies: the caseload is adults only, no pediatric services; stored website resolves and the Dunedin location matches, no input contradiction."
6499,Children's Diagnostic & Treatment Center,Fort Lauderdale,Y,Y,Early Steps early-intervention evaluations and therapies plus primary care and dental clinics for children with disabilities and chronic illness,N,N,Y,KEEP_OTHER,https://childrensdiagnostic.com/early-steps/,HIGH,"Full correct tag set: speech-therapy, occupational-therapy, physical-therapy, aac, parent-coaching - drop 'aba' entirely, since CDTC's own services and Early Steps pages name OT/PT/speech, assistive technology, audiology, vision and family education, with no ABA, no RBTs and no BCBA named anywhere (bcba_found N). TRAP 2 handled: I credited only this named Fort Lauderdale center's own program pages, not Broward Health's system-wide service list; on the autism-diagnostic question, CDTC publishes multidisciplinary developmental evaluation across six domains for birth-to-3 but does NOT publish autism-specific diagnostic testing, so ados-testing is NOT justified, and autism relevance rests on serving developmental disabilities BROADLY rather than exclusively. Input contradiction: stored website childrensdiagnostic.org 302-redirects to the live domain childrensdiagnostic.com (update it), and the published Early Steps referral line is (954) 728-1101 versus the stored (954) 728-8080."
6590,Deliver the Dream,Fort Lauderdale,Y,Y,"Nonprofit running free weekend family retreats and recreational programs for families facing serious illness or disability, including a dedicated Autism Family Retreat",N,N,Y,KEEP_OTHER,https://deliverthedream.org/family-retreats/,HIGH,"Full correct tag set: recreation-programs, support-groups - drop 'aba' entirely; the retreats are structured recreational activities, discussion groups and creative workshops with no clinical therapy, no ABA and no BCBA anywhere on the site. RELATED-BUT-NOT-AUTISM check: the mission is BROAD (serious illness, crisis or disability) rather than autism-exclusive, but it runs a named Autism Family Retreat for families with a child with an ASD or related disability (next dated 18-20 Sept 2026, confirming the org is operating), so it qualifies as autism-relevant; I did NOT tag respite-care because the whole family attends together rather than the child being cared for apart. Input contradiction: CSV phone (954) 564-3512 does not match the published (888) 687-3732 / (888) OUR-DREAM; the 3223 NW 10th Terrace #602 address matches, and retreats are held off-site in Live Oak and Deerfield Beach."
6706,Innovative Interactive Therapies,Fort Lauderdale,unclear,N,Unestablished - no verifiable service offering found beyond the business name,unclear,N,unclear,UNCLEAR,https://www.alliancevirtualoffices.com/us/fl/ft-lauderdale-meeting-room-5115,LOW,"No website is stored and I found none: no NPI record, no Sunbiz entity under this name, no AHCA listing (checked the August 2026 Medicaid behavior-analysis provider whitelist, which is a whitelist only so absence proves nothing), and the only trace is an unloadable LinkedIn company page - a social profile, weaker than a first-party site. Address contradiction: the stored 110 SE 6th St is 110 Tower, whose Suite 1700 is a serviced/virtual-office facility (Alliance Virtual Offices, Davinci Virtual, Empire Executive Offices), so like a P.O. box it is not demonstrably a service location, and the stored (877) 460-7701 is a toll-free number with no web footprint. I could not establish that the business operates, what it does, or whether it serves autistic or developmentally disabled clients, so this is an honest UNCLEAR rather than a guess; the name alone tells me nothing under the naming rule."
6951,Lifeskills South Florida Fort Lauderdale,Fort Lauderdale,Y,Y,Adult medical detox and residential mental health / substance use treatment,N,N,N,REMOVE,https://lifeskillsbehavioralhealth.com/location/ft-lauderdale-detox-and-residential/,HIGH,"The program's own location page states it 'provides medical detox and residential mental health treatment for adults with complex, high-acuity mental health, substance use, and co-occurring disorders' at 4841 NE 20th Avenue, Fort Lauderdale - adults only, with no autism or developmental-disability program, so it fails both the counseling/substance-abuse scope rule and TRAP 3 (adult residential). I checked the counseling exception explicitly: no autism diagnostic evaluation/ADOS testing, no group therapy for autistic clients and no parent coaching is offered, so the exception does not apply. Input contradiction: the stored URL www.lifeskillssouthflorida.com/programs/detox-residential/ 302-redirects to a new domain, lifeskillsbehavioralhealth.com, and the site's published phone is 877.795.5762 rather than the stored (954) 408-8770; the only 'ABA' string on the page is a staff credential (Arneisia McCutcheon, AABA), not a service."
9134,"Amy Stenz, Ot",Fort Myers,unclear,N,Individual occupational therapist recorded at another organisation's pediatric early-intervention address,N,N,unclear,REMOVE,https://impactforkids.org/,MEDIUM,"TRAP 3 resolved: NPI 1649390345 carries only the GENERIC OT taxonomy 225X00000X (not 225XP0200X) and was last updated in 2007, but the setting is pediatric, not adult - 1650 Medical Lane STE 1/4 is IMPACT for Developmental Education, Inc., a nonprofit birth-to-5 early-intervention and special-education preschool, so no skilled-nursing or hospital-rehab concern. REMOVE anyway: she is an individual clinician, not a bookable service provider - no website, no Sunbiz entity of her own, no AHCA listing, and IMPACT's current site names Christine Gorski and Sara O'Hara as its OTs, not her; there is no ABA and no BCBA anywhere. If the directory wants this address it should list IMPACT for Developmental Education (occupational-therapy, music-therapy, animal-therapy) rather than this person, noting IMPACT's therapy is delivered inside its enrolled early-intervention/preschool programs."
5834,"Autism Services of Florida, LLC",Fort Myers,Y,Y,Center-based and in-home ABA therapy for children with autism,Y,Y,Y,KEEP_ABA,https://autismserviceoffl.com/,HIGH,"Full correct tag set: aba only. Name was treated as a starting point, not a conclusion: the first-party site's home page and its separate Center-Based ABA Therapy page both describe personalised applied behaviour analysis for children with disabilities at 12501 World Plaza Lane Building 51, Fort Myers, phone 239-349-3139 matching the input exactly, and the second signal is the NPI record (1801471081, taxonomy 103K00000X Behavior Analyst, 20 registered providers including behavior technicians). Named behaviour analysts come from the NPI registry rather than the site - Nicole Pamela Edge (owner/authorized official) and Kaelyn Randall; the website itself names only Scott Arel (CEO) and Sabrina Chavis (Director of Operations) and names no BCBA, which is my one reservation."
7254,Denali Institute,Fort Myers,Y,Y,In-home and community-based ABA therapy for children with developmental disabilities,Y,Y,Y,KEEP_ABA,https://www.denalibehaviorcrt.com/about-us,MEDIUM,"Full correct tag set: aba, mobile-services (services from this office are delivered in-home and in the community); TRAP 2 handled: the first-party site (Denali CRT, LLC) lists only the Doral office on both its Contact and About pages and its 'as far north as Fort Myers' service-area line is site-wide chrome, so I did not credit it; the Fort Myers site is confirmed by the company's own RBT job posting stating 'Denali CRT & Denali Institute is seeking RBTs to provide in-home and community-based one-to-one ABA services for children with developmental disabilities' and giving 'Ft. Myers Office: 3722 Central Avenue Suite 4-5, Ft. Myers, FL 33901', matching the stored address; BCBA none named as such - the site names Cesar Blumtritt (President) and Annabel Rodriguez (Clinical Director) and says the team includes Board Certified Behavior Analysts, with BHCOE accreditation and active RBT recruitment as second signals; reservations: the stored phone (239) 202-0042 is not published on the first-party site (which lists only 305-602-0268), and the AHCA August 2026 Medicaid behavior-analysis whitelist lists DENALI CRT, LLC at the Doral address with service counties 'Dade & Broward' only, not Lee."
6759,"Elite DNA Behavioral Health - Fort Myers - Occupational Therapy, Speech & ABA",Fort Myers,Y,Y,"Pediatric clinic providing ABA, occupational therapy and speech therapy",Y,Y,Y,KEEP_ABA,https://elitedna.com/locations/fort-myers-ot-speech-aba-clinic/,HIGH,"Full correct tag set: aba, occupational-therapy, speech-therapy; BCBA none named on any page loaded. TRAP 2 applied - I credited only the 6714 Winkler Rd site, and this is not parent chrome because the separate Fort Myers Metro Pkwy page itself distinguishes the Winkler Road clinic as the one specializing in ABA/OT/speech for children (ABA ages 3-12, speech 2-21). Input contradiction: stored URL is /locations/fort-myers-plantation/ while the clinic's own page is /locations/fort-myers-ot-speech-aba-clinic/ (both report 6714 Winkler Rd); the address shared with record 6863 is a shared building, not a duplicate - different phone, different entity, different leadership."
6863,Peace By Piece,Fort Myers,Y,N,Private special-education school (PK-9) for children with autism and related disorders,unclear,Y,Y,REMOVE,https://www.niche.com/k12/peace-by-piece-learning-center-fort-myers-fl/,MEDIUM,"Sunbiz entity is PEACE BY PIECE TERRASI LEARNING CENTER LLC (L17000136283) and Niche lists it as a private PK-9 school of 25 students at 6714 Winkler Rd with phone (239) 245-8301 matching the input, so on table placement this is a school and I found no evidence a parent can book ABA here without enrolling their child - REMOVE from the provider table, belongs in the schools table. Named BCBA: Renee M. Terrasi, PhD, BCBA-D (founder/CEO). Reservations: its own domain pxpfl.com does not resolve so website_found is N and I have no first-party page, and a separate North Fort Myers campus at 965 Pondella Rd is listed CLOSED while the Winkler Rd listing was still updated May 2026, so operating Y carries that caveat."
8523,"Shirley J. Phillips, Occupational",Fort Myers,unclear,N,Solo occupational therapist practising through a home health care agency,N,N,N,REMOVE,https://providers.sharecare.com/doctor/shirley-phillips-y6jfc,MEDIUM,"TRAP 3 resolved: her practice is Isis Home Health Care Inc at 4048 Evans Ave Ste 210, Fort Myers 33901, phone (239) 278-4702 matching the input - the input's empty address field is filled by this, and the building is the Edison Professional Center, a general multi-tenant medical/chiropractic office (currently listed for sale), not a pediatric clinic. Setting and caseload are adult home health, with no pediatric or autism signal anywhere and no specific pediatric OT taxonomy (225XP0200X) established; no BCBA and no ABA, so REMOVE. Reservation: I could not load a first-party page or an NPI record for her, so operating status is unclear and this rests on one third-party provider profile plus the building's tenant list."
7007,"Behavioral Learning Systems, Inc",Gainesville,Y,Y,"Center-based ABA therapy, early intervention and social skills training for children with autism",Y,Y,Y,KEEP_ABA,http://www.behaviorlearn.com/our-team,HIGH,"Home page and separate Our Team page (two distinct pages, not chrome) confirm ABA: named BCBAs include Janice Pulcini, Cheryl Fraley, Ilex Gonzalez and Jesse Gura, with Cassandra Smith BCaBA, plus RBTs on staff as the second signal. Correct tag set: aba. TRAP 2 checked - this is the named organisation's own Gainesville clinic (opened 2006), not a University of Florida affiliate; the Behavioral Learning Academy private school arm is in Lake City and is not credited to this record."
10374,Carlyle Therapy,Greenacres,Y,Y,"Pediatric outpatient speech, occupational and physical therapy (ages 0-18)",N,N,Y,KEEP_OTHER,https://www.carlyletherapy.com/about,HIGH,"Home and About pages (two distinct pages, not chrome) state only pediatric speech, physical and occupational therapy for ages 0-18, owner Lisa Carlyle OT with 25+ years; no ABA, no BCBA and no RBTs anywhere on the site, so the imported aba tag is wrong. Correct tag set: speech-therapy, occupational-therapy, physical-therapy. Reservations: the site never names autism specifically (general pediatric developmental caseload, not exclusive to another condition), it publishes no street address, and third-party listings place it at 6625 Forest Hill Blvd, West Palm Beach 33413 rather than the stored 6685 Forest Hill Blvd, Greenacres."
5858,Bright Journey Therapy,Hallandale Beach,Y,Y,"Pediatric occupational therapy (sensory processing, fine motor, self-care, feeding) for ages 2-6, school-based and in-home",N,N,Y,KEEP_OTHER,https://brightjourneytherapy.com/service,HIGH,"Home page and separate Service page (not chrome) show a solo pediatric OT practice run by Ueda Cenaj OT, with an explicit Autism & ADHD support section, sensory processing, picky-eating/feeding work, telehealth and school/in-home visits; no ABA, no BCBA, no RBTs, so the aba tag is wrong. Correct tag set: occupational-therapy, feeding-therapy, virtual-therapy, mobile-services. Input contradiction: stored phone (754) 400-0772 does not match the published (347) 671-5232, and the site publishes no street address for the stored 600 Three Islands Blvd."
6999,Dynakidz,Hallandale Beach,Y,N,"Occupational therapy practice (organisation NPI, OT taxonomy); population served not established",N,N,unclear,UNCLEAR,https://npiregistry.cms.hhs.gov/api/?number=1760880207&version=2.1,MEDIUM,"No website stored and none found - the Facebook page is robots-blocked and no first-party site exists; NPI 1760880207 is SIDE BY SIDE THERAPY SERVICES d/b/a DYNAKIDZ, taxonomy 225X00000X Occupational Therapist (generic, does NOT establish pediatric per TRAP 3), authorised official Raquel Fisboin MS OTR/L, at exactly the stored address 1117 E Hallandale Beach Blvd Suite 3, and Florida corporate records show the entity Active since 2010 (last annual report on file 2020). No behaviour-analyst taxonomy 103K00000X, no BCBA and no ABA evidence anywhere, so the imported aba tag is unsupported - but I refuse to infer a pediatric or autism caseload from the 'kidz' name alone and only third-party directories describe it, which are not acceptable for a service list. Verdict UNCLEAR pending a call to (954) 458-5040 to establish caseload; if pediatric, the correct tag set would be occupational-therapy, not aba."
6543,"Kathy D. Stanley, Otrl",Holly Hill,unclear,N,Solo occupational therapist practising at a senior-living / skilled-nursing campus (adult caseload),N,N,N,REMOVE,https://npiregistry.cms.hhs.gov/api/?number=1043420946&version=2.1,MEDIUM,"NPI 1043420946 gives the GENERIC OT taxonomy 225X00000X (not pediatric 225XP0200X), which proves nothing on its own, so I established the setting instead: her only NPI practice location is 900 LPGA Blvd, Holly Hill 32117, which is the Bishop's Glen Retirement Center campus (assisted living, The Terrace at Bishop's Glen skilled nursing facility, and independent-living apartments), and the stored phone (386) 226-9125 sits in the same 226-9xxx block as the Bishop's Glen main line (386) 226-9000. That is an adult/geriatric setting and caseload - TRAP 3 - with no website, no pediatric or autism evidence and no BCBA anywhere, so REMOVE. Reservations: no first-party site exists, the CSV stores no address at all, and I could not confirm she is still practising there (operating unclear), though that does not change the verdict."
6529,Stress And Anxiety Center,Holly Hill,Y,Y,"Outpatient mental-health and substance-abuse counselling (individual, family, couples, grief, group) plus neurofeedback, all ages including elderly",N,N,N,REMOVE,http://www.stressandanxietycenter.org/,MEDIUM,"First-party site describes only counselling modalities (individual, family, adolescent/child, grief, marriage, group) and neurofeedback/biofeedback with a stated specialty in mental health and substance abuse - primary service is talk therapy, so it is out of scope under the counselling rule. I EXPLICITLY CHECKED THE AUTISM-EVALUATION EXCEPTION: nothing on the site or in searches indicates autism diagnostic evaluation, ADOS testing, psychological/neuropsychological testing or any BCBA/ABA service, so the exception does not apply and the imported aba tag is unsupported. Input contradictions: the site publishes 1615 Ridgewood Ave Unit B but lists phone 386-262-9852 rather than the stored (386) 999-0333, and Yelp shows the address as 1617 Ridgewood Ave; evidence is MEDIUM because secondary pages 404'd and I could only load the home page."
7340,Reaching Milestones,Jacksonville,Y,Y,"At the stored address: Reaching Milestones Learning Center, a K-8 private special-education day school for autistic children (the parent company also runs separate ABA clinics)",Y,unclear,Y,REMOVE,https://www.privateschoolreview.com/reaching-milestones-learning-center-profile,MEDIUM,"TRAP 2 and table placement: reachingmilestones.com is a multi-state parent org (8 clinics across FL/GA/SC) offering 1:1 ABA, school consultation, social-skills groups and parent/teacher training, and its own site states it also operates private autism schools in Jacksonville and Orange Park - the stored address 6816 Southpoint Pkwy is that school, Reaching Milestones Learning Center, a K-8 nonsectarian special-education school with 14 students (Yelp also categorises this exact address as Special Education). A parent CANNOT book therapy at this address without enrolling their child, so this record belongs in the schools table and is a REMOVE from the provider table; the org's separate Jacksonville ABA clinic (a different address, zip 32216) could be added as its own record. NO BCBA IS NAMED anywhere on the site - 'none named' - only Rebecca Johnson, VP of Clinical Services; input contradiction: the site publishes 904-538-0713, not the stored (904) 683-9515."
7362,"Sade Behavior Therapy, Inc.",Jacksonville,Y,Y,ABA therapy and early intervention for young children with autism spectrum disorder,Y,Y,Y,KEEP_ABA,http://www.sadebehavior.com/services,HIGH,"Home page and a separate dedicated ABA Services page (two distinct pages, not chrome) describe assessment, DTT/NET direct therapy, supervision and caregiver training for autistic early learners; named BCBA is Yaisy Costales Sade, MS, BCBA, with BCaBA staff and Medicaid/Aetna/BCBS/Tricare ABA billing as the second signal. Correct tag set: aba, parent-coaching. Input contradiction: the stored address 2730 Clydo Rd matches the site (Suite 4), but the site's embedded map also shows a second location at 5600 Spring Park Rd #102, so the record may cover two sites."
6684,"Sarah Robinson, PhD",Jacksonville,Y,N,Hospital-based applied behavior analysis and clinical psychology for autism/developmental disabilities,Y,Y,Y,KEEP_ABA,https://www.baptistjax.com/doctors/behavior-analyst/dr-sarah-robinson-phd,HIGH,"Two first-party provider profiles (baptistjax.com and wolfsonchildrens.com) specific to her state she is a licensed psychologist AND a Behavior Analyst Certification Board-certified behavior analyst with 30+ years in behavior disorders, listing Applied Behavior Analysis and Autism Spectrum Disorders as her own expertise, so the named BCBA is Sarah Robinson herself; correct tag set is aba only, and per TRAP 2 I credited only her named profile, not Baptist/Wolfson's system-wide service list. Input contradictions: she publishes 1650 Prudential Drive Suite 210 (legal practice Baptist Behavioral Health, LLC, Wolfson Children's Behavioral Health - Southbank), not the stored 800 Prudential Dr, and (904) 202-2000 is the Baptist Health main switchboard, not her clinic line; she has no website of her own, only employer profile pages. Reservations: her profile says she treats toddlers through seniors so the caseload is not exclusively pediatric, and I could not load a Wolfson ABA program page (404) for an independent second signal beyond the two provider profiles."
