id,name,city,county,address,phone,website,source,verified
6694,Disability Experts of Florida,Spring Hill,Hernando,5300 Applegate Dr,(855) 777-0455,http://www.disabilityexpertsfl.com/,legacy_migration,true
6742,Essential Skills Pediatric Therapy,Spring Hill,Hernando,5196 Mariner Blvd,(352) 600-8300,http://essentialskillstherapy.com/,legacy_migration,true
8798,Kids First Therapy Center,Spring Hill,Hernando,224-236 Mariner Blvd,(352) 683-2120,null,legacy_migration,false
7292,Modern Therapy Works,Spring Hill,Hernando,7036 Mariner Blvd,(352) 597-1530,null,legacy_migration,false
8279,"Nino Richie C. Leetian, OT",Spring Hill,Hernando,7030 Evergreen Woods Trail,(352) 610-4475,null,legacy_migration,false
8667,Pathway to Purpose Care Services,Spring Hill,Hernando,4112 Lamson Ave,(352) 403-9570,http://pathwaytopurposecareservices.com/,legacy_migration,false
7221,Ready Set Grow,Spring Hill,Hernando,2939 Landover Blvd,(352) 684-1990,null,legacy_migration,false
7022,The Arc - Education Center and Regional Evacuation Shelter,Spring Hill,Hernando,6495 Mariner Blvd,(727) 619-0700,https://www.tancinc.org/,legacy_migration,false
8870,The LaPorta Center,Spring Hill,Pasco,18920 US-41,(727) 836-0943,http://thelaportacenter.net/,legacy_migration,false
10371,Vincent Academy Adventure Coast,Spring Hill,Hernando,7473 Forest Oaks Blvd,(352) 701-0778,http://vincenthouse.org/,legacy_migration,false
7293,Virtus Health,Spring Hill,Hernando,260 Mariner Blvd,(800) 217-9289,https://www.virtus.health/,legacy_migration,false
7573,Therapeutic Learning Center,St. Augustine,St. Johns,2109 ARC DR,(904) 824-8932,http://www.arcsj.org/,Google Places (PT/OT/ST),false
7459,Behavior Management Consultants - 4820 Kerry Forest Pkwy,Tallahassee,Leon,4820 KERRY FOREST PKWY,(850) 521-0242,https://bmcsoutheast.com/?utm_source=google&utm_medium=organic&utm_campaign=tal-gmb-website,Google Places (PT/OT/ST),false
6703,Bright Kids Behavior Inc.,West Palm Beach,Palm Beach,1490 S Military Trl & 8,(561) 653-1245,https://brightkidsbehavior.com/,legacy_migration,true
6869,Coral Behavioral Services,West Palm Beach,Palm Beach,1490 S Military Trl,(561) 323-2552,http://www.coralbehavioral.com/,legacy_migration,true
10376,Kokoro Care,West Palm Beach,Palm Beach,605 Belvedere Rd,(561) 560-0064,https://kokorocare.org/contact/,legacy_migration,false
6595,Life Skills Development LLC,West Palm Beach,Palm Beach,1645 Palm Beach Lakes Blvd #1200,(561) 247-0719,http://www.lifeskillsdevelopmentsuccess.com/,legacy_migration,true
6646,Novaluna Mental Health,West Palm Beach,Palm Beach,2000 Palm Beach Lakes Blvd #303,(561) 303-0811,https://www.novalunamentalhealth.com/,legacy_migration,true
7407,Prisma Behavioral Center,West Palm Beach,Palm Beach,1696 S Military Trl,(561) 284-6534,https://www.prismabc.com/,legacy_migration,false
6631,Psych Pro Centers,West Palm Beach,Palm Beach,6685 Forest Hill Blvd #209,(561) 844-4452,https://psychprocenters.com/,legacy_migration,true
6744,Theraspeech Inc,West Palm Beach,Palm Beach,1401 Forum Way #300,(561) 689-2147,http://theraspeechinc.com/contact-us/,legacy_migration,true
