service,canonical_city,providers,single_city,multi_city,no_website,band
mobile-services,ST. PETERSBURG,3,2,0,1,3-4
mobile-services,TAMPA,11,3,4,4,10-24
music-therapy,JACKSONVILLE,6,1,5,0,5-9
music-therapy,TALLAHASSEE,4,4,0,0,3-4
occupational-therapy,BOCA RATON,9,8,1,0,5-9
occupational-therapy,BOYNTON BEACH,3,3,0,0,3-4
occupational-therapy,CAPE CORAL,8,3,5,0,5-9
occupational-therapy,CLEARWATER,14,3,11,0,10-24
occupational-therapy,COCONUT CREEK,4,4,0,0,3-4
occupational-therapy,CORAL GABLES,6,5,1,0,5-9
occupational-therapy,CORAL SPRINGS,15,9,6,0,10-24
occupational-therapy,DAVIE,11,7,4,0,10-24
occupational-therapy,DORAL,6,3,3,0,5-9
occupational-therapy,FORT LAUDERDALE,18,12,6,0,10-24
occupational-therapy,FORT MYERS,18,11,7,0,10-24
occupational-therapy,GAINESVILLE,12,9,3,0,10-24
occupational-therapy,HIALEAH,15,9,6,0,10-24
occupational-therapy,HOLLYWOOD,24,15,9,0,10-24
occupational-therapy,HUDSON,4,2,2,0,3-4
occupational-therapy,JACKSONVILLE,60,24,36,0,25+
occupational-therapy,JACKSONVILLE BEACH,6,2,4,0,5-9
occupational-therapy,JUPITER,4,4,0,0,3-4
occupational-therapy,KISSIMMEE,5,4,1,0,5-9
occupational-therapy,LAKELAND,18,8,10,0,10-24
occupational-therapy,LARGO,6,1,5,0,5-9
occupational-therapy,LAUDERHILL,3,2,1,0,3-4
occupational-therapy,LONGWOOD,5,1,4,0,5-9
occupational-therapy,LUTZ,6,5,1,0,5-9
occupational-therapy,MAITLAND,5,5,0,0,5-9
occupational-therapy,MELBOURNE,16,9,7,0,10-24
occupational-therapy,MIAMI,59,40,19,0,25+
occupational-therapy,MIAMI LAKES,17,11,6,0,10-24
occupational-therapy,MIRAMAR,10,3,7,0,10-24
occupational-therapy,NORTH MIAMI BEACH,7,4,3,0,5-9
occupational-therapy,NORTH PALM BEACH,4,4,0,0,3-4
occupational-therapy,ORLANDO,44,18,25,1,25+
occupational-therapy,ORMOND BEACH,8,3,5,0,5-9
occupational-therapy,OVIEDO,3,3,0,0,3-4
occupational-therapy,PALM BEACH GARDENS,5,3,2,0,5-9
occupational-therapy,PALM HARBOR,10,3,7,0,10-24
occupational-therapy,PALM SPRINGS,6,1,5,0,5-9
occupational-therapy,PEMBROKE PINES,6,2,4,0,5-9
occupational-therapy,PLANTATION,5,3,2,0,5-9
occupational-therapy,POMPANO BEACH,4,2,2,0,3-4
occupational-therapy,PORT ORANGE,7,2,5,0,5-9
occupational-therapy,PORT ST. LUCIE,5,1,4,0,5-9
occupational-therapy,RIVERVIEW,4,2,2,0,3-4
occupational-therapy,ROCKLEDGE,3,2,1,0,3-4
occupational-therapy,ROYAL PALM BEACH,4,2,2,0,3-4
occupational-therapy,SOUTH MIAMI,4,2,2,0,3-4
occupational-therapy,SOUTHWEST RANCHES,3,2,1,0,3-4
occupational-therapy,SPRING HILL,8,2,6,0,5-9
occupational-therapy,ST. PETERSBURG,8,7,1,0,5-9
occupational-therapy,STUART,6,3,3,0,5-9
occupational-therapy,SUNRISE,6,5,1,0,5-9
occupational-therapy,TALLAHASSEE,14,10,4,0,10-24
occupational-therapy,TAMPA,55,16,39,0,25+
occupational-therapy,TRINITY,3,2,1,0,3-4
occupational-therapy,WEST PALM BEACH,8,8,0,0,5-9
occupational-therapy,WINTER GARDEN,3,2,1,0,3-4
occupational-therapy,WINTER HAVEN,5,2,3,0,5-9
occupational-therapy,WINTER PARK,7,2,5,0,5-9
occupational-therapy,YULEE,3,2,1,0,3-4
parent-coaching,BOCA RATON,7,3,4,0,5-9
parent-coaching,CAPE CORAL,4,3,1,0,3-4
parent-coaching,CLEARWATER,4,4,0,0,3-4
parent-coaching,CLERMONT,3,2,1,0,3-4
parent-coaching,COCONUT CREEK,3,3,0,0,3-4
parent-coaching,CORAL SPRINGS,6,3,3,0,5-9
parent-coaching,DAVIE,6,4,2,0,5-9
parent-coaching,FORT LAUDERDALE,8,4,4,0,5-9
parent-coaching,FORT MYERS,6,2,4,0,5-9
parent-coaching,GAINESVILLE,3,2,1,0,3-4
parent-coaching,HIALEAH,4,4,0,0,3-4
parent-coaching,HOLLYWOOD,11,4,7,0,10-24
parent-coaching,JACKSONVILLE,13,8,5,0,10-24
parent-coaching,LAKELAND,4,3,1,0,3-4
parent-coaching,MAITLAND,3,2,1,0,3-4
parent-coaching,MELBOURNE,6,4,2,0,5-9
parent-coaching,MIAMI,13,8,5,0,10-24
parent-coaching,MIRAMAR,3,2,1,0,3-4
parent-coaching,NORTH MIAMI BEACH,3,3,0,0,3-4
parent-coaching,ORLANDO,18,8,10,0,10-24
parent-coaching,PEMBROKE PINES,4,2,2,0,3-4
parent-coaching,PORT ST. LUCIE,5,5,0,0,5-9
parent-coaching,ST. PETERSBURG,4,4,0,0,3-4
parent-coaching,TALLAHASSEE,5,4,1,0,5-9
parent-coaching,TAMPA,17,10,7,0,10-24
parent-coaching,WEST PALM BEACH,8,6,2,0,5-9
physical-therapy,BOCA RATON,6,5,1,0,5-9
physical-therapy,BROOKSVILLE,4,2,2,0,3-4
physical-therapy,CAPE CORAL,15,10,5,0,10-24
physical-therapy,CLEARWATER,26,16,10,0,25+
physical-therapy,COCONUT CREEK,4,3,1,0,3-4
physical-therapy,CORAL GABLES,8,5,3,0,5-9
physical-therapy,CORAL SPRINGS,25,18,7,0,25+
physical-therapy,DAVIE,14,10,3,1,10-24
physical-therapy,DUNEDIN,3,2,1,0,3-4
physical-therapy,FORT LAUDERDALE,32,23,9,0,25+
physical-therapy,FORT MYERS,19,13,6,0,10-24
physical-therapy,GAINESVILLE,20,17,3,0,10-24
physical-therapy,HALLANDALE BEACH,6,5,1,0,5-9
physical-therapy,HIALEAH,18,9,6,3,10-24
physical-therapy,HOLLY HILL,4,3,1,0,3-4
physical-therapy,HOLLYWOOD,36,22,14,0,25+
physical-therapy,HUDSON,4,2,2,0,3-4
physical-therapy,JACKSONVILLE,74,39,34,1,25+
physical-therapy,JACKSONVILLE BEACH,7,3,4,0,5-9
physical-therapy,JUPITER,4,3,1,0,3-4
physical-therapy,LAKE MARY,3,2,0,1,3-4
physical-therapy,LAKELAND,21,12,9,0,10-24
physical-therapy,LARGO,10,1,7,2,10-24
physical-therapy,LAUDERHILL,6,2,3,1,5-9
physical-therapy,LUTZ,6,5,1,0,5-9
physical-therapy,MAITLAND,6,6,0,0,5-9
physical-therapy,MELBOURNE,20,12,8,0,10-24
physical-therapy,MIAMI,85,42,26,17,25+
physical-therapy,MIAMI BEACH,7,4,3,0,5-9
physical-therapy,MIAMI GARDENS,5,2,3,0,5-9
physical-therapy,MIAMI LAKES,15,9,5,1,10-24
physical-therapy,MIRAMAR,9,3,6,0,5-9
physical-therapy,NORTH MIAMI BEACH,10,6,3,1,10-24
physical-therapy,NORTH PALM BEACH,3,3,0,0,3-4
physical-therapy,OAKLAND PARK,5,2,2,1,5-9
physical-therapy,ORLANDO,47,23,24,0,25+
physical-therapy,ORMOND BEACH,10,6,4,0,10-24
physical-therapy,OVIEDO,3,2,0,1,3-4
physical-therapy,PALM BAY,6,2,4,0,5-9
physical-therapy,PALM BEACH GARDENS,4,2,2,0,3-4
physical-therapy,PALM HARBOR,10,3,7,0,10-24
physical-therapy,PALM SPRINGS,6,3,3,0,5-9
physical-therapy,PEMBROKE PINES,7,3,4,0,5-9
physical-therapy,POMPANO BEACH,5,2,3,0,5-9
physical-therapy,PORT ORANGE,9,4,5,0,5-9
physical-therapy,PORT ST. LUCIE,17,11,6,0,10-24
physical-therapy,RIVERVIEW,3,2,1,0,3-4
physical-therapy,SANFORD,3,3,0,0,3-4
physical-therapy,SOUTH MIAMI,6,4,2,0,5-9
physical-therapy,SOUTHWEST RANCHES,5,4,0,1,5-9
physical-therapy,SPRING HILL,13,7,6,0,10-24
physical-therapy,ST. PETERSBURG,5,4,1,0,5-9
physical-therapy,STUART,6,3,2,1,5-9
physical-therapy,SUNRISE,5,4,1,0,5-9
physical-therapy,TALLAHASSEE,20,18,2,0,10-24
physical-therapy,TAMARAC,6,3,3,0,5-9
physical-therapy,TAMPA,67,28,37,2,25+
physical-therapy,WEST MELBOURNE,6,4,2,0,5-9
physical-therapy,WEST PALM BEACH,17,14,3,0,10-24
physical-therapy,WINTER HAVEN,5,2,3,0,5-9
physical-therapy,WINTER PARK,8,4,4,0,5-9
physical-therapy,YULEE,3,2,1,0,3-4
residential-program,ORLANDO,6,1,0,5,5-9
residential-program,TAMPA,3,2,1,0,3-4
respite-care,JACKSONVILLE,4,4,0,0,3-4
respite-care,MIAMI,5,3,2,0,5-9
respite-care,TAMPA,8,5,1,2,5-9
speech-therapy,BOCA RATON,9,7,2,0,5-9
speech-therapy,BOYNTON BEACH,4,3,1,0,3-4
speech-therapy,CAPE CORAL,10,7,3,0,10-24
speech-therapy,CLEARWATER,9,2,7,0,5-9
speech-therapy,CLERMONT,4,3,1,0,3-4
speech-therapy,CORAL GABLES,6,6,0,0,5-9
speech-therapy,CORAL SPRINGS,12,8,4,0,10-24
speech-therapy,DAVIE,9,6,3,0,5-9
speech-therapy,DORAL,5,2,3,0,5-9
speech-therapy,FORT LAUDERDALE,16,14,2,0,10-24
speech-therapy,FORT MYERS,14,8,6,0,10-24
speech-therapy,GAINESVILLE,10,9,1,0,10-24
speech-therapy,HIALEAH,12,8,4,0,10-24
speech-therapy,HOLLYWOOD,15,11,4,0,10-24
speech-therapy,HUDSON,4,2,2,0,3-4
speech-therapy,JACKSONVILLE,49,19,30,0,25+
speech-therapy,JACKSONVILLE BEACH,5,1,4,0,5-9
speech-therapy,JUPITER,3,3,0,0,3-4
speech-therapy,KISSIMMEE,5,4,1,0,5-9
speech-therapy,LAKE WORTH,6,4,2,0,5-9
speech-therapy,LAKELAND,12,5,7,0,10-24
speech-therapy,LARGO,5,1,4,0,5-9
speech-therapy,LAUDERHILL,3,2,1,0,3-4
speech-therapy,LONGWOOD,5,1,4,0,5-9
speech-therapy,LUTZ,6,5,1,0,5-9
speech-therapy,MAITLAND,3,3,0,0,3-4
speech-therapy,MELBOURNE,14,8,6,0,10-24
speech-therapy,MIAMI,49,39,10,0,25+
speech-therapy,MIAMI LAKES,14,10,4,0,10-24
speech-therapy,MIRAMAR,10,4,6,0,10-24
speech-therapy,NORTH MIAMI BEACH,3,3,0,0,3-4
speech-therapy,NORTH PALM BEACH,3,3,0,0,3-4
speech-therapy,ODESSA,3,3,0,0,3-4
speech-therapy,ORANGE PARK,3,2,1,0,3-4
speech-therapy,ORLANDO,32,22,9,1,25+
speech-therapy,OVIEDO,5,5,0,0,5-9
speech-therapy,PALM BEACH GARDENS,9,7,2,0,5-9
speech-therapy,PALM HARBOR,10,4,6,0,10-24
speech-therapy,PALM SPRINGS,5,2,3,0,5-9
speech-therapy,PARKLAND,3,3,0,0,3-4
speech-therapy,PEMBROKE PINES,4,2,2,0,3-4
speech-therapy,PLANTATION,5,3,2,0,5-9
speech-therapy,POMPANO BEACH,3,2,1,0,3-4
speech-therapy,PORT ORANGE,5,2,3,0,5-9
speech-therapy,PORT ST. LUCIE,5,3,2,0,5-9
speech-therapy,RIVERVIEW,4,2,2,0,3-4
speech-therapy,ROCKLEDGE,3,2,1,0,3-4
speech-therapy,ROYAL PALM BEACH,4,2,2,0,3-4
speech-therapy,SANFORD,3,3,0,0,3-4
speech-therapy,SOUTH MIAMI,4,2,2,0,3-4
speech-therapy,SOUTHWEST RANCHES,3,2,1,0,3-4
speech-therapy,SPRING HILL,8,1,7,0,5-9
speech-therapy,ST. PETERSBURG,10,8,1,1,10-24
speech-therapy,STUART,5,4,1,0,5-9
speech-therapy,SUNRISE,5,4,1,0,5-9
speech-therapy,TALLAHASSEE,16,15,1,0,10-24
speech-therapy,TAMPA,51,18,32,1,25+
speech-therapy,WEST MELBOURNE,3,2,1,0,3-4
speech-therapy,WEST PALM BEACH,9,9,0,0,5-9
speech-therapy,WINTER HAVEN,4,2,2,0,3-4
speech-therapy,YULEE,3,2,1,0,3-4
support-groups,CAPE CORAL,4,3,1,0,3-4
support-groups,DAVIE,3,2,1,0,3-4
support-groups,GAINESVILLE,4,4,0,0,3-4
support-groups,JACKSONVILLE,6,3,3,0,5-9
support-groups,LAKELAND,4,3,1,0,3-4
support-groups,MIAMI,5,3,2,0,5-9
support-groups,ORLANDO,4,2,2,0,3-4
support-groups,TALLAHASSEE,4,3,1,0,3-4
support-groups,TAMPA,11,9,2,0,10-24
support-groups,WEST PALM BEACH,5,5,0,0,5-9
tutoring,TAMPA,4,3,1,0,3-4
virtual-therapy,CAPE CORAL,3,3,0,0,3-4
virtual-therapy,CLEARWATER,4,3,1,0,3-4
virtual-therapy,CORAL SPRINGS,5,2,3,0,5-9
virtual-therapy,DAVIE,4,3,1,0,3-4
virtual-therapy,FORT LAUDERDALE,8,4,4,0,5-9
virtual-therapy,FORT MYERS,4,3,1,0,3-4
virtual-therapy,GAINESVILLE,5,5,0,0,5-9
virtual-therapy,HOLLYWOOD,8,6,2,0,5-9
virtual-therapy,JACKSONVILLE,6,2,4,0,5-9
virtual-therapy,LAKELAND,4,3,1,0,3-4
virtual-therapy,MELBOURNE,5,4,1,0,5-9
virtual-therapy,MIAMI,9,7,2,0,5-9
virtual-therapy,MIRAMAR,4,2,2,0,3-4
virtual-therapy,ORLANDO,12,7,5,0,10-24
virtual-therapy,SPRING HILL,3,2,1,0,3-4
virtual-therapy,TALLAHASSEE,6,6,0,0,5-9
virtual-therapy,TAMPA,15,11,4,0,10-24
