id,email
9402,angelina@aaktherapy.com
7494,allaboutmesupports@aol.com
7169,admin@allinmentalhealth.com
6722,info@indiantypefoundry.com
6549,info@allsupportservicing.com
9372,info@atcspeechtherapy.com
10232,jenny@alltogetherwellness.net
7239,admin@all-starspeech.com
9756,info@alliedpt.com
9251,catherinehuey22@gmail.com
6035,assistant@alos.org
6695,alternativespeech@yahoo.com
10406,info@alwayskeepprogressing.com
7259,info@alwayskeepprogressing.com
9408,info@alwayskeepprogressing.com
9309,info@alyssafreycst.com
6532,hello@rfuenzalida.com
10133,info@ameri-carepro.com
9121,info@myautism.org
9130,info@amortherapyservices.com
10249,info@amptherapyfl.com
8869,aaron@amplifytherapeuticservices.com
7471,ksullivan.lcsw@gmail.com
9458,anatomyphysicaltherapy@gmail.com
7160,info@anewlifeccgroup.com
6889,info@angelicsteps.com
8902,info@angelsreachacademy.com
6571,info@annstorckcenter.org
8571,info@annstorckcenter.org
8717,anne@annetierneylcsw.com
9703,trehabspecialist@gmail.com
9780,trehabspecialist@gmail.com
9445,info@apexptflorida.com
9784,info@apexptflorida.com
9970,apexrehabandtraining@gmail.com
9930,pbfl@apexnetworkpt.com
8797,portalrequest@apghealth.com
9351,lovelyotd@gmail.com
9568,info@apollo-rehab.com
9783,info@apollo-rehab.com
9640,info@apollo-rehab.com
9220,contact@applepatchtherapy.com
8800,admin@appliedbehavior.net
9262,info@aprendocreciendo.com
8845,jstewart@arcbroward.com
10364,jstewart@arcbroward.com
7231,office@areastage.org
7358,info@ascendfl.com
9432,alex@ascendptp.com
7163,info@ascendswfl.com
6591,contact@asgo.org
6654,info@asmtherapy.com
6770,info@aspirehp.org
9779,admin@asrsportsmedicine.com
7114,coe-alec@fsu.edu
6852,ahi@assuranceofhope.org
9891,info@astromedicalcenter.com
8923,info@atalacounseling.com
6713,info@athenaschoolpsy.com
9808,info@atlanticrehabcenter.com
9871,info@atlanticrehabcenter.com
9429,info@atlasphysical.com
6577,info@audrawalsh.com
9550,frontdesk@australianpt.com
6561,hello@authenticselfjax.com
7387,info@monarchbehavior.com
10343,info@aastampa.org
6666,support@autismnavigator.com
6546,contact@appbc.org
6547,info@autismspecialtygroup.com
5818,newintake@practice-mgmt.com
7424,fernando.campos@a-gtherapy.com
8676,info@avardlaw.com
10297,compliance@aveanna.com
9232,admin@avectherapy.com
9742,info@avionpt.com
9900,office@axispropt.com
9834,office@axispropt.com
10296,info@azultherapyservices.com
10310,info@azultherapyservices.com
7243,info@azultherapyservices.com
10154,info@azultherapyservices.com
10298,bernie@kidstherapro.com
9694,u00a0drcaragiusti@b3pt.com
9587,info@backtohealthpt.com
9592,coralsprings@backtomind.com
9591,coralsprings@backtomind.com
8457,baservices@baracusahealth.com
9215,barnetttherapy@icloud.com
9825,barrpt@bellsouth.net
10267,talentacquisition@baycare.org
5861,talentacquisition@baycare.org
10050,talentacquisition@baycare.org
9670,talentacquisition@baycare.org
10210,talentacquisition@baycare.org
9701,talentacquisition@baycare.org
10216,talentacquisition@baycare.org
9539,tom@basephysicaltherapy.com
6681,info@bassautism.com
9169,info@bassautism.com
9171,info@bassautism.com
10394,info@bassautism.com
9172,info@bassautism.com
6670,info@bassautism.com
8574,info@bayviewtherapy.com
7287,info@bayviewtherapy.com
9833,beboldperformance@gmail.com
9032,hello@rfuenzalida.com
9441,info@bemedpt.com
10222,hello@bestrongtherapy.com
9297,info@beachesnaturetherapy.com
8484,info@beachway.com
7898,info@beachwoodri.org
10325,info@beaconpediatric.com
7306,info@beansbehavior.com
7009,info@ababeautifulminds.com
10265,info@beckmanandassociates.com
7451,info@beemetherapy.com
9286,admin@beeyondplay.com
5819,vasb@orunivbe-nanylfvf.bet
6557,vasb@orunivbe-nanylfvf.bet
6906,contact@behavioranalysissolutions.com
8862,info@behaviorassociates.org
7263,info@behaviorbloomllc.com
7459,bmcservices@bmcsoutheast.com
7155,info@bhavioralcorporation.com
8493,admin@behavioralfoundation.org
8809,info@behavioralinitiatives.com
8442,firstlastname@gmail.com
7124,contact@behavioralprogression.com
9137,behavioralsa@gmail.com
8454,julieth.araujo@behavioraltherapyinstitute.com
6688,dianne@believehopeinspire.com
9648,office@believetherapy.com
9608,ccook@bespokept.us
6968,learnmore@bbs.center
6614,info@bettercarecounseling.com
9499,sample@betterlifephysicaltherapy.com
7078,sancia@blscounseling.net
7442,info@betterperspectivecounseling.com
9222,betterspeechofpb@gmail.com
10398,maybelin@beyondspeakingrehab.com
10309,referrals@centralfltherapy.com
7483,info@atfipro.com
6738,bg.clinical.intervention@hotmail.com
10110,miami@bigbearacademyppec.com
10059,miami@bigbearacademyppec.com
9538,info@bigbendpt.com
9412,info@bilingualkeytherapy.com
8657,info@bilingualkeytherapy.com
6800,info@bstcflorida.com
10190,info@bitbybittherapy.org
6897,blackswancounselingservices@gmail.com
8965,info@bmmaba.com
7419,info@bmmaba.com
7121,bbbehavioral@gmail.com
9358,info@jaxbloom.com
9957,contact@bloompelvictherapy.com
6733,info@blooming-aba.com
6888,hello@blossomabaco.com
9182,info@blossomspeechlanguage.com
8879,bluecaretherapy@gmail.com
8846,blue@bluecatneuro.net
7067,info@bluemindsllc.com
6909,abatherapy@bluepeninsulaaba.com
9508,pediatrics@bluewavemedicalassociates.com
6942,deborah@blumcounselinggroup.com
9560,dr.meghanbraun@bodymechpt.com
9541,drbrandon@tallahasseept.com
9473,hi@mystore.com
9950,referrals@bolanosassociates.com
10098,hello@boldchildco.com
9716,info@boldcitytherapy.com
9594,coralsprings@bouncebackphysical.com
5827,williams@bbisf.com
6966,support@braingainstherapy.com
9414,info@breakthroughtherapyservices.com
6014,info@breakthroughtherapyservices.com
9411,info@breakthroughtherapyservices.com
6972,eben@eyebytes.com
9612,contact@bridgeptp.com
9349,info@bridgespeech.com
7391,hello@mybridgetherapy.com
8542,hello@mybridgetherapy.com
8725,admin@psychgrouptb.com
10040,info@bridgingthepieces.com
8813,amandagarciabehavior@gmail.com
5858,contact@brightjourneytherapy.com
6703,ymorales@brightkidsbehavior.com
9102,info@brighterdaypsych.com
9843,info@brighterdaysppec.com
9374,brightsidetherapyllc@gmail.com
9312,admin@brightstonetherapy.com
8199,documentation@brilliantbrainsbehavior.com
9357,admin@broadhorizonsspeech.com
9666,info@browardpt.com
6921,admin@bryterway-aba.com
7337,admin@buildingblocks-appliedbehavioral.com
7686,butterflystable@gmail.com
6814,micah@micahrich.com
9377,manager@candotherapies.com
6604,jshields@canopy-counseling.com
6034,info@capspeech.com
6576,cindy@capespeechtherapy.com
5849,hello@tallyspeech.com
9879,info@cardioflextherapy.com
10151,hotline@cofk.com
10245,hotline@cofk.com
10030,hotline@cofk.com
9787,info@caressh.com
9733,info@carewellnesscenter.com
9693,administration@care360physicaltherapy.com
9044,info@mydacil.org
7497,info@caringheartsbehavioralhealth.com
8579,info@caringtherapistsofbroward.com
7809,info@caringtherapistsofbroward.com
8580,info@caringtherapistsofbroward.com
8581,info@caringtherapistsofbroward.com
6635,info@caringtherapistsofbroward.com
10374,info@carlyletherapy.com
6648,thespeechretreat@gmail.com
9333,info@catchinguptherapy.com
9642,cathyorlandopt@gmail.com
7247,drlavadopsyd@gmail.com
7507,info@ceco.org
8839,administration@clpa13.com
6566,info@cilorlando.org
7650,help@plantationpsychologists.com
9252,ksmeds@bellsouth.net
9020,frontdesk@centerforspeechorlando.com
9197,contact@cfshc.org
10163,info@cftherapy.com
10036,cfts-inc@cfl.rr.com
10039,cfts-inc@cfl.rr.com
7653,info@challengesconqueredcounseling.com
9422,drd@championchiropractic.com
9675,email@address.com
7484,info@championsclub.org
9337,impallari@gmail.com
6583,4childadvancement@gmail.com
6615,info@indiantypefoundry.com
5831,cherice@childpsychtampa.com
9343,childlifetherapy@earthlink.net
5830,info@childtherapypc.com
9415,abc@childgardens.com
6984,abc@childgardens.com
9335,info@childreninmotion.net
5788,info@cac-swfl.org
6844,intake@childrensbehaviortherapy.com
6835,grayson@childrenscommunication.com
9365,grayson@childrenscommunication.com
9240,info@childrenslove.care
10383,info@childrenspremiertherapy.com
10006,info@childrensrehabppec.com
6967,info@childrensrehabppec.com
9360,hello@positivedevelopment.com
9353,hello@positivedevelopment.com
9067,info@cscbroward.org
10043,cti.ninah@gmail.com
9799,office@ctaflorida.com
7510,info@cicilycares.com
9856,info@citimed.com
6737,info@clarity-psychology.com
9595,info@backtohealthpt.com
6531,dtrain@clearcommtherapy.com
9629,info@clearpassage.com
9211,info@clermontspeechlanguage.com
9469,info@clowintegratedmedicalcenter.com
8378,admin@coastalneuropsychology.com
8489,info@coastaltherapy.net
8578,info@coastaltherapy.net
6949,questions@cocoabeachpsychology.com
6876,info@coconutcreektherapy.com
7477,inquiries@collaborative-solutions.org
9375,info@communicatespeechtherapy.com
9185,info@commcornertherapy.com
9361,contact@communicationtherapyclinic.com
9175,erika@communikidsmiami.com
9809,info@completetherapyusa.com
9526,info@wearecomplex.com
9135,info@comprehensive-assessment.com
6803,info@old.cpascounseling.com
8796,aba@confidentmindsllc.com
9624,info@vju.mxi.mybluehost.me
7285,connections@connectedpb.com
6490,info@connections-therapy.com
7295,contact@consumernotice.org
9031,admin@contemporarylearningcenter.com
9206,adam@coolkidztherapy.com
9980,patientbilling@corahealth.com
9846,patientbilling@corahealth.com
9940,patientbilling@corahealth.com
9974,patientbilling@corahealth.com
9805,patientbilling@corahealth.com
9868,patientbilling@corahealth.com
9975,patientbilling@corahealth.com
9870,patientbilling@corahealth.com
9890,patientbilling@corahealth.com
9963,patientbilling@corahealth.com
9941,patientbilling@corahealth.com
9812,patientbilling@corahealth.com
9865,patientbilling@corahealth.com
9832,patientbilling@corahealth.com
9854,patientbilling@corahealth.com
9938,patientbilling@corahealth.com
9977,patientbilling@corahealth.com
9817,patientbilling@corahealth.com
9816,patientbilling@corahealth.com
9898,patientbilling@corahealth.com
9896,patientbilling@corahealth.com
9857,patientbilling@corahealth.com
9961,patientbilling@corahealth.com
9919,patientbilling@corahealth.com
9823,patientbilling@corahealth.com
9819,patientbilling@corahealth.com
9934,patientbilling@corahealth.com
9880,patientbilling@corahealth.com
9910,patientbilling@corahealth.com
9862,patientbilling@corahealth.com
9863,patientbilling@corahealth.com
9916,patientbilling@corahealth.com
9901,patientbilling@corahealth.com
9851,patientbilling@corahealth.com
9915,patientbilling@corahealth.com
9845,patientbilling@corahealth.com
9949,patientbilling@corahealth.com
9838,patientbilling@corahealth.com
9969,patientbilling@corahealth.com
9917,patientbilling@corahealth.com
9831,patientbilling@corahealth.com
10108,patientbilling@corahealth.com
9951,patientbilling@corahealth.com
9996,patientbilling@corahealth.com
9853,patientbilling@corahealth.com
9921,patientbilling@corahealth.com
9288,info@corepediatrictherapy.com
9495,corestrongdpt@gmail.com
9645,hello@corevaluesptorlando.com
9505,hello@corevaluesptorlando.com
9138,terri@specialeducationsolutions.net
10280,4kids@cornerstonetherapy1.com
5853,reception@cwcsf.com
6752,help@counseling-therapy.org
8166,jbgibson.creation@gmail.com
7028,support@creativemindsfla.com
6567,ineedspeech@gmail.com
9702,info@crossoverptp.com
5967,info@crossroadscorral.org
7319,crystalangelsbehavior@aol.com
6636,ycaraballo@csbehavioralmiami.com
5840,hello@cultivatebhe.com
7140,hello@cultivatebhe.com
9166,hello@cultivatebhe.com
7136,info@ddbehaviorpsl.com
7360,info@ddbehaviorpsl.com
6979,team@latofonts.com
9318,abasupport@dacare.net
10041,dailymiraclesppec@gmail.com
9991,patientrelations@watsonclinic.com
9990,patientrelations@watsonclinic.com
9108,patientrelations@watsonclinic.com
9992,patientrelations@watsonclinic.com
9993,patientrelations@watsonclinic.com
9965,patientrelations@watsonclinic.com
9964,patientrelations@watsonclinic.com
9855,patientrelations@watsonclinic.com
8991,info@damroncounseling.com
7313,info@danmarinofoundation.org
9088,info@dandelionbehavioral.com
9239,dargrayslp@gmail.com
7019,counseling@joinedwithjesus.org
10016,elena@dazzlingkidstherapy.com
8888,some@gmail.com
8560,therapy@dedicatedpediatrictherapy.com
8292,hello@deeplyrootedpsychotherapyllc.com
10132,contact@deiatherapy.com
6590,contact@deliverthedream.org
9514,info@deltaperformanceandrehab.com
9794,kinesiology@ucf.edu
6778,ctmyers@phhp.ufl.edu
9209,info@designtherapyofmiami.com
5838,dabs@appliedbhs.com
6701,developmentaltherapiesbeyond@gmail.com
9554,info@directorthopedictherapy.com
7373,askeh@flhealth.gov
7320,askeh@flhealth.gov
7304,info@discoverypsychologyservices.com
7470,therapy@divinesss.com
9289,dowh@doctorofwomenshealth.com
6794,contact@dovebehavioralhealth.com
7241,info@dsacf.org
9651,hi@typemade.mx
9126,contact@drgeorgezaky.com
7055,gjimenez@drjimeneztesting.com
6791,jenniferbrandonoffice@gmail.com
7382,admin@drkristinedwards.com
7615,drpams55@gmail.com
10242,contact@doctorphysiotw.com
9789,dr.robpoliszuk@gmail.com
8589,support@inharmony.com
8905,support@inharmony.com
8601,drmvmnt@gmail.com
10010,care@dhbtherapymiami.com
9299,info@dreamppec.com
9931,dynamicduopt@outlook.com
7505,info@dynamikshomecare.com
7223,info@earlyaba.com
9274,earlyinterventionclinic1@gmail.com
10202,earlyinterventionsolutionsllc@gmail.com
9359,info@earlypathpediatric.com
6036,lloosle@educationalbrains.com
9494,fernando@effectivept.com
8437,rabbi@elazarbloom.com
10346,admin@elementscares.com
9027,info@elevatetherapycenter.com
9485,info@elitephysicaltherapyassoc.com
6526,info@embraceabawpb.com
7406,support@embracinglifetoday.com
8971,help@embridgecounselingservices.com
9083,roxana@renewyourmindcounseling.com
6772,andrewot@emeraldhillshandtherapy.com
8259,lisa@emeraldmtherapeuticridingcenter.org
7008,egray@emilykgraymft.com
7150,contact@clearmindsetcounselingcenter.com
9480,impallari@gmail.com
9727,info@empowerherpt.com
9769,admin@empowertampa.com
9630,hello@empowerwomenspt.com
7031,impallari@gmail.com
10268,voe@encompasshealth.com
10384,endrangepr@gmail.com
6812,therapy@enrichment-services.com
6986,scheduling@ensobhc.com
9472,envisionphysicaltherapy@yahoo.com
6989,erin.solem.lcsw@gmail.com
8320,rhonda@equineassistedhealing.com
7824,info@equineatsf.org
6742,contact@essentialskillstherapy.com
9579,dr.rosenfieldept@gmail.com
7366,info@evolutionstreatment.com
6937,admin@evolvebehaviortherapyservices.com
9765,info@evolveprtampa.com
7042,info@evolvingmindstogether.com
6739,clientservice@evolvingstrong.com
9386,info@exceptionalspeechtherapy.com
7099,info@exceptionaltherapies.com
7335,bill@experiencematterscounseling.com
7397,info@handtherapy.com
9380,info@expressions4kids.com
10052,extendedkc@gmail.com
9700,extramilerehab@gmail.com
10167,admin@fitpt.org
9952,info@fitptot.com
6718,info@faast.org
9793,info@famespeechandmyo.com
7189,info@familiesfirstpbc.org
7368,info@fccsprings.com
9099,info@febhs.org
10075,info@familyfirsttherapyinc.com
6610,info@fi-florida.org
8452,eduardoleal7321@gmail.com
7422,info@familytherapybehavior.com
8924,csfc@fashionablecanes.com
6353,info@fatajtlc.com
10136,chris@sectorfive.com
8960,contact@figuresofspeechtherapy.com
6633,request@findpeacebypiece.com
10314,info@fkppec.com
7383,info@fkppec.com
10048,info@fkppec.com
9655,firstrehabnpb@gmail.com
9086,fstasst@gmail.com
10084,fstasst@gmail.com
6677,fstasst@gmail.com
10315,fstasst@gmail.com
10029,fstasst@gmail.com
8596,support@firstwordsproject.com
7141,support@firstwordsproject.com
7437,info@firstwordstherapy.com
9958,frontdesk@fit4lifetampa.com
9628,info@fivebranchhealth.com
9728,fixitphysicaltherapy@gmail.com
9824,info@florehabcenter.com
9997,info@florehabcenter.com
7060,juliannecounseling@gmail.com
6834,info@floridacils.org
6985,info@faceprogram.org
7046,fddc@fddc.org
9310,diana@floridahandtherapy.com
9321,diana@floridahandtherapy.com
7345,info@keraltybh.com
7355,fzirps@fcrr.org
10169,info@flmtc.com
9893,rehab@fohcpt.com
9669,info@floridaphysio.com
8450,info@flpsychiatry.com
6970,gsloman@flpsychcenter.com
9176,frpg@ymail.com
9807,eben@eyebytes.com
9772,info@healerspt.com
9459,info@forcesportstherapy.com
9448,info@forcesportstherapy.com
9771,info@forcesportstherapy.com
9524,info@forcesportstherapy.com
9475,info@forgeperformancept.com
6947,info@aofba.org
9673,foundationphysicaltherapy@gmail.com
6971,hello@foundationstherapy.net
7267,info@foundationstherapy.com
9897,admin@foxpt.com
9804,admin@foxpt.com
9512,%20freemotiontherapy@gmail.com
5964,info@freedomride.com
7190,freedomtospeakny@gmail.com
9208,frpcentre@yahoo.com
7411,conferencecenter@fsu.edu
9265,autism@med.fsu.edu
10312,cec.rap@gmail.com
9046,mdcinfo@csw.fsu.edu
6730,webmaster@psy.fsu.edu
9235,fsucomdis@cci.fsu.edu
6938,fsucomdis@cci.fsu.edu
9202,email@gmail.com
7272,maria@fullpotentialcounseling.com
9652,dralli@funpt4kids.com
6996,info@funtherapysolutions.com
10264,fussiontherapyinc@gmail.com
6977,fussiontherapyinc@gmail.com
7065,office@gainesvillecounselingcenter.com
8995,admin@gainesvillehealinghouse.com
7020,info@goclubhouse.org
9758,info@gainesvillephysicaltherapy.com
7035,gardenedmindtherapy@gmail.com
7605,info@garellekcounseling.com
5841,generalbehavioranalysis@gmail.com
9869,email.generations@gmail.com
10473,info@genesisassistancedogsinc.org
6070,giftedkidstherapy@gmail.com
8947,info@gigisplayhouse.org
9131,info@gigisplayhouse.org
5874,giveback@giveabuck.org
6682,help@globalspeechandrehab.com
9886,info@goldcoastpt.com
9493,info@goldcoastpt.com
9790,info@goldcoastpt.com
9775,info@goldcoastpt.com
8455,admgoldenphoenixmh@goldenphoenixmh.com
9570,info@phloxbusiness.com
7985,info@mysite.com
10250,roanokegsr@greatstridesrehab.com
9762,office@daytonapt.com
7414,info@greenbrooktms.com
8723,info@groundworkcounseling.com
9226,cortney@grovecommunicationtherapy.com
7249,coconutgrovetherapy@gmail.com
6802,khoppes@growplaypediatrictherapy.com
7164,growtogetherfamilytherapy@gmail.com
7052,wellness@gettherapy.org
7106,info@guardianhaven.com
9223,info@gulfcoasttherapies.com
5791,info@gulfshorebh.com
8597,info@gulfshorebh.com
9525,info@h2tpt.com
10353,info@h2tpt.com
8039,impallari@gmail.com
6935,itsecurityservices@halifax.org
9463,contact@hammerosm.com
5782,handspecialists@bellsouth.net
10019,happykidsppec@gmail.com
6584,info@happyplaytherapy.com
6943,thekidcoachlakeland@gmail.com
10369,info@hupcfl.com
8554,info@hupcfl.com
8555,info@hupcfl.com
6496,info@hupcfl.com
6551,info@myhealinghorizons.com
6120,info@healingpawsfl.com
6855,info@healingwordstherapy.com
9563,admin@healthrehab.com
10071,inquirybrandon@healthpropediatrics.com
10219,inquirybrandon@healthpropediatrics.com
10326,inquirybrandon@healthpropediatrics.com
10331,inquirylakeland@healthpropediatrics.com
10332,inquirylakeland@healthpropediatrics.com
10269,inquirylakeland@healthpropediatrics.com
9619,info@healthspanrecovery.com
10045,info@heart4kidstherapy.com
10065,info@heart4kidstherapy.com
10044,info@heart4kidstherapy.com
8066,helpinghandsclinic@gmail.com
7251,helpinglittlegiants@gmail.com
9678,info@hdzhealthcare.com
9483,ortho4055@gmail.com
6881,info@hiddenpotentialflorida.com
6678,info@indiantypefoundry.com
7193,info@indiantypefoundry.com
9626,honormurphypt@gmail.com
7775,info@indiantypefoundry.com
9109,contact@hopecounselingeap.com
6910,mskane@hopereconstruction.com
9999,contact@hopefultherapies.com
9048,contact@hopefultherapies.com
10161,hpcppec@gmail.com
6593,hpcppec@gmail.com
7148,info@hdcinc.org
6753,icangrowababehaviortherapy@gmail.com
7475,florida@iloveabalakeland.com
6923,info@irockbehavior.com
6740,k.lowry@iboscounseling.com
7038,itsforkids@aol.com
6027,info@imindmental.com
8812,info@imindmental.com
9791,info@impacthealthnow.com
9527,info@impactptmiami.com
6891,incommunitycounseling@gmail.com
8848,inmotionaba@gmail.com
10403,info@inmotionorlando.com
10327,inyourhandsbehavior@gmail.com
7352,cg.inarahealth@gmail.com
6767,s.ford@indigokidsbehavior.com
8547,info@infiniteabilitiesaba.com
10329,info@iplcmiami.com
9547,info@mymanualpt.com
9077,info@innovativetherapysvcs.com
9695,inspirehealthpt@gmail.com
8434,info@inspirevisiontherapy.net
8829,lspenceleylmhc@gmail.com
7311,info@integratedchildrens.com
10199,hello@rfuenzalida.com
8428,integrativelifetherapies@gmail.com
9491,info@integrityspinetlh.com
6581,info@yourtherapyhome.com
9844,info@intuitivetherapiespelvichealth.com
9634,eben@eyebytes.com
7575,rmohler@islandcovebp.org
6489,contact@ibwhc.com
7029,office@ittakesavillageaba.com
10566,stacey@jabberjawkids.com
7097,info@ndiscovered.com
9234,info@jsakids.org
7215,eben@eyebytes.com
5786,justin@jafco.org
9420,grove@jaguartherapy.com
9770,grove@jaguartherapy.com
6816,info@jdtheot.com
9443,tammy@jointimplant.com
9399,joleen@joleenfernald.com
6550,info@jfsbroward.org
6839,info@journeycenterjax.com
10345,miamifl@jovie.com
9540,info@joyoftherapypt.com
10051,joyfulmotion@msn.com
8940,info@joyfulmusictherapy.com
9237,jcstherapy0@gmail.com
10237,referrals@jumpstartppec.com
8306,info@junocounseling.com
9830,admin@justforkidztherapy.com
9409,hello@jrpediatrics.com
6894,jonpinhorn.typedesign@gmail.com
10468,info@k9sforwarriors.org
8568,info@thepiecefits.com
8374,info@katiemerrickscounseling.com
6585,support@lighthousepsychology.health
5982,coordinator@katzpsychology.com
9331,info@kslc.net
9143,hello@kiddolandtherapy.com
7252,carly@kidnection.co
9366,info@kidschattherapy.com
10166,info@kidsfirsttc.com
7281,infokidslabtherapy@gmail.com
7631,servers@gp.marketing
10160,info@kpppec.com
10220,therapy@kidsspotrehab.com
10243,therapy@kidsspotrehab.com
8980,therapy@kidsspotrehab.com
7266,info@kidstherapyconnection.com
10002,info@kidstherapyconnection.com
6669,kids_care2013@hotmail.com
8865,info@kstherapy.net
9418,intake@kidztz.com
7421,intake@kidztz.com
10058,kindkidstherapy@gmail.com
9370,info@kindcaretherapy.com
8963,info@kindmcd.com
9482,tonyc@kinetixpt.com
9476,tonyc@kinetixpt.com
9530,drsmith@kinofitpt.com
7465,danielasuarezms@gmail.com
7500,info@kiwibxtherapy.com
9627,contact@knightspt.com
9323,info@koalaaba.com
10376,support@kokorocare.org
7213,therapy@konfettikidz.com
6862,ecakmmphd@gmail.com
9451,info@kruperformance.com
5822,info@kyocare.com
9711,clinic@lakelandmedicalmassage.com
8877,admin@lakelandpsych.com
8821,info@caringtherapistsofbroward.com
9339,shine@lampposttherapy.com
10114,info@therapyfl.com
10342,info@larcleecounty.org
10197,katherine@larrochehelpinghands.com
6720,username@host.com
9545,info@leptclinics.com
7001,info@leadingpathwaysaba.com
6037,info@leadingpathwaysaba.com
9230,contact@leapstartherapy.com
10387,info@learnary.com
9103,mike@learningcurvecounseling.com
6741,info@liftfl.org
8600,oruepsych@gmail.com
6801,oruepsych@gmail.com
7405,info@ltaw.net
6751,info@ltaw.net
10000,info@lemoncitycollective.com
6867,ltmtherapycenter@gmail.com
6605,ltaiholistichealing@gmail.com
7117,admin@letstalkcounselingandservices.com
7642,info@letstalkpsychiatry.com
8573,lifedevelopmentalcenter@gmail.com
6515,lifedevelopmentalcenter@gmail.com
9935,info@lifeinmotion-therapy.com
6595,drheidi@lifeskillsdevelopment.com
9282,sebastian@aldusleaf.org
